Player,UID,WM,W,DW,IW,IF,WG
Yanis Mohamed,2000710637.0,11.5,11.2,12.3,10.7,10.3,11.67
Manuel García,2000633004.0,9.1,11.1,4.4,9.7,9.9,11.46
Pablo López,2000612702.0,9.8,10.9,9.6,10.1,9.6,10.58
Vicente Jové,2000574547.0,10.2,10.55,8.0,9.5,8.8,9.75
Diego Mercado,14160026.0,11.5,10.0,11.5,11.1,10.6,9.17
Miguel Rodríguez,2000192674.0,11.15,12.1,8.95,12.3,12.5,11.58
Eduardo Bautista,2000207175.0,10.5,12.6,8.5,10.4,10.2,11.67
Antonio Manuel Bazán,2000714138.0,10.35,10.4,5.55,10.55,9.85,9.79
Jordi Busquets,2000574550.0,8.1,8.75,7.55,8.6,8.6,7.88
Morris Pietranera,2000568425.0,10.9,11.1,8.8,12.2,12.8,10.92
Giancarlo Perea,2000512704.0,11.1,11.7,7.7,13.3,13.1,11.67
Sullivan Mayele,2000506525.0,12.5,11.0,12.1,13.3,12.4,10.92
Mikel Santamaría,2000201716.0,10.9,11.9,12.0,11.7,11.3,11.25
Yeray Ortega,2000199817.0,10.3,10.1,12.4,11.1,10.9,10.71
Jon Magunazelaia,2000082492.0,10.8,11.4,8.9,11.9,12.0,11.25
Javi Cueto,67279676.0,11.4,12.4,8.7,12.4,12.9,11.83
Adrián Ortolà,67115824.0,6.7,4.6,7.6,7.9,7.9,5.0
Andrés Romero,2000193995.0,7.6,6.55,10.3,7.9,7.9,7.62
Ibrahima Kébé,2000024313.0,11.1,11.1,12.2,11.4,10.5,11.17
Lluís,2000443359.0,7.4,7.4,7.8,8.3,8.3,7.0
