Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Yanis Mohamed,2000710637.0,2.0,14.5,11.0,14.5,2.0,1.0,1.5,2.0
Manuel García,2000633004.0,0.0,10.25,12.5,6.5,0.0,0.0,0.0,0.0
Pablo López,2000612702.0,2.0,13.25,17.0,11.83,2.0,2.0,1.5,1.5
Vicente Jové,2000574547.0,0.0,11.25,11.5,5.17,0.0,0.0,0.0,0.0
Diego Mercado,14160026.0,1.5,10.5,10.0,12.33,2.5,2.0,3.0,2.75
Miguel Rodríguez,2000192674.0,3.5,13.0,12.5,9.67,3.0,2.0,2.25,3.0
Eduardo Bautista,2000207175.0,2.5,12.5,17.0,8.83,3.25,2.0,4.0,3.0
Antonio Manuel Bazán,2000714138.0,0.0,10.25,12.25,7.33,0.0,0.0,0.0,0.0
Jordi Busquets,2000574550.0,0.0,13.38,12.5,9.42,0.0,0.0,0.0,0.0
Morris Pietranera,2000568425.0,4.0,11.75,9.0,11.33,3.0,3.0,2.5,2.5
Giancarlo Perea,2000512704.0,0.0,13.75,10.0,9.83,0.0,0.0,0.0,0.0
Sullivan Mayele,2000506525.0,2.5,11.5,9.5,14.33,2.5,4.0,2.0,2.5
Mikel Santamaría,2000201716.0,3.5,13.0,13.5,11.17,2.75,3.0,2.25,1.5
Yeray Ortega,2000199817.0,3.0,13.5,10.0,13.33,2.25,4.0,2.5,3.5
Jon Magunazelaia,2000082492.0,3.5,11.0,14.5,10.67,3.25,3.0,3.0,2.0
Javi Cueto,67279676.0,2.25,11.25,15.5,9.33,2.75,1.0,3.5,4.0
Adrián Ortolà,67115824.0,13.0,7.0,6.0,12.5,12.0,15.0,12.5,13.5
Andrés Romero,2000193995.0,0.0,9.75,8.75,12.67,0.0,0.0,0.0,0.0
Ibrahima Kébé,2000024313.0,2.5,12.5,14.0,12.83,3.0,2.5,4.0,3.0
Lluís,2000443359.0,12.0,12.0,12.5,12.0,13.0,2.5,11.0,11.5
