Player,UID,DM,AM,BWM,HB,SV,RGA
Yanis Mohamed,2000710637.0,13.0,13.5,13.5,13.5,12.1,10.5
Manuel García,2000633004.0,4.6,4.0,4.0,5.4,4.2,7.9
Pablo López,2000612702.0,9.9,10.1,10.1,10.9,9.5,9.2
Vicente Jové,2000574547.0,6.9,8.2,8.2,9.0,7.65,8.55
Diego Mercado,14160026.0,11.5,11.6,11.6,12.2,11.5,11.2
Miguel Rodríguez,2000192674.0,8.85,7.95,7.95,8.55,9.55,11.2
Eduardo Bautista,2000207175.0,7.6,7.8,7.8,8.8,8.2,9.1
Antonio Manuel Bazán,2000714138.0,4.75,4.8,4.8,5.45,6.4,9.45
Jordi Busquets,2000574550.0,8.45,8.15,8.15,8.45,8.25,5.95
Morris Pietranera,2000568425.0,9.4,9.4,9.4,10.0,10.0,12.1
Giancarlo Perea,2000512704.0,8.1,7.3,7.3,8.9,8.7,11.6
Sullivan Mayele,2000506525.0,12.4,12.4,12.4,12.8,12.6,12.4
Mikel Santamaría,2000201716.0,12.1,11.4,11.4,11.8,11.8,11.5
Yeray Ortega,2000199817.0,13.4,13.3,13.3,12.7,12.6,10.8
Jon Magunazelaia,2000082492.0,8.9,8.5,8.5,8.9,10.1,12.1
Javi Cueto,67279676.0,8.5,8.3,8.3,9.1,9.9,11.6
Adrián Ortolà,67115824.0,8.2,8.3,8.3,9.1,9.4,8.6
Andrés Romero,2000193995.0,11.8,11.0,11.0,11.75,10.55,7.7
Ibrahima Kébé,2000024313.0,13.2,13.5,13.5,13.1,12.1,11.3
Lluís,2000443359.0,9.2,8.3,8.3,9.7,8.5,7.2
