Player,UID,DM,AM,BWM,HB,SV,RGA
Marco Sala,43323122.0,12.3,12.45,12.45,12.2,12.0,11.2
Sodiq Bala,2000521262.0,12.3,12.1,12.1,13.05,11.5,9.55
Valerio Montesano,2000514124.0,6.6,7.1,7.1,7.7,6.1,4.9
Ayoub Poderini,2000508895.0,9.45,9.9,9.9,9.25,8.4,9.1
Erinson Ramírez,77048797.0,9.05,9.5,9.5,9.7,9.9,11.5
Santo Piccolo,2000437933.0,8.7,8.45,8.45,9.35,9.05,10.9
Joseph Ienca,2000436506.0,7.0,6.2,6.2,7.15,7.75,9.6
Mitar Bajatović,2000436218.0,12.05,12.6,12.6,11.65,10.5,9.3
Matteo Colombo,2000434039.0,10.9,10.55,10.55,11.95,10.3,9.25
Veljko Nikolić,62175128.0,10.2,10.55,10.55,10.1,11.2,12.85
Gracjan Sagan,2000197897.0,13.4,14.05,14.05,13.65,12.5,11.25
Dennis Serofilli,2000197105.0,9.25,9.75,9.75,9.4,8.95,9.3
Samuel Sosa,86054425.0,11.7,11.4,11.4,10.7,11.6,12.2
Florent Da Silva,49056278.0,9.75,9.7,9.7,10.0,10.4,12.6
Adam Oudjani,49041403.0,9.85,9.5,9.5,9.95,10.05,12.4
Riechedly Bazoer,37041762.0,12.0,12.25,12.25,12.9,12.25,12.8
Orri Steinn Óskarsson,39062838.0,10.55,10.5,10.5,10.85,10.95,12.5
Luigi Trecroci,2000626439.0,9.0,9.5,9.5,10.2,8.4,10.1
Tiziano Gennarelli,2000569301.0,8.35,8.25,8.25,8.7,8.5,10.15
Walter Erra,2000569294.0,9.25,9.0,9.0,9.7,9.6,11.1
Hermann Essomba,2000568393.0,9.7,10.2,10.2,10.25,8.15,8.5
Alessio Marafioti,2000436508.0,11.05,11.6,11.6,11.35,10.35,9.75
Dane Ricciuto,2000431771.0,10.85,10.9,10.9,11.6,10.75,12.65
Ofri Arad,42078012.0,13.0,13.25,13.25,13.3,13.0,10.6
Gianluca Santini,2000024721.0,10.55,9.35,9.35,9.75,9.05,6.8
Florian Miguel,211504.0,13.35,13.25,13.25,13.05,12.95,11.95
Giacomo Calò,43154747.0,12.3,12.05,12.05,11.8,12.75,13.2
Nhem Kakada,2000569295.0,12.5,12.4,12.4,11.7,11.5,11.5
Liberato Milvatti,2000193932.0,13.0,13.0,13.0,12.35,11.85,10.7
Carlos Cuesta,76047487.0,12.4,12.15,12.15,12.7,12.4,11.7
Filip Braut,24065858.0,11.7,11.75,11.75,11.2,11.7,10.5
Lorenzo Cattani,2000514061.0,6.3,6.8,6.8,6.9,4.7,4.05
Igor Lucatelli,43500432.0,9.2,8.3,8.3,10.35,8.45,8.45
Giacomo Satalino,43252200.0,9.75,9.35,9.35,10.7,9.1,8.85
Alessandro Masella,2000438278.0,10.4,10.05,10.05,10.3,11.1,12.3
Riccardo Marchizza,43190965.0,13.5,13.45,13.45,12.95,12.5,11.55
Luca Fiordilino,43124601.0,12.4,12.35,12.35,12.5,13.15,13.2
Armindo Sieb,2000065610.0,9.85,9.5,9.5,9.95,9.95,11.2
Nazariy Rusyn,71092749.0,12.2,12.1,12.1,11.7,12.05,11.85
Kevin Rüegg,98041554.0,12.8,12.7,12.7,12.75,12.65,11.7
Simone Zanardi,2000192610.0,13.0,12.95,12.95,12.3,12.8,11.1
Nicholas Praticò,2000569474.0,9.25,9.5,9.5,8.6,9.9,11.8
Marco Bernardinello,2000569299.0,10.25,10.4,10.4,9.9,9.7,11.7
