Player,UID,AF,CF,DLF,F9,P,PF,TM
Marco Sala,43323122.0,11.1,10.15,11.2,11.1,11.1,11.65,9.8
Sodiq Bala,2000521262.0,10.5,9.7,9.65,9.85,10.5,11.4,10.5
Valerio Montesano,2000514124.0,7.4,4.5,6.2,4.4,7.4,7.5,6.8
Ayoub Poderini,2000508895.0,10.35,8.45,9.3,9.3,10.35,10.35,8.95
Erinson Ramírez,77048797.0,11.15,11.95,11.5,12.35,11.15,11.4,10.4
Santo Piccolo,2000437933.0,11.35,11.95,12.4,11.1,11.35,11.55,11.45
Joseph Ienca,2000436506.0,10.05,9.9,10.4,10.45,10.05,9.3,9.15
Mitar Bajatović,2000436218.0,9.65,8.75,9.9,8.7,9.65,10.35,11.05
Matteo Colombo,2000434039.0,9.2,8.5,9.95,9.2,9.2,9.95,9.8
Veljko Nikolić,62175128.0,12.0,12.65,13.0,13.05,12.0,11.25,11.6
Gracjan Sagan,2000197897.0,11.6,11.0,11.15,10.25,11.6,12.45,11.25
Dennis Serofilli,2000197105.0,12.05,9.7,10.2,10.65,12.05,11.7,9.55
Samuel Sosa,86054425.0,13.55,11.3,12.0,12.6,13.55,12.3,10.55
Florent Da Silva,49056278.0,12.35,12.15,13.3,13.15,12.35,11.8,11.7
Adam Oudjani,49041403.0,12.6,11.85,12.95,13.4,12.6,12.15,11.2
Riechedly Bazoer,37041762.0,12.2,12.7,12.9,12.5,12.2,12.45,12.45
Orri Steinn Óskarsson,39062838.0,12.55,12.35,12.95,12.45,12.55,12.0,12.65
Luigi Trecroci,2000626439.0,12.4,10.3,11.1,11.5,12.4,12.4,10.4
Tiziano Gennarelli,2000569301.0,11.85,10.05,10.65,11.05,11.85,11.1,9.55
Walter Erra,2000569294.0,9.7,10.45,11.1,11.1,9.7,9.85,9.75
Hermann Essomba,2000568393.0,7.2,7.2,7.45,7.35,7.2,8.8,7.35
Alessio Marafioti,2000436508.0,10.7,11.25,11.2,10.55,10.7,11.8,11.2
Dane Ricciuto,2000431771.0,13.4,12.55,13.55,13.1,13.4,13.85,13.0
Ofri Arad,42078012.0,11.2,10.95,11.3,9.8,11.2,11.85,11.8
Gianluca Santini,2000024721.0,8.5,6.85,7.6,6.15,8.5,8.55,8.35
Florian Miguel,211504.0,11.8,11.65,12.15,11.75,11.8,12.05,11.65
Giacomo Calò,43154747.0,12.2,12.7,13.3,13.3,12.2,11.75,11.75
Nhem Kakada,2000569295.0,11.3,10.8,11.8,11.4,11.3,11.3,10.4
Liberato Milvatti,2000193932.0,9.95,10.35,10.8,9.7,9.95,11.05,11.7
Carlos Cuesta,76047487.0,11.8,11.25,12.1,11.6,11.8,11.95,11.4
Filip Braut,24065858.0,11.2,8.7,10.15,10.0,11.2,10.85,9.3
Lorenzo Cattani,2000514061.0,4.5,3.05,4.55,2.95,4.5,5.5,5.7
Igor Lucatelli,43500432.0,7.45,6.55,8.35,6.85,7.45,8.15,7.5
Giacomo Satalino,43252200.0,8.65,7.5,9.85,7.8,8.65,9.25,8.25
Alessandro Masella,2000438278.0,13.0,12.8,12.8,12.65,13.0,11.95,11.05
Riccardo Marchizza,43190965.0,11.2,11.1,11.55,11.0,11.2,11.95,11.75
Luca Fiordilino,43124601.0,12.6,12.3,13.2,13.2,12.6,12.05,11.45
Armindo Sieb,2000065610.0,11.95,10.85,11.15,11.25,11.95,11.7,9.65
Nazariy Rusyn,71092749.0,13.1,13.2,12.9,11.9,13.1,12.9,13.05
Kevin Rüegg,98041554.0,11.55,10.75,11.7,11.1,11.55,11.85,10.4
Simone Zanardi,2000192610.0,12.2,9.6,11.85,11.0,12.2,10.95,10.5
Nicholas Praticò,2000569474.0,13.1,11.1,13.1,13.2,13.1,10.6,11.25
Marco Bernardinello,2000569299.0,12.2,11.1,12.1,11.4,12.2,11.7,11.05
