Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Marco Sala,43323122.0,11.15,11.15,11.15,11.15,11.75,11.75,10.8,10.8,10.71,10.71
Sodiq Bala,2000521262.0,10.75,10.75,10.75,10.75,11.4,11.4,11.0,11.0,11.71,11.71
Valerio Montesano,2000514124.0,4.7,4.7,4.7,4.7,5.9,5.9,4.7,4.7,5.92,5.92
Ayoub Poderini,2000508895.0,9.55,9.55,9.55,9.55,11.8,11.8,9.05,9.05,10.75,10.75
Erinson Ramírez,77048797.0,12.65,12.65,12.65,12.65,12.4,12.4,12.0,12.0,11.58,11.58
Santo Piccolo,2000437933.0,11.35,11.35,11.35,11.35,9.9,9.9,11.65,11.65,9.75,9.75
Joseph Ienca,2000436506.0,10.3,10.3,10.3,10.3,10.25,10.25,10.15,10.15,10.5,10.5
Mitar Bajatović,2000436218.0,9.05,9.05,9.05,9.05,9.9,9.9,8.35,8.35,10.67,10.67
Matteo Colombo,2000434039.0,9.2,9.2,9.2,9.2,8.7,8.7,9.0,9.0,9.0,9.0
Veljko Nikolić,62175128.0,13.1,13.1,13.1,13.1,11.65,11.65,12.6,12.6,11.21,11.21
Gracjan Sagan,2000197897.0,11.75,11.75,11.75,11.75,11.85,11.85,11.05,11.05,11.88,11.88
Dennis Serofilli,2000197105.0,11.4,11.4,11.4,11.4,12.65,12.65,11.05,11.05,11.62,11.62
Samuel Sosa,86054425.0,13.35,13.35,13.35,13.35,13.4,13.4,13.0,13.0,12.33,12.33
Florent Da Silva,49056278.0,12.95,12.95,12.95,12.95,11.9,11.9,12.5,12.5,11.42,11.42
Adam Oudjani,49041403.0,13.75,13.75,13.75,13.75,13.15,13.15,12.7,12.7,12.79,12.79
Riechedly Bazoer,37041762.0,13.15,13.15,13.15,13.15,12.15,12.15,12.75,12.75,12.08,12.08
Orri Steinn Óskarsson,39062838.0,12.1,12.1,12.1,12.1,11.55,11.55,12.2,12.2,11.71,11.71
Luigi Trecroci,2000626439.0,11.3,11.3,11.3,11.3,13.5,13.5,10.8,10.8,12.42,12.42
Tiziano Gennarelli,2000569301.0,11.3,11.3,11.3,11.3,11.4,11.4,10.7,10.7,10.75,10.75
Walter Erra,2000569294.0,11.4,11.4,11.4,11.4,10.0,10.0,10.05,10.05,10.17,10.17
Hermann Essomba,2000568393.0,9.05,9.05,9.05,9.05,7.9,7.9,8.2,8.2,8.0,8.0
Alessio Marafioti,2000436508.0,11.2,11.2,11.2,11.2,11.75,11.75,10.85,10.85,11.71,11.71
Dane Ricciuto,2000431771.0,12.9,12.9,12.9,12.9,13.4,13.4,12.8,12.8,13.08,13.08
Ofri Arad,42078012.0,10.65,10.65,10.65,10.65,10.55,10.55,10.8,10.8,10.79,10.79
Gianluca Santini,2000024721.0,7.0,7.0,7.0,7.0,7.65,7.65,6.9,6.9,8.96,8.96
Florian Miguel,211504.0,12.1,12.1,12.1,12.1,11.65,11.65,11.95,11.95,11.38,11.38
Giacomo Calò,43154747.0,13.65,13.65,13.65,13.65,11.95,11.95,13.05,13.05,11.5,11.5
Nhem Kakada,2000569295.0,11.7,11.7,11.7,11.7,11.3,11.3,11.3,11.3,10.5,10.5
Liberato Milvatti,2000193932.0,10.45,10.45,10.45,10.45,10.1,10.1,10.9,10.9,10.67,10.67
Carlos Cuesta,76047487.0,11.45,11.45,11.45,11.45,10.95,10.95,11.4,11.4,10.88,10.88
Filip Braut,24065858.0,9.85,9.85,9.85,9.85,11.65,11.65,9.15,9.15,10.96,10.96
Lorenzo Cattani,2000514061.0,3.25,3.25,3.25,3.25,3.9,3.9,3.25,3.25,4.5,4.5
Igor Lucatelli,43500432.0,7.6,7.6,7.6,7.6,5.85,5.85,7.35,7.35,6.42,6.42
Giacomo Satalino,43252200.0,8.7,8.7,8.7,8.7,7.5,7.5,8.05,8.05,7.75,7.75
Alessandro Masella,2000438278.0,13.7,13.7,13.7,13.7,12.25,12.25,12.95,12.95,11.79,11.79
Riccardo Marchizza,43190965.0,11.35,11.35,11.35,11.35,11.3,11.3,10.85,10.85,11.67,11.67
Luca Fiordilino,43124601.0,13.55,13.55,13.55,13.55,12.45,12.45,12.95,12.95,11.83,11.83
Armindo Sieb,2000065610.0,12.6,12.6,12.6,12.6,11.65,11.65,12.1,12.1,11.04,11.04
Nazariy Rusyn,71092749.0,12.65,12.65,12.65,12.65,11.8,11.8,12.85,12.85,11.92,11.92
Kevin Rüegg,98041554.0,11.85,11.85,11.85,11.85,12.1,12.1,11.7,11.7,11.25,11.25
Simone Zanardi,2000192610.0,10.95,10.95,10.95,10.95,11.15,11.15,10.55,10.55,10.62,10.62
Nicholas Praticò,2000569474.0,12.75,12.75,12.75,12.75,12.1,12.1,11.75,11.75,11.25,11.25
Marco Bernardinello,2000569299.0,12.05,12.05,12.05,12.05,11.5,11.5,11.35,11.35,10.83,10.83
