Player,UID,AMC,AP,T,SS,AM,EG
Marco Sala,43323122.0,11.65,11.45,11.65,10.8,11.15,10.8
Sodiq Bala,2000521262.0,10.9,10.3,10.9,11.0,10.75,10.9
Valerio Montesano,2000514124.0,5.5,4.8,5.5,4.7,4.7,4.5
Ayoub Poderini,2000508895.0,10.15,10.65,10.15,9.05,9.55,10.25
Erinson Ramírez,77048797.0,12.35,12.65,12.35,12.0,12.65,12.75
Santo Piccolo,2000437933.0,10.65,11.25,10.65,11.65,11.35,11.05
Joseph Ienca,2000436506.0,9.5,10.2,9.5,10.15,10.3,10.6
Mitar Bajatović,2000436218.0,10.15,9.65,10.15,8.35,9.05,8.65
Matteo Colombo,2000434039.0,9.8,9.0,9.8,9.0,9.2,8.3
Veljko Nikolić,62175128.0,12.9,13.1,12.9,12.6,13.1,12.9
Gracjan Sagan,2000197897.0,12.55,12.05,12.55,11.05,11.75,11.65
Dennis Serofilli,2000197105.0,10.9,11.1,10.9,11.05,11.4,11.3
Samuel Sosa,86054425.0,12.4,12.7,12.4,13.0,13.35,13.05
Florent Da Silva,49056278.0,12.75,13.15,12.75,12.5,12.95,12.95
Adam Oudjani,49041403.0,13.35,13.65,13.35,12.7,13.75,13.55
Riechedly Bazoer,37041762.0,12.85,13.15,12.85,12.75,13.15,13.45
Orri Steinn Óskarsson,39062838.0,11.9,12.0,11.9,12.2,12.1,11.95
Luigi Trecroci,2000626439.0,11.5,12.1,11.5,10.8,11.3,12.4
Tiziano Gennarelli,2000569301.0,10.6,11.0,10.6,10.7,11.3,11.35
Walter Erra,2000569294.0,10.9,11.5,10.9,10.05,11.4,11.65
Hermann Essomba,2000568393.0,10.1,9.25,10.1,8.2,9.05,8.05
Alessio Marafioti,2000436508.0,12.1,12.0,12.1,10.85,11.2,11.65
Dane Ricciuto,2000431771.0,12.5,13.2,12.5,12.8,12.9,13.1
Ofri Arad,42078012.0,11.35,10.95,11.35,10.8,10.65,10.6
Gianluca Santini,2000024721.0,7.5,7.0,7.5,6.9,7.0,6.5
Florian Miguel,211504.0,12.15,11.55,12.15,11.95,12.1,11.4
Giacomo Calò,43154747.0,13.35,13.25,13.35,13.05,13.65,13.35
Nhem Kakada,2000569295.0,12.3,11.8,12.3,11.3,11.7,11.6
Liberato Milvatti,2000193932.0,11.8,11.2,11.8,10.9,10.45,10.3
Carlos Cuesta,76047487.0,11.75,11.05,11.75,11.4,11.45,10.9
Filip Braut,24065858.0,10.65,10.65,10.65,9.15,9.85,9.85
Lorenzo Cattani,2000514061.0,4.95,3.85,4.95,3.25,3.25,2.35
Igor Lucatelli,43500432.0,8.55,7.35,8.55,7.35,7.6,6.1
Giacomo Satalino,43252200.0,9.45,8.65,9.45,8.05,8.7,7.8
Alessandro Masella,2000438278.0,12.5,13.25,12.5,12.95,13.7,13.15
Riccardo Marchizza,43190965.0,11.75,11.25,11.75,10.85,11.35,10.65
Luca Fiordilino,43124601.0,13.25,13.25,13.25,12.95,13.55,13.45
Armindo Sieb,2000065610.0,12.0,12.5,12.0,12.1,12.6,11.85
Nazariy Rusyn,71092749.0,12.6,12.2,12.6,12.85,12.65,12.6
Kevin Rüegg,98041554.0,12.6,12.2,12.6,11.7,11.85,11.9
Simone Zanardi,2000192610.0,11.25,10.55,11.25,10.55,10.95,10.35
Nicholas Praticò,2000569474.0,12.2,12.4,12.2,11.75,12.75,12.9
Marco Bernardinello,2000569299.0,12.0,12.4,12.0,11.35,12.05,11.4
