Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Marco Sala,43323122.0,11.95,11.6,12.2,12.1,12.15,11.6,11.15,12.3
Sodiq Bala,2000521262.0,10.45,9.55,13.05,11.35,11.2,8.55,10.05,11.9
Valerio Montesano,2000514124.0,6.2,4.9,7.7,6.7,6.4,5.6,6.0,6.8
Ayoub Poderini,2000508895.0,8.6,8.55,9.25,9.8,9.65,9.25,10.0,9.8
Erinson Ramírez,77048797.0,11.3,11.7,9.7,11.8,11.85,12.0,12.0,10.5
Santo Piccolo,2000437933.0,10.9,10.45,9.35,10.8,10.45,11.85,11.4,9.3
Joseph Ienca,2000436506.0,9.75,9.5,7.15,9.6,9.75,10.55,10.5,8.0
Mitar Bajatović,2000436218.0,10.6,8.95,11.65,10.3,10.65,8.75,9.4,11.5
Matteo Colombo,2000434039.0,9.75,9.75,11.95,10.05,9.9,9.65,9.55,10.8
Veljko Nikolić,62175128.0,13.15,12.6,10.1,12.35,12.5,13.7,13.45,11.5
Gracjan Sagan,2000197897.0,12.4,10.55,13.65,12.45,12.6,10.35,11.4,12.9
Dennis Serofilli,2000197105.0,9.9,9.3,9.4,10.8,10.65,10.45,11.0,9.8
Samuel Sosa,86054425.0,11.3,11.85,10.7,12.9,12.3,12.6,13.4,11.8
Florent Da Silva,49056278.0,12.7,12.5,10.0,12.3,12.55,13.7,13.5,10.9
Adam Oudjani,49041403.0,11.95,12.35,9.95,12.5,12.35,13.5,13.8,11.0
Riechedly Bazoer,37041762.0,12.7,12.05,12.9,12.9,12.75,12.4,13.2,12.2
Orri Steinn Óskarsson,39062838.0,12.9,12.4,10.85,12.3,12.35,12.45,12.4,11.25
Luigi Trecroci,2000626439.0,10.0,10.0,10.2,11.1,11.1,11.2,12.1,9.8
Tiziano Gennarelli,2000569301.0,9.4,9.9,8.7,9.95,9.9,11.35,11.75,8.9
Walter Erra,2000569294.0,10.45,10.5,9.7,10.5,11.2,11.0,11.7,10.05
Hermann Essomba,2000568393.0,10.2,8.4,10.25,10.15,10.75,7.5,8.25,9.95
Alessio Marafioti,2000436508.0,11.15,9.85,11.35,11.85,12.2,10.25,10.8,11.15
Dane Ricciuto,2000431771.0,12.75,12.25,11.6,12.75,12.6,13.25,13.35,11.55
Ofri Arad,42078012.0,11.75,10.2,13.3,11.9,12.05,10.1,10.55,12.9
Gianluca Santini,2000024721.0,6.9,6.7,9.75,7.8,7.9,6.85,7.3,9.35
Florian Miguel,211504.0,12.1,12.2,13.05,12.85,12.35,11.85,12.05,13.05
Giacomo Calò,43154747.0,13.2,13.05,11.8,12.9,13.35,13.3,13.6,12.9
Nhem Kakada,2000569295.0,12.4,11.4,11.7,12.2,12.5,11.1,12.2,12.5
Liberato Milvatti,2000193932.0,12.45,10.45,12.35,12.3,12.55,9.5,10.25,13.1
Carlos Cuesta,76047487.0,12.55,12.1,12.7,11.8,12.05,11.8,11.65,12.3
Filip Braut,24065858.0,10.35,10.65,11.2,10.7,10.95,10.95,10.3,11.9
Lorenzo Cattani,2000514061.0,5.8,4.05,6.9,5.15,5.15,4.15,4.05,6.1
Igor Lucatelli,43500432.0,10.05,8.65,10.35,8.85,9.35,8.3,8.0,9.5
Giacomo Satalino,43252200.0,10.75,8.8,10.7,9.95,10.65,8.65,8.6,9.85
Alessandro Masella,2000438278.0,12.0,11.7,10.3,12.6,12.8,13.45,13.65,11.35
Riccardo Marchizza,43190965.0,12.1,11.6,12.95,12.15,12.3,11.1,11.4,12.9
Luca Fiordilino,43124601.0,13.5,12.95,12.5,13.1,13.35,13.4,13.6,13.0
Armindo Sieb,2000065610.0,10.9,10.8,9.95,11.8,11.95,11.75,11.8,10.65
Nazariy Rusyn,71092749.0,12.0,11.4,11.7,12.25,12.3,11.8,12.85,12.15
Kevin Rüegg,98041554.0,11.95,11.55,12.75,12.6,12.25,11.3,11.45,12.9
Simone Zanardi,2000192610.0,12.15,11.25,12.3,11.7,11.85,11.45,11.6,12.9
Nicholas Praticò,2000569474.0,11.65,11.4,8.6,11.4,11.65,13.05,14.1,10.55
Marco Bernardinello,2000569299.0,11.25,11.0,9.9,11.5,11.65,12.05,12.1,10.95
