Player,UID,CD,BPD,NNCB,Lib
Marco Sala,43323122.0,10.8,10.55,10.6,11.45
Sodiq Bala,2000521262.0,12.3,11.35,12.65,10.1
Valerio Montesano,2000514124.0,6.5,6.0,6.4,4.4
Ayoub Poderini,2000508895.0,8.1,7.7,7.15,8.25
Erinson Ramírez,77048797.0,8.6,9.1,8.2,11.05
Santo Piccolo,2000437933.0,8.15,8.85,8.6,9.4
Joseph Ienca,2000436506.0,6.8,7.9,7.4,7.75
Mitar Bajatović,2000436218.0,12.6,11.4,11.65,9.55
Matteo Colombo,2000434039.0,11.55,10.8,12.05,9.55
Veljko Nikolić,62175128.0,9.65,10.45,9.2,12.2
Gracjan Sagan,2000197897.0,13.15,11.95,12.6,11.9
Dennis Serofilli,2000197105.0,7.6,7.45,7.0,8.2
Samuel Sosa,86054425.0,9.45,9.8,9.25,11.5
Florent Da Silva,49056278.0,9.0,9.8,9.1,11.25
Adam Oudjani,49041403.0,8.8,9.6,9.05,11.05
Riechedly Bazoer,37041762.0,12.3,12.0,12.55,12.65
Orri Steinn Óskarsson,39062838.0,10.95,11.1,10.85,11.45
Luigi Trecroci,2000626439.0,7.9,7.6,7.9,8.8
Tiziano Gennarelli,2000569301.0,7.25,7.8,7.7,9.05
Walter Erra,2000569294.0,8.9,9.8,9.7,10.55
Hermann Essomba,2000568393.0,8.7,7.25,8.1,7.8
Alessio Marafioti,2000436508.0,10.35,9.75,9.85,9.7
Dane Ricciuto,2000431771.0,10.4,10.95,10.8,11.1
Ofri Arad,42078012.0,13.0,12.65,12.9,11.35
Gianluca Santini,2000024721.0,10.6,10.55,11.1,7.1
Florian Miguel,211504.0,12.7,12.65,12.5,12.5
Giacomo Calò,43154747.0,11.0,11.8,10.95,12.95
Nhem Kakada,2000569295.0,10.5,10.8,10.1,11.6
Liberato Milvatti,2000193932.0,12.15,12.2,11.65,10.55
Carlos Cuesta,76047487.0,12.2,12.05,12.6,12.05
Filip Braut,24065858.0,10.65,10.75,10.4,10.85
Lorenzo Cattani,2000514061.0,6.9,5.5,6.2,3.25
Igor Lucatelli,43500432.0,9.2,8.6,9.9,7.1
Giacomo Satalino,43252200.0,9.2,8.3,9.4,7.65
Alessandro Masella,2000438278.0,9.45,10.05,9.3,11.15
Riccardo Marchizza,43190965.0,13.35,13.15,13.2,12.0
Luca Fiordilino,43124601.0,11.4,11.8,11.55,13.05
Armindo Sieb,2000065610.0,8.55,8.4,8.45,10.05
Nazariy Rusyn,71092749.0,11.45,12.1,11.35,11.75
Kevin Rüegg,98041554.0,11.25,11.1,11.05,11.75
Simone Zanardi,2000192610.0,12.05,11.85,11.4,11.75
Nicholas Praticò,2000569474.0,8.1,8.9,7.35,10.85
Marco Bernardinello,2000569299.0,9.1,8.9,8.15,10.15
