Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Marco Sala,43323122.0,6.0,11.83,5.0,12.75,11.25,11.0,12.17,13.25,12.75,10.0,11.25,13.0,11.4,12.5,13.0,12.67,9.5,11.75,11.25,9.5,12.0
Sodiq Bala,2000521262.0,17.0,8.33,9.5,8.0,9.75,9.83,10.83,10.5,8.0,11.75,9.0,15.12,8.7,9.33,12.62,10.67,6.0,12.75,13.5,8.33,12.0
Valerio Montesano,2000514124.0,12.0,6.33,0.0,9.0,4.0,4.67,3.33,7.5,9.0,1.5,7.5,9.5,4.8,6.0,11.75,8.0,3.0,5.0,11.0,1.0,0.0
Ayoub Poderini,2000508895.0,6.0,10.5,5.0,6.25,9.0,10.33,7.83,12.75,6.25,8.5,7.25,9.88,11.0,5.83,13.75,11.0,10.5,8.0,11.25,5.67,10.0
Erinson Ramírez,77048797.0,6.0,12.0,9.0,8.25,14.5,9.17,14.17,10.25,8.25,14.5,8.25,10.25,10.9,7.33,11.62,9.83,14.0,15.0,8.25,12.0,8.5
Santo Piccolo,2000437933.0,10.0,10.83,8.0,10.75,11.5,12.0,10.83,10.25,10.75,11.0,10.75,10.38,11.2,8.0,9.5,11.0,14.5,12.5,11.75,11.33,6.0
Joseph Ienca,2000436506.0,12.5,6.67,11.0,9.0,13.25,10.33,12.5,8.5,9.0,12.75,7.75,10.5,8.8,7.17,12.5,8.0,7.0,13.5,10.0,10.33,2.0
Mitar Bajatović,2000436218.0,17.0,13.5,12.0,10.75,6.5,10.67,5.83,15.25,10.75,6.0,11.25,10.88,12.0,10.5,11.75,14.33,6.5,7.0,12.75,3.67,12.0
Matteo Colombo,2000434039.0,13.5,8.67,7.5,10.75,9.0,8.83,8.67,12.25,10.75,7.0,10.75,13.5,8.7,10.33,10.62,11.17,8.0,8.75,11.75,5.17,11.0
Veljko Nikolić,62175128.0,9.0,14.17,9.0,10.75,15.5,12.33,13.5,12.25,10.75,14.75,12.75,10.62,13.2,9.5,11.62,12.67,13.5,15.0,9.0,13.67,10.0
Gracjan Sagan,2000197897.0,13.0,14.0,11.0,10.25,10.5,11.17,8.83,13.25,10.25,11.0,12.0,13.62,12.3,11.17,13.5,13.5,10.0,12.0,12.25,8.5,13.0
Dennis Serofilli,2000197105.0,7.0,11.67,6.0,8.0,9.5,10.0,10.17,12.0,8.0,13.0,9.25,11.0,10.8,6.83,13.0,11.67,11.0,10.5,10.0,8.0,3.5
Samuel Sosa,86054425.0,7.0,12.17,7.0,10.0,12.0,14.0,10.17,12.0,10.0,13.25,10.0,10.0,12.6,10.67,14.38,13.17,16.5,10.5,10.5,10.0,7.5
Florent Da Silva,49056278.0,12.0,13.0,6.0,11.25,15.0,12.17,13.5,12.75,11.25,13.5,11.25,12.0,12.9,9.67,12.88,12.17,13.0,14.5,11.25,12.0,5.5
Adam Oudjani,49041403.0,13.0,12.0,9.0,9.0,13.5,11.83,13.0,13.25,9.0,14.5,10.0,10.0,12.5,7.83,13.88,11.83,17.0,14.0,10.25,10.0,7.5
Riechedly Bazoer,37041762.0,13.0,13.17,10.5,11.5,13.25,12.67,11.67,11.75,11.5,14.0,11.5,13.88,12.8,11.67,11.88,12.33,14.5,14.25,12.5,11.5,11.0
Orri Steinn Óskarsson,39062838.0,13.0,12.83,12.0,14.0,13.5,12.33,12.0,12.25,14.0,12.25,12.25,11.38,12.4,11.67,12.25,12.67,12.5,13.0,12.25,12.67,6.0
Luigi Trecroci,2000626439.0,7.0,11.33,7.0,7.5,13.0,9.67,11.0,12.5,7.5,12.5,7.0,12.0,11.2,6.0,16.25,10.67,12.0,11.0,13.5,9.33,6.0
Tiziano Gennarelli,2000569301.0,8.0,11.17,7.0,6.0,10.0,11.17,10.0,9.5,6.0,11.25,8.5,8.12,11.1,6.0,13.0,10.17,13.5,10.25,9.5,10.0,5.0
Walter Erra,2000569294.0,10.5,11.83,11.5,8.0,12.25,11.33,10.0,9.75,8.0,10.75,7.0,10.88,11.8,7.83,11.25,10.0,9.5,11.75,10.0,8.67,10.5
Hermann Essomba,2000568393.0,15.5,12.33,1.5,7.75,7.75,8.0,6.33,12.5,7.75,8.0,7.5,11.38,10.0,6.33,8.25,12.0,5.0,8.5,6.25,5.5,2.5
Alessio Marafioti,2000436508.0,9.0,11.83,14.0,8.75,14.0,8.67,10.83,13.25,8.75,11.0,8.75,12.25,10.6,8.83,13.0,11.67,7.5,12.25,14.0,9.5,8.0
Dane Ricciuto,2000431771.0,15.0,13.0,8.0,10.75,13.5,14.17,14.0,13.25,10.75,13.5,10.75,12.25,13.5,9.0,14.88,13.5,13.0,15.25,14.25,12.17,7.5
Ofri Arad,42078012.0,11.0,11.17,13.0,13.75,10.25,10.33,9.17,12.75,13.75,8.5,12.75,13.75,10.6,13.5,12.5,12.33,6.5,11.75,13.75,8.17,14.0
Gianluca Santini,2000024721.0,17.0,4.33,14.0,8.0,5.25,8.67,4.67,9.5,8.0,3.25,7.75,9.5,6.6,8.67,12.88,8.33,2.5,5.25,13.0,3.83,13.0
Florian Miguel,211504.0,9.0,11.5,11.0,11.5,12.25,12.0,11.67,12.0,11.5,11.0,12.0,12.0,11.0,12.0,12.75,13.17,12.5,12.25,13.5,8.0,13.0
Giacomo Calò,43154747.0,10.0,13.83,8.5,11.0,13.25,13.33,13.0,12.25,11.0,13.0,12.5,12.12,13.4,11.0,12.12,13.0,11.5,14.25,12.0,11.83,12.0
Nhem Kakada,2000569295.0,5.0,11.67,8.0,9.5,12.5,11.0,11.67,13.5,9.5,12.0,10.0,11.0,11.4,9.67,14.25,12.67,8.0,14.0,14.5,10.33,13.0
Liberato Milvatti,2000193932.0,16.0,10.17,11.0,11.75,11.5,10.67,11.0,15.0,11.75,9.75,11.0,9.88,10.6,10.83,11.75,13.17,3.5,14.0,14.25,10.5,12.0
Carlos Cuesta,76047487.0,12.0,11.83,9.0,13.75,11.25,11.0,11.5,12.25,13.75,10.5,13.75,13.5,11.2,13.17,12.5,12.33,9.5,11.75,12.75,11.5,12.0
Filip Braut,24065858.0,7.0,11.17,8.0,12.25,8.75,11.0,9.67,12.75,12.25,6.0,11.25,10.25,11.4,12.17,14.62,11.67,8.5,8.25,10.0,5.33,15.0
Lorenzo Cattani,2000514061.0,15.0,6.67,0.0,6.5,2.75,5.0,1.5,10.5,6.5,0.75,9.0,5.0,5.6,4.33,7.0,9.33,0.0,2.25,7.5,0.5,0.0
Igor Lucatelli,43500432.0,17.5,7.33,1.0,11.5,4.75,8.67,7.83,11.0,11.5,4.0,11.25,13.5,7.8,8.5,10.0,10.33,1.5,10.0,9.5,4.67,1.0
Giacomo Satalino,43252200.0,16.5,10.0,1.5,13.5,9.75,9.0,6.0,11.5,13.5,6.0,11.75,11.5,9.2,9.83,10.75,11.33,2.5,8.0,12.0,5.67,1.5
Alessandro Masella,2000438278.0,4.5,13.17,14.5,8.5,13.0,14.33,12.67,11.25,8.5,13.0,9.0,11.5,13.3,8.5,14.25,12.83,12.0,15.0,9.75,12.17,7.0
Riccardo Marchizza,43190965.0,13.0,12.67,14.0,11.75,10.0,12.17,10.33,13.75,11.75,9.5,11.5,12.38,12.1,12.5,13.0,13.83,9.0,11.0,13.25,8.17,13.0
Luca Fiordilino,43124601.0,9.0,13.5,8.5,12.5,13.75,13.33,13.33,12.25,12.5,14.0,13.5,13.62,13.2,12.33,12.88,13.0,11.5,14.75,11.5,10.83,12.0
Armindo Sieb,2000065610.0,9.0,12.17,7.0,10.0,11.5,12.0,9.33,12.75,10.0,11.75,8.75,10.88,12.4,9.0,11.75,12.0,13.5,10.5,6.75,10.0,7.0
Nazariy Rusyn,71092749.0,12.0,12.17,13.0,10.0,13.0,11.67,10.0,11.5,10.0,12.25,12.5,9.0,11.6,10.17,14.0,12.17,11.5,12.5,15.25,12.67,10.0
Kevin Rüegg,98041554.0,7.0,10.17,7.0,11.75,12.5,11.33,11.33,12.5,11.75,10.75,13.0,12.88,10.8,11.5,13.0,11.83,11.5,12.5,12.75,9.5,13.0
Simone Zanardi,2000192610.0,10.0,12.17,6.0,13.75,11.75,11.67,9.33,13.25,13.75,10.0,14.25,10.0,11.4,12.83,14.38,13.67,7.5,9.75,13.5,7.0,16.0
Nicholas Praticò,2000569474.0,6.0,14.67,8.0,9.25,13.5,12.0,9.67,13.25,9.25,13.5,11.5,9.25,13.4,8.17,14.12,13.17,14.0,11.0,11.75,8.5,7.5
Marco Bernardinello,2000569299.0,7.0,15.33,8.0,9.75,9.5,13.67,7.67,14.75,9.75,9.0,11.0,10.12,14.6,7.83,11.62,14.5,15.0,8.5,9.75,8.5,7.5
