Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Carlos Marín,67211705.0,9.05,7.85,8.05,7.6,8.2,7.8,8.3,8.0
Alex Aketxe,2000443798.0,11.45,11.05,12.05,11.7,11.95,11.2,11.95,11.3
Diego Alende,67199156.0,12.45,11.85,13.15,12.6,12.45,11.0,11.55,13.1
Francisco Marín,2000666188.0,10.3,9.3,11.5,9.8,10.1,9.6,9.2,10.9
Jean-Marie Durand,2000198617.0,10.2,10.15,12.65,11.45,11.5,9.6,10.35,12.65
Gideon Ikechukwu,2000683108.0,12.05,11.8,14.05,12.65,12.75,10.5,11.15,13.55
Agapito Torres,2000201479.0,11.85,10.65,12.7,11.3,11.85,10.55,10.6,12.1
Álex,2000509919.0,10.95,10.0,10.3,11.35,11.5,11.45,12.15,10.45
Daniel Moreno,2000631545.0,12.9,12.85,11.5,13.25,13.35,13.8,14.55,12.2
Javi Pereda,2000199802.0,9.3,9.0,9.1,10.2,10.05,10.05,10.6,8.8
Aldin Turkes,98033077.0,10.8,10.4,10.4,11.3,10.95,10.75,10.7,10.3
Ngala Diop,2000712992.0,4.75,4.35,4.6,4.3,4.3,5.15,5.15,4.8
Echedey Carpintier,83212484.0,9.6,7.75,9.35,9.95,9.95,8.35,9.1,11.45
Daniel Moreno,2000681256.0,8.0,7.95,6.45,9.2,9.3,10.2,11.45,6.55
Facundo Barboza,2000280204.0,6.1,7.85,7.9,9.4,8.95,8.9,10.3,7.4
Victor Cano,2000443364.0,8.7,8.3,5.45,9.0,9.4,10.1,10.45,6.35
Fede Vico,67142992.0,11.8,12.1,8.6,10.9,11.1,12.2,11.4,10.3
Antonio Díaz,2000569978.0,8.9,8.75,5.7,8.75,9.15,11.55,11.25,6.45
Rubén Prieto,2000572704.0,8.1,7.6,6.8,9.5,8.7,9.6,8.9,7.0
Virgil Thérésin,49040143.0,11.1,10.15,11.3,10.9,11.1,9.35,9.6,11.7
Víctor Meseguer,67278046.0,12.1,11.4,11.7,11.7,11.8,12.1,11.9,11.7
Felipe Núñez,2000197172.0,8.6,7.05,11.35,9.45,9.45,6.6,7.6,11.45
Javier Bravo,2000713001.0,10.55,10.25,7.9,11.0,10.7,11.1,11.65,10.15
