Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Carlos Marín,67211705.0,7.05,7.05,7.05,7.05,5.5,5.5,6.35,6.35,5.79,5.79
Alex Aketxe,2000443798.0,12.05,12.05,12.05,12.05,12.7,12.7,11.4,11.4,12.42,12.42
Diego Alende,67199156.0,11.85,11.85,11.85,11.85,10.2,10.2,11.3,11.3,10.33,10.33
Francisco Marín,2000666188.0,9.1,9.1,9.1,9.1,9.2,9.2,8.75,8.75,9.83,9.83
Jean-Marie Durand,2000198617.0,10.55,10.55,10.55,10.55,11.55,11.55,10.5,10.5,11.62,11.62
Gideon Ikechukwu,2000683108.0,11.95,11.95,11.95,11.95,11.0,11.0,11.75,11.75,10.92,10.92
Agapito Torres,2000201479.0,10.85,10.85,10.85,10.85,10.4,10.4,10.35,10.35,11.08,11.08
Álex,2000509919.0,11.9,11.9,11.9,11.9,13.15,13.15,11.2,11.2,12.38,12.38
Daniel Moreno,2000631545.0,13.95,13.95,13.95,13.95,13.3,13.3,13.35,13.35,13.5,13.5
Javi Pereda,2000199802.0,10.1,10.1,10.1,10.1,12.05,12.05,10.05,10.05,11.29,11.29
Aldin Turkes,98033077.0,11.1,11.1,11.1,11.1,10.45,10.45,11.55,11.55,10.88,10.88
Ngala Diop,2000712992.0,3.55,3.55,3.55,3.55,3.05,3.05,3.55,3.55,3.38,3.38
Echedey Carpintier,83212484.0,9.1,9.1,9.1,9.1,7.25,7.25,9.1,9.1,7.46,7.46
Daniel Moreno,2000681256.0,10.95,10.95,10.95,10.95,12.05,12.05,10.15,10.15,11.58,11.58
Facundo Barboza,2000280204.0,9.85,9.85,9.85,9.85,11.8,11.8,9.65,9.65,10.92,10.92
Victor Cano,2000443364.0,10.55,10.55,10.55,10.55,10.4,10.4,9.65,9.65,10.0,10.0
Fede Vico,67142992.0,11.5,11.5,11.5,11.5,9.6,9.6,11.2,11.2,8.62,8.62
Antonio Díaz,2000569978.0,10.45,10.45,10.45,10.45,9.7,9.7,9.35,9.35,10.08,10.08
Rubén Prieto,2000572704.0,9.0,9.0,9.0,9.0,11.0,11.0,10.3,10.3,11.17,11.17
Virgil Thérésin,49040143.0,10.0,10.0,10.0,10.0,8.25,8.25,9.55,9.55,8.71,8.71
Víctor Meseguer,67278046.0,11.9,11.9,11.9,11.9,11.6,11.6,11.4,11.4,11.58,11.58
Felipe Núñez,2000197172.0,7.55,7.55,7.55,7.55,7.6,7.6,7.55,7.55,8.0,8.0
Javier Bravo,2000713001.0,11.65,11.65,11.65,11.65,11.85,11.85,11.25,11.25,11.08,11.08
