Player,UID,DM,AM,BWM,HB,SV,RGA
Carlos Marín,67211705.0,7.9,7.1,7.1,8.05,6.75,8.1
Alex Aketxe,2000443798.0,10.9,11.1,11.1,12.05,10.25,11.0
Diego Alende,67199156.0,13.1,13.0,13.0,13.15,12.85,12.4
Francisco Marín,2000666188.0,11.2,11.5,11.5,11.5,11.2,9.1
Jean-Marie Durand,2000198617.0,12.85,12.15,12.15,12.65,11.25,10.05
Gideon Ikechukwu,2000683108.0,13.8,13.3,13.3,14.05,13.25,12.45
Agapito Torres,2000201479.0,12.7,12.55,12.55,12.7,11.6,10.5
Álex,2000509919.0,10.0,10.35,10.35,10.3,8.7,10.15
Daniel Moreno,2000631545.0,10.9,10.8,10.8,11.5,11.65,13.15
Javi Pereda,2000199802.0,8.3,8.25,8.25,9.1,8.1,9.2
Aldin Turkes,98033077.0,9.65,9.35,9.35,10.4,9.65,10.6
Ngala Diop,2000712992.0,4.5,3.85,3.85,4.6,5.2,4.35
Echedey Carpintier,83212484.0,10.65,10.4,10.4,9.35,10.7,7.75
Daniel Moreno,2000681256.0,5.45,5.5,5.5,6.45,4.8,8.7
Facundo Barboza,2000280204.0,5.5,6.55,6.55,7.9,6.35,7.05
Victor Cano,2000443364.0,4.55,4.15,4.15,5.45,5.0,9.05
Fede Vico,67142992.0,8.2,8.1,8.1,8.6,9.8,12.3
Antonio Díaz,2000569978.0,4.3,4.5,4.5,5.7,5.85,9.25
Rubén Prieto,2000572704.0,5.9,6.0,6.0,6.8,5.3,7.5
Virgil Thérésin,49040143.0,12.4,11.4,11.4,11.3,11.9,10.5
Víctor Meseguer,67278046.0,11.5,11.7,11.7,11.7,11.9,12.2
Felipe Núñez,2000197172.0,11.05,11.05,11.05,11.35,10.55,7.05
Javier Bravo,2000713001.0,9.1,9.3,9.3,7.9,8.95,10.6
