Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Carlos Marín,67211705.0,11.5,9.5,6.5,9.92,9.0,6.0,12.5,10.0
Alex Aketxe,2000443798.0,3.5,12.5,13.0,12.92,2.0,2.5,2.75,2.0
Diego Alende,67199156.0,3.5,11.25,11.0,12.58,2.5,4.5,2.25,1.5
Francisco Marín,2000666188.0,3.5,11.25,12.5,11.67,2.0,2.5,3.0,2.0
Jean-Marie Durand,2000198617.0,2.75,14.38,13.0,12.92,2.5,1.5,1.75,3.25
Gideon Ikechukwu,2000683108.0,3.25,12.25,12.75,13.67,2.75,3.5,2.5,1.75
Agapito Torres,2000201479.0,2.25,12.5,12.75,13.5,1.75,2.5,3.0,2.25
Álex,2000509919.0,1.75,12.25,15.5,12.5,2.0,3.5,2.25,3.0
Daniel Moreno,2000631545.0,3.25,14.25,13.5,11.58,3.0,2.5,4.0,3.0
Javi Pereda,2000199802.0,2.75,13.25,14.5,9.83,3.5,3.0,3.5,1.5
Aldin Turkes,98033077.0,2.0,10.88,11.0,10.42,2.75,2.0,1.5,2.5
Ngala Diop,2000712992.0,10.25,7.75,7.75,5.0,10.5,4.0,15.25,10.75
Echedey Carpintier,83212484.0,0.0,9.38,11.5,10.58,0.0,0.0,0.0,0.0
Daniel Moreno,2000681256.0,0.0,10.5,11.5,9.92,0.0,0.0,0.0,0.0
Facundo Barboza,2000280204.0,0.0,13.12,15.5,5.25,0.0,0.0,0.0,0.0
Victor Cano,2000443364.0,0.0,9.25,10.75,5.17,0.0,0.0,0.0,0.0
Fede Vico,67142992.0,2.25,5.0,9.5,10.5,3.0,2.0,3.5,3.25
Antonio Díaz,2000569978.0,0.0,9.0,11.5,8.0,0.0,0.0,0.0,0.0
Rubén Prieto,2000572704.0,0.0,8.75,13.5,9.67,0.0,0.0,0.0,0.0
Virgil Thérésin,49040143.0,2.5,11.75,11.0,10.17,2.75,2.0,1.75,2.25
Víctor Meseguer,67278046.0,2.75,11.5,13.0,12.5,2.75,4.0,2.75,2.5
Felipe Núñez,2000197172.0,0.0,10.62,11.5,11.25,0.0,0.0,0.0,0.0
Javier Bravo,2000713001.0,3.25,9.12,13.0,10.42,3.0,3.5,3.0,3.5
