Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Carlos Marín,67211705.0,5.83,9.5,6.5,6.33,4.0,4.33,7.25,9.92
Alex Aketxe,2000443798.0,8.33,12.5,13.0,11.83,7.5,12.5,11.0,12.92
Diego Alende,67199156.0,13.33,11.25,11.0,11.17,8.5,10.5,11.0,12.58
Francisco Marín,2000666188.0,13.33,11.25,12.5,10.33,8.83,6.0,13.0,11.67
Jean-Marie Durand,2000198617.0,10.67,14.38,13.0,8.0,6.0,7.83,12.0,12.92
Gideon Ikechukwu,2000683108.0,13.83,12.25,12.75,11.33,6.83,9.17,10.5,13.67
Agapito Torres,2000201479.0,11.0,12.5,12.75,9.67,8.0,8.33,14.5,13.5
Álex,2000509919.0,4.5,12.25,15.5,10.33,9.0,12.17,8.5,12.5
Daniel Moreno,2000631545.0,8.17,14.25,13.5,15.33,13.0,13.33,14.5,11.58
Javi Pereda,2000199802.0,5.17,13.25,14.5,9.67,8.83,10.83,7.5,9.83
Aldin Turkes,98033077.0,5.0,10.88,11.0,9.67,13.33,9.33,13.0,10.42
Ngala Diop,2000712992.0,2.5,7.75,7.75,2.33,3.5,2.17,5.0,5.0
Echedey Carpintier,83212484.0,10.17,9.38,11.5,3.17,3.17,11.0,8.5,10.58
Daniel Moreno,2000681256.0,0.0,10.5,11.5,11.5,10.33,13.5,9.25,9.92
Facundo Barboza,2000280204.0,2.67,13.12,15.5,8.5,5.83,13.5,6.5,5.25
Victor Cano,2000443364.0,0.0,9.25,10.75,15.0,6.5,11.33,8.0,5.17
Fede Vico,67142992.0,7.33,5.0,9.5,14.67,11.67,12.0,3.75,10.5
Antonio Díaz,2000569978.0,0.0,9.0,11.5,13.67,11.0,14.17,12.0,8.0
Rubén Prieto,2000572704.0,0.0,8.75,13.5,7.0,15.0,10.67,12.0,9.67
Virgil Thérésin,49040143.0,13.67,11.75,11.0,8.0,6.5,7.67,11.0,10.17
Víctor Meseguer,67278046.0,10.0,11.5,13.0,13.33,12.0,12.0,11.5,12.5
Felipe Núñez,2000197172.0,10.83,10.62,11.5,3.83,2.83,6.17,10.0,11.25
Javier Bravo,2000713001.0,5.67,9.12,13.0,12.17,8.83,11.5,7.25,10.42
