Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Carlos Marín,67211705.0,13.0,8.83,1.5,9.5,4.25,9.67,4.5,10.5,9.5,5.5,9.0,7.25,9.0,7.17,9.88,10.5,3.5,6.0,6.0,4.17,2.0
Alex Aketxe,2000443798.0,15.0,12.17,7.0,7.75,12.0,11.33,12.67,13.0,7.75,13.75,9.0,14.88,12.0,7.83,13.0,12.17,9.5,13.0,11.75,9.5,9.0
Diego Alende,67199156.0,10.0,12.17,12.0,11.25,12.0,12.33,10.0,12.5,11.25,9.75,12.0,11.88,11.8,11.83,10.75,13.17,11.5,13.0,12.25,8.17,14.0
Francisco Marín,2000666188.0,17.0,10.67,9.0,10.5,7.0,7.67,10.0,10.5,10.5,6.0,10.5,11.5,9.2,11.33,11.75,10.0,8.0,11.5,10.5,6.17,17.0
Jean-Marie Durand,2000198617.0,14.0,9.33,10.0,8.5,8.75,12.33,9.0,14.0,8.5,7.25,9.75,13.25,10.8,8.33,14.0,13.0,6.0,8.75,14.5,7.33,13.0
Gideon Ikechukwu,2000683108.0,11.5,11.5,9.5,8.5,11.5,14.17,10.5,11.0,8.5,9.0,10.5,14.88,12.1,10.5,12.38,12.83,8.5,12.75,11.0,10.5,14.5
Agapito Torres,2000201479.0,17.0,12.5,12.0,10.25,9.25,11.0,9.67,13.75,10.25,8.5,12.25,14.0,11.6,10.83,12.5,13.33,6.5,10.75,12.5,8.67,11.0
Álex,2000509919.0,10.0,14.0,7.0,7.0,10.75,12.17,9.33,16.75,7.0,13.0,9.5,11.75,13.5,6.5,14.62,14.83,11.0,9.5,10.0,8.5,4.5
Daniel Moreno,2000631545.0,15.0,13.33,14.0,12.0,13.5,12.5,13.33,12.5,12.0,13.0,11.25,12.62,13.1,9.83,14.75,12.33,15.0,15.25,15.5,10.67,9.0
Javi Pereda,2000199802.0,8.0,8.17,7.0,8.5,12.0,9.67,10.83,10.25,8.5,11.0,7.25,12.88,9.4,7.0,14.75,9.0,9.5,11.25,13.5,9.17,4.0
Aldin Turkes,98033077.0,15.0,10.33,11.0,10.0,11.0,11.0,9.5,12.0,10.0,8.5,11.75,10.5,10.6,8.17,10.75,11.67,13.0,11.0,12.0,12.5,3.5
Ngala Diop,2000712992.0,10.0,3.67,0.0,9.0,3.25,5.83,2.33,3.25,9.0,0.0,7.75,3.0,3.5,6.0,9.0,5.83,0.0,3.5,10.5,0.0,0.0
Echedey Carpintier,83212484.0,7.5,8.33,9.5,8.5,11.25,9.17,6.5,12.75,8.5,10.25,10.0,7.0,7.8,8.5,11.0,13.0,0.0,9.75,6.0,5.33,14.5
Daniel Moreno,2000681256.0,6.0,9.67,12.5,4.5,12.5,9.0,7.83,13.25,4.5,13.75,4.5,13.12,11.2,3.0,12.25,8.83,14.5,8.5,9.75,9.5,0.0
Facundo Barboza,2000280204.0,6.5,6.0,6.5,1.75,14.75,1.17,12.83,5.25,1.75,11.75,0.0,12.0,4.3,1.17,14.88,3.5,12.0,13.5,13.5,7.83,4.5
Victor Cano,2000443364.0,12.5,7.0,3.5,2.75,12.25,9.33,13.67,9.5,2.75,13.25,2.75,8.88,9.8,1.83,10.62,6.33,9.5,16.0,6.5,9.33,0.0
Fede Vico,67142992.0,2.5,12.33,5.0,10.5,12.5,12.67,13.33,10.5,10.5,11.5,10.5,10.5,12.4,8.33,7.75,11.33,12.0,14.0,4.5,9.0,9.0
Antonio Díaz,2000569978.0,13.0,9.33,11.0,8.0,14.75,7.33,10.33,11.0,8.0,12.0,8.0,10.25,10.0,5.33,10.5,7.33,12.0,12.0,8.5,6.67,0.0
Rubén Prieto,2000572704.0,11.0,7.0,13.0,7.0,13.0,8.0,9.67,15.5,7.0,9.0,7.0,12.5,9.0,4.67,11.0,10.33,13.0,9.5,10.5,12.0,0.0
Virgil Thérésin,49040143.0,12.0,8.67,10.0,13.0,9.0,11.33,7.5,11.0,13.0,7.5,11.5,8.75,9.6,13.33,10.75,11.33,6.0,10.0,10.5,6.17,11.0
Víctor Meseguer,67278046.0,11.0,13.0,12.0,12.5,12.5,13.0,10.0,12.0,12.5,11.0,14.0,12.75,13.0,11.67,12.0,12.33,12.0,11.5,12.0,9.33,11.0
Felipe Núñez,2000197172.0,10.5,7.83,9.5,10.0,6.75,7.83,5.17,12.5,10.0,4.5,9.5,10.75,7.2,9.17,11.38,12.0,0.0,7.75,11.5,2.33,13.5
Javier Bravo,2000713001.0,8.5,11.67,6.0,5.5,10.25,11.83,11.67,13.0,5.5,13.0,8.5,8.0,11.9,5.83,12.0,12.33,13.0,13.0,6.75,9.0,7.0
