Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
13.0,8.833333333333334,1.5,9.5,4.25,9.666666666666666,4.875,10.5,9.5,5.5,9.0,7.25,9.0,7.166666666666667,9.875,10.5,4.75,6.0,6.0,4.0
15.0,12.166666666666666,7.0,7.75,12.0,11.333333333333334,11.375,13.0,7.75,13.75,9.0,14.875,12.0,7.833333333333333,13.0,12.166666666666666,8.5,11.166666666666666,11.75,8.25
10.0,12.166666666666666,12.0,11.25,12.0,12.333333333333334,9.875,12.5,11.25,9.75,12.0,11.875,11.8,11.833333333333334,10.75,13.166666666666666,10.5,11.833333333333334,12.25,11.75
17.0,10.666666666666666,9.0,10.5,7.0,7.666666666666667,10.25,10.5,10.5,6.0,10.5,11.5,9.2,11.333333333333334,11.75,10.0,9.5,11.333333333333334,10.5,14.0
14.0,9.333333333333334,10.0,8.5,8.75,12.333333333333334,8.25,14.0,8.5,7.25,9.75,13.25,10.8,8.333333333333334,14.0,13.0,6.0,7.833333333333333,14.5,9.5
11.5,11.5,9.5,8.5,11.5,14.166666666666666,9.0,11.0,8.5,9.0,10.5,14.875,12.1,10.5,12.375,12.833333333333334,6.5,10.0,11.0,9.5
17.0,12.5,12.0,10.25,9.25,11.0,9.875,13.75,10.25,8.5,12.25,14.0,11.6,10.833333333333334,12.5,13.333333333333334,8.5,10.666666666666666,12.5,10.75
10.0,14.0,7.0,7.0,10.75,12.166666666666666,9.625,16.75,7.0,13.0,9.5,11.75,13.5,6.5,14.625,14.833333333333334,10.75,9.833333333333334,10.0,7.5
15.0,13.333333333333334,14.0,12.0,13.5,12.5,13.5,12.5,12.0,13.0,11.25,12.625,13.1,9.833333333333334,14.75,12.333333333333334,14.5,14.833333333333334,15.5,11.5
8.0,8.166666666666666,7.0,8.5,12.0,9.666666666666666,10.5,10.25,8.5,11.0,7.25,12.875,9.4,7.0,14.75,9.0,9.5,10.666666666666666,13.5,6.75
15.0,10.333333333333334,11.0,10.0,11.0,11.0,10.375,12.0,10.0,8.5,11.75,10.5,10.6,8.166666666666666,10.75,11.666666666666666,13.0,11.666666666666666,12.0,8.25
10.0,3.6666666666666665,0.0,9.0,3.25,5.833333333333333,4.375,3.25,9.0,0.0,7.75,3.0,3.5,6.0,9.0,5.833333333333333,5.25,5.833333333333333,10.5,5.25
7.5,8.333333333333334,9.5,8.5,11.25,9.166666666666666,7.25,12.75,8.5,10.25,10.0,7.0,7.8,8.5,11.0,13.0,4.75,9.666666666666666,6.0,12.0
6.0,9.666666666666666,12.5,4.5,12.5,9.0,8.125,13.25,4.5,13.75,4.5,13.125,11.2,3.0,12.25,8.833333333333334,11.75,8.666666666666666,9.75,4.5
6.5,6.0,6.5,1.75,14.75,1.1666666666666667,9.625,5.25,1.75,11.75,0.0,12.0,4.3,1.1666666666666667,14.875,3.5,6.0,9.0,13.5,2.25
12.5,7.0,3.5,2.75,12.25,9.333333333333334,11.625,9.5,2.75,13.25,2.75,8.875,9.8,1.8333333333333333,10.625,6.333333333333333,7.5,12.5,6.5,2.75
2.5,12.333333333333334,5.0,10.5,12.5,12.666666666666666,13.0,10.5,10.5,11.5,10.5,10.5,12.4,8.333333333333334,7.75,11.333333333333334,12.0,13.333333333333334,4.5,10.5
13.0,9.333333333333334,11.0,8.0,14.75,7.333333333333333,11.75,11.0,8.0,12.0,8.0,10.25,10.0,5.333333333333333,10.5,7.333333333333333,14.0,13.333333333333334,8.5,8.0
11.0,7.0,13.0,7.0,13.0,8.0,10.75,15.5,7.0,9.0,7.0,12.5,9.0,4.666666666666667,11.0,10.333333333333334,13.5,11.0,10.5,7.0
12.0,8.666666666666666,10.0,13.0,9.0,11.333333333333334,8.125,11.0,13.0,7.5,11.5,8.75,9.6,13.333333333333334,10.75,11.333333333333334,8.0,10.0,10.5,10.5
11.0,13.0,12.0,12.5,12.5,13.0,11.5,12.0,12.5,11.0,14.0,12.75,13.0,11.666666666666666,12.0,12.333333333333334,14.0,13.0,12.0,13.5
10.5,7.833333333333333,9.5,10.0,6.75,7.833333333333333,6.0,12.5,10.0,4.5,9.5,10.75,7.2,9.166666666666666,11.375,12.0,4.25,8.0,11.5,11.0
8.5,11.666666666666666,6.0,5.5,10.25,11.833333333333334,10.625,13.0,5.5,13.0,8.5,8.0,11.9,5.833333333333333,12.0,12.333333333333334,10.25,11.166666666666666,6.75,7.25
