Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Jan Oblak,64016316.0,18.0,9.25,6.5,14.33,16.0,4.0,16.5,16.0
Marc Jurado,2000032704.0,2.0,14.0,17.0,12.0,1.75,1.5,2.25,3.0
Nehuén Pérez,14181374.0,2.5,15.0,15.5,15.33,2.5,1.0,2.0,2.5
Malang Sarr,48036830.0,1.0,15.5,15.5,14.5,2.5,1.0,2.5,2.5
Gonzalo Sánchez,2000416515.0,3.0,16.0,18.0,14.17,2.0,3.0,1.5,3.0
Simone Panada,43425634.0,2.0,15.0,13.5,13.5,3.0,3.0,1.5,1.5
0,62127037.0,2.5,14.5,11.5,15.17,2.5,2.0,1.5,3.0
Nikola Stanković,2000211075.0,1.5,14.88,17.75,12.58,2.5,2.0,4.0,2.75
Manoel Azambuja,2000410625.0,2.25,15.38,16.0,14.42,2.5,1.5,2.25,2.75
João Félix,83169822.0,2.0,13.25,12.5,14.33,2.5,3.0,2.0,2.0
Oğuz Civelek,2000232509.0,3.0,16.0,16.5,12.83,2.0,2.5,3.5,1.75
Pierre Dwomoh,2000006277.0,1.0,13.25,14.5,13.33,2.0,3.0,2.0,2.0
Matteo Godfroid,18114989.0,13.5,11.75,12.0,10.67,12.0,6.0,15.0,13.0
Juan Manuel,2000510085.0,2.5,15.75,14.0,13.83,2.5,4.0,1.5,2.5
Thomas Lemar,85093001.0,3.0,12.0,14.0,12.67,2.0,3.0,2.0,2.0
Lorenzo Granelli,2000437491.0,1.5,16.75,15.5,13.5,2.0,3.0,2.5,1.0
José Giménez,78060464.0,1.5,11.0,10.0,15.83,2.5,1.0,3.25,2.75
Marcos Llorente,67196198.0,2.5,12.0,11.5,14.33,2.0,1.0,2.5,1.5
Dimo Krastev,22081455.0,2.75,14.62,13.25,11.75,3.0,3.0,2.5,3.5
Frank Onyeka,27129125.0,1.75,14.62,17.25,14.25,3.0,1.5,1.75,3.0
Lamine Silva,2000438826.0,3.0,16.25,12.5,14.58,1.75,2.5,1.75,3.0
0,2000495264.0,2.0,15.5,16.5,10.33,1.5,2.0,2.0,2.5
Alexander Villarreal,2000499325.0,4.0,14.5,15.5,11.17,2.75,2.5,2.0,2.0
