Player,UID,CD,BPD,NNCB,Lib
Jan Oblak,64016316.0,10.0,10.3,9.6,9.9
Marc Jurado,2000032704.0,11.6,12.7,11.8,13.1
Nehuén Pérez,14181374.0,15.2,14.6,15.5,14.0
Malang Sarr,48036830.0,14.1,14.1,14.0,13.8
Gonzalo Sánchez,2000416515.0,12.7,12.8,11.8,13.3
Simone Panada,43425634.0,12.3,13.0,12.1,13.7
0,62127037.0,14.1,13.9,13.9,14.1
Nikola Stanković,2000211075.0,10.05,11.05,9.75,11.75
Manoel Azambuja,2000410625.0,12.45,13.25,11.95,15.15
João Félix,83169822.0,10.0,10.8,10.2,13.2
Oğuz Civelek,2000232509.0,10.75,11.4,10.55,11.85
Pierre Dwomoh,2000006277.0,11.4,12.1,11.3,12.7
Matteo Godfroid,18114989.0,10.05,10.5,9.65,8.7
Juan Manuel,2000510085.0,11.7,12.3,11.6,13.9
Thomas Lemar,85093001.0,9.0,9.9,8.6,12.5
Lorenzo Granelli,2000437491.0,11.3,12.2,11.5,12.5
José Giménez,78060464.0,14.9,14.2,14.8,13.8
Marcos Llorente,67196198.0,13.0,13.0,12.8,13.3
Dimo Krastev,22081455.0,13.35,14.05,13.5,12.65
Frank Onyeka,27129125.0,13.4,13.25,13.5,13.35
Lamine Silva,2000438826.0,14.95,14.1,14.85,13.05
0,2000495264.0,9.2,9.7,9.1,9.3
Alexander Villarreal,2000499325.0,9.15,9.5,8.85,10.65
