Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Jan Oblak,64016316.0,13.0,11.33,3.0,16.5,12.0,15.0,10.0,14.5,16.5,7.25,16.5,12.25,13.2,11.67,8.25,14.0,1.0,14.0,10.5,5.17,2.0
Marc Jurado,2000032704.0,10.0,12.0,9.0,13.0,14.5,13.67,13.33,12.5,13.0,14.0,13.5,11.25,12.4,12.67,16.0,13.33,12.0,14.5,13.5,10.0,12.0
Nehuén Pérez,14181374.0,14.0,15.0,13.0,15.5,11.0,11.33,10.33,13.5,15.5,10.5,16.0,15.25,12.4,15.67,15.75,14.67,9.0,12.0,14.0,8.33,16.0
Malang Sarr,48036830.0,13.0,13.0,14.0,14.5,14.0,13.0,13.33,13.5,14.5,12.5,15.5,14.25,13.0,14.33,15.75,13.33,12.0,14.0,15.5,10.0,14.0
Gonzalo Sánchez,2000416515.0,7.0,14.67,12.0,14.0,14.5,12.67,10.33,16.5,14.0,11.5,14.5,12.5,13.6,13.33,17.25,15.67,13.0,12.0,13.5,9.67,12.0
Simone Panada,43425634.0,11.0,15.0,10.0,13.5,13.5,15.0,12.67,13.5,13.5,13.0,13.0,12.25,14.8,13.0,14.75,14.33,12.0,14.0,14.5,10.67,12.0
0,62127037.0,16.0,16.0,16.0,12.5,16.0,15.67,14.0,14.5,12.5,14.5,12.0,15.5,15.8,11.33,13.25,15.0,17.0,16.0,15.5,15.0,12.0
Nikola Stanković,2000211075.0,13.5,12.5,9.5,11.25,14.5,12.67,14.83,12.25,11.25,15.0,12.75,11.75,12.5,9.67,17.25,12.5,13.0,16.0,14.25,11.17,9.0
Manoel Azambuja,2000410625.0,10.0,15.5,12.0,14.0,17.0,18.17,15.67,16.0,14.0,18.0,15.0,11.75,16.9,12.67,16.38,16.17,19.0,16.5,14.5,15.67,12.0
João Félix,83169822.0,7.0,14.67,11.0,11.5,17.0,17.33,15.67,14.0,11.5,17.5,15.5,13.25,16.0,9.33,13.75,14.67,19.0,17.0,12.5,15.33,6.0
Oğuz Civelek,2000232509.0,14.0,12.5,13.0,14.5,17.0,13.33,14.0,12.75,14.5,14.75,13.25,13.12,13.0,11.33,16.62,12.67,15.5,15.0,16.5,14.0,5.0
Pierre Dwomoh,2000006277.0,16.0,13.0,11.0,12.0,16.0,15.0,15.0,13.0,12.0,16.0,14.0,12.75,14.0,11.0,14.5,13.33,15.0,16.0,11.5,12.67,7.0
Matteo Godfroid,18114989.0,17.0,10.67,9.0,12.75,9.5,8.0,7.83,10.25,12.75,5.25,13.25,8.5,8.8,9.17,12.25,10.83,3.0,10.75,11.75,3.83,2.0
Juan Manuel,2000510085.0,6.0,13.0,9.0,12.0,18.0,14.0,14.0,15.0,12.0,14.5,14.0,12.75,13.4,12.0,16.0,14.67,13.0,15.0,15.0,11.33,12.0
Thomas Lemar,85093001.0,6.0,13.67,6.0,12.0,17.0,14.0,16.67,13.0,12.0,16.0,13.5,12.25,14.0,10.33,14.0,13.0,13.0,17.0,10.0,14.0,6.0
Lorenzo Granelli,2000437491.0,11.0,13.33,13.0,13.5,16.0,16.0,13.0,13.5,13.5,16.0,14.0,12.25,14.2,11.33,16.25,14.67,15.0,14.5,16.5,15.0,5.0
José Giménez,78060464.0,12.0,14.33,15.0,16.0,12.5,13.33,12.0,15.5,16.0,10.5,16.0,15.5,13.4,15.67,10.75,15.67,10.0,12.5,11.5,8.5,16.0
Marcos Llorente,67196198.0,10.0,14.33,11.0,14.5,13.0,13.33,12.67,15.0,14.5,11.5,14.5,14.5,13.8,13.67,11.25,14.67,11.0,14.0,13.0,11.0,15.0
Dimo Krastev,22081455.0,18.0,13.5,14.0,14.25,11.25,13.67,10.33,12.25,14.25,11.0,13.25,11.5,13.4,13.83,13.5,13.0,10.5,11.75,15.0,10.17,14.0
Frank Onyeka,27129125.0,13.0,13.33,11.0,14.75,12.5,12.33,11.33,13.5,14.75,11.0,14.5,16.38,12.8,13.83,16.0,13.33,14.0,13.0,13.75,9.83,15.0
Lamine Silva,2000438826.0,16.0,15.0,9.5,13.5,10.25,12.33,9.67,14.5,13.5,11.0,12.0,14.75,12.9,13.33,15.12,15.5,8.5,12.75,15.5,10.0,15.0
0,2000495264.0,15.0,10.0,11.0,8.5,14.0,11.0,13.33,10.5,8.5,14.0,9.0,11.75,10.6,6.67,17.25,10.33,10.0,13.0,15.0,12.67,5.0
Alexander Villarreal,2000499325.0,8.0,12.17,6.0,8.0,14.0,13.0,13.33,14.0,8.0,13.75,8.5,11.75,13.0,8.17,15.75,12.83,13.5,15.0,14.25,10.5,5.0
