Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Jan Oblak,64016316.0,14.0,11.4,11.0,11.9,12.7,10.8,10.25,12.4
Marc Jurado,2000032704.0,13.2,13.1,12.6,13.6,13.3,13.2,13.7,13.6
Nehuén Pérez,14181374.0,14.1,12.8,15.4,13.2,13.7,12.7,13.0,14.5
Malang Sarr,48036830.0,14.0,13.6,14.1,13.7,13.8,13.7,13.7,14.1
Gonzalo Sánchez,2000416515.0,13.8,13.1,14.1,15.1,15.0,13.5,13.9,15.3
Simone Panada,43425634.0,14.0,13.7,12.9,13.9,14.3,13.9,14.5,13.9
Sergej Milinković-Savić,62127037.0,14.5,14.3,14.0,14.8,14.7,14.7,15.3,13.8
Nikola Stanković,2000211075.0,13.05,12.85,10.35,12.8,12.9,14.55,14.85,11.85
Manoel Azambuja,2000410625.0,15.95,16.25,13.15,16.05,15.85,16.7,17.2,15.05
João Félix,83169822.0,14.9,15.0,11.4,14.2,13.9,16.3,16.4,12.5
Oğuz Civelek,2000232509.0,13.6,13.4,11.45,14.1,13.85,14.55,14.75,12.25
Pierre Dwomoh,2000006277.0,13.8,13.9,11.3,13.6,13.5,15.3,15.1,12.4
Matteo Godfroid,18114989.0,11.0,9.55,9.75,9.95,10.65,9.8,9.65,10.4
Juan Manuel,2000510085.0,14.5,14.3,13.4,14.8,14.6,14.2,14.7,14.5
Thomas Lemar,85093001.0,14.2,14.1,10.7,13.8,14.0,15.1,14.6,12.5
Lorenzo Granelli,2000437491.0,13.9,13.9,12.4,14.5,14.2,14.8,15.7,13.2
José Giménez,78060464.0,14.3,13.3,14.8,13.7,13.8,12.7,12.2,14.7
Marcos Llorente,67196198.0,14.1,13.1,13.8,13.7,14.0,13.1,12.7,14.1
Dimo Krastev,22081455.0,12.55,11.95,12.9,12.6,12.95,12.45,12.8,13.1
Frank Onyeka,27129125.0,13.35,12.65,14.8,14.15,13.95,12.8,12.95,14.45
Lamine Silva,2000438826.0,13.35,11.75,15.85,13.85,14.0,11.5,13.0,14.85
Lee Sang-Hoon,2000495264.0,10.7,10.9,10.2,11.7,11.6,11.9,12.7,10.6
Alexander Villarreal,2000499325.0,11.7,11.6,10.8,12.95,12.7,12.8,13.75,11.45
