Player,UID,FB,WB,IWB,CWB,NNFB
Jan Oblak,64016316.0,9.4,5.85,10.6,7.58,10.0
Marc Jurado,2000032704.0,13.9,13.5,13.2,13.77,12.6
Nehuén Pérez,14181374.0,15.5,13.3,14.8,12.92,15.6
Malang Sarr,48036830.0,14.4,13.7,14.1,13.77,14.2
Gonzalo Sánchez,2000416515.0,15.7,14.1,14.4,14.0,13.5
Simone Panada,43425634.0,13.5,12.8,14.0,13.08,12.8
Sergej Milinković-Savić,62127037.0,12.5,12.2,13.4,13.08,13.3
Nikola Stanković,2000211075.0,11.55,12.3,11.45,13.0,9.95
Manoel Azambuja,2000410625.0,14.25,14.9,14.55,15.23,12.85
João Félix,83169822.0,10.7,11.4,11.8,12.62,10.7
Oğuz Civelek,2000232509.0,11.7,12.35,11.5,13.12,10.75
Pierre Dwomoh,2000006277.0,11.5,12.2,12.1,13.08,11.1
Matteo Godfroid,18114989.0,9.4,6.7,9.55,7.69,8.95
Juan Manuel,2000510085.0,14.1,13.1,13.8,13.69,13.2
Thomas Lemar,85093001.0,11.5,12.0,12.1,13.08,10.1
Lorenzo Granelli,2000437491.0,12.3,12.5,12.4,13.15,12.0
José Giménez,78060464.0,14.1,12.3,14.2,12.38,14.7
Marcos Llorente,67196198.0,13.3,12.2,13.7,12.54,13.5
Dimo Krastev,22081455.0,13.1,12.4,13.35,12.35,13.0
Frank Onyeka,27129125.0,15.2,14.2,14.15,13.92,14.5
Lamine Silva,2000438826.0,15.0,12.45,14.25,12.31,15.4
Lee Sang-Hoon,2000495264.0,10.8,11.5,9.7,11.85,9.4
Alexander Villarreal,2000499325.0,11.1,11.5,10.6,12.23,10.15
