Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
13.0,11.333333333333334,3.0,16.5,12.0,15.0,11.75,14.5,16.5,7.25,16.5,12.25,13.2,11.666666666666666,8.25,14.0,9.0,15.0,10.5,9.5
10.0,12.0,9.0,13.0,14.5,13.666666666666666,13.25,12.5,13.0,14.0,13.5,11.25,12.4,12.666666666666666,16.0,13.333333333333334,12.5,14.0,13.5,12.5
14.0,15.0,13.0,15.5,11.0,11.333333333333334,11.5,13.5,15.5,10.5,16.0,15.25,12.4,15.666666666666666,15.75,14.666666666666666,12.0,13.0,14.0,15.5
13.0,13.0,14.0,14.5,14.0,13.0,13.75,13.5,14.5,12.5,15.5,14.25,13.0,14.333333333333334,15.75,13.333333333333334,13.5,14.333333333333334,15.5,14.5
7.0,14.666666666666666,12.0,14.0,14.5,12.666666666666666,11.25,16.5,14.0,11.5,14.5,12.5,13.6,13.333333333333334,17.25,15.666666666666666,13.5,12.666666666666666,13.5,13.0
11.0,15.0,10.0,13.5,13.5,15.0,12.75,13.5,13.5,13.0,13.0,12.25,14.8,13.0,14.75,14.333333333333334,12.5,13.666666666666666,14.5,12.5
16.0,16.0,16.0,12.5,16.0,15.666666666666666,13.75,14.5,12.5,14.5,12.0,15.5,15.8,11.333333333333334,13.25,15.0,15.0,15.0,15.5,12.5
13.5,12.5,9.5,11.25,14.5,12.666666666666666,15.125,12.25,11.25,15.0,12.75,11.75,12.5,9.666666666666666,17.25,12.5,14.5,16.0,14.25,12.5
10.0,15.5,12.0,14.0,17.0,18.166666666666668,15.5,16.0,14.0,18.0,15.0,11.75,16.9,12.666666666666666,16.375,16.166666666666668,17.0,16.0,14.5,13.5
7.0,14.666666666666666,11.0,11.5,17.0,17.333333333333332,16.0,14.0,11.5,17.5,15.5,13.25,16.0,9.333333333333334,13.75,14.666666666666666,18.0,17.0,12.5,11.5
14.0,12.5,13.0,14.5,17.0,13.333333333333334,14.875,12.75,14.5,14.75,13.25,13.125,13.0,11.333333333333334,16.625,12.666666666666666,16.5,15.833333333333334,16.5,11.25
16.0,13.0,11.0,12.0,16.0,15.0,15.25,13.0,12.0,16.0,14.0,12.75,14.0,11.0,14.5,13.333333333333334,15.5,16.0,11.5,11.5
17.0,10.666666666666666,9.0,12.75,9.5,8.0,9.25,10.25,12.75,5.25,13.25,8.5,8.8,9.166666666666666,12.25,10.833333333333334,8.25,11.666666666666666,11.75,7.75
6.0,13.0,9.0,12.0,18.0,14.0,13.25,15.0,12.0,14.5,14.0,12.75,13.4,12.0,16.0,14.666666666666666,12.0,13.666666666666666,15.0,11.5
6.0,13.666666666666666,6.0,12.0,17.0,14.0,16.25,13.0,12.0,16.0,13.5,12.25,14.0,10.333333333333334,14.0,13.0,14.0,16.333333333333332,10.0,10.5
11.0,13.333333333333334,13.0,13.5,16.0,16.0,13.75,13.5,13.5,16.0,14.0,12.25,14.2,11.333333333333334,16.25,14.666666666666666,15.5,15.0,16.5,10.5
12.0,14.333333333333334,15.0,16.0,12.5,13.333333333333334,13.0,15.5,16.0,10.5,16.0,15.5,13.4,15.666666666666666,10.75,15.666666666666666,13.0,13.666666666666666,11.5,16.0
10.0,14.333333333333334,11.0,14.5,13.0,13.333333333333334,13.5,15.0,14.5,11.5,14.5,14.5,13.8,13.666666666666666,11.25,14.666666666666666,13.5,14.666666666666666,13.0,15.5
18.0,13.5,14.0,14.25,11.25,13.666666666666666,11.625,12.25,14.25,11.0,13.25,11.5,13.4,13.833333333333334,13.5,13.0,13.0,13.0,15.0,14.75
13.0,13.333333333333334,11.0,14.75,12.5,12.333333333333334,12.25,13.5,14.75,11.0,14.5,16.375,12.8,13.833333333333334,16.0,13.333333333333334,14.5,13.666666666666666,13.75,15.0
16.0,15.0,9.5,13.5,10.25,12.333333333333334,9.75,14.5,13.5,11.0,12.0,14.75,12.9,13.333333333333334,15.125,15.5,9.25,11.833333333333334,15.5,12.5
15.0,10.0,11.0,8.5,14.0,11.0,12.25,10.5,8.5,14.0,9.0,11.75,10.6,6.666666666666667,17.25,10.333333333333334,9.5,11.666666666666666,15.0,7.0
8.0,12.166666666666666,6.0,8.0,14.0,13.0,12.375,14.0,8.0,13.75,8.5,11.75,13.0,8.166666666666666,15.75,12.833333333333334,11.5,13.166666666666666,14.25,7.25
