Player,UID,WM,W,DW,IW,IF,WG
Jan Oblak,64016316.0,8.45,7.65,9.9,10.25,9.5,7.71
Marc Jurado,2000032704.0,13.1,13.8,13.1,13.4,13.3,13.08
Nehuén Pérez,14181374.0,12.1,11.8,14.4,12.6,11.8,12.08
Malang Sarr,48036830.0,13.3,13.6,13.9,13.4,12.9,13.58
Gonzalo Sánchez,2000416515.0,14.1,14.4,14.0,14.2,13.7,13.58
Simone Panada,43425634.0,13.1,13.4,13.3,14.1,13.2,12.92
Sergej Milinković-Savić,62127037.0,13.9,13.9,12.8,14.9,14.8,14.25
Nikola Stanković,2000211075.0,13.0,13.9,10.95,14.0,13.25,13.5
Manoel Azambuja,2000410625.0,15.7,16.2,13.95,16.95,16.85,15.33
João Félix,83169822.0,13.8,14.3,11.1,15.7,15.6,13.42
Oğuz Civelek,2000232509.0,12.95,14.7,10.9,14.3,14.7,14.5
Pierre Dwomoh,2000006277.0,13.4,13.6,11.5,14.7,14.3,13.58
Matteo Godfroid,18114989.0,7.5,7.35,8.6,9.05,8.2,8.29
Juan Manuel,2000510085.0,13.6,13.8,13.6,14.2,13.7,12.75
Thomas Lemar,85093001.0,13.4,13.9,11.9,14.5,14.2,12.58
Lorenzo Granelli,2000437491.0,13.4,14.6,11.6,15.2,15.6,14.17
José Giménez,78060464.0,12.9,11.4,14.5,12.5,12.1,11.75
Marcos Llorente,67196198.0,13.2,12.0,13.5,13.3,12.9,11.75
Dimo Krastev,22081455.0,12.3,12.4,12.6,12.75,12.25,13.0
Frank Onyeka,27129125.0,13.5,14.2,13.95,13.4,13.15,13.83
Lamine Silva,2000438826.0,12.35,12.2,14.35,12.55,12.35,12.29
Lee Sang-Hoon,2000495264.0,11.6,14.1,10.0,12.0,12.1,13.92
Alexander Villarreal,2000499325.0,12.7,14.1,10.6,13.25,12.9,12.92
