Player,UID,DM,AM,BWM,HB,SV,RGA
Jan Oblak,64016316.0,10.8,10.3,10.3,11.0,11.4,12.7
Marc Jurado,2000032704.0,13.0,12.9,12.9,12.6,13.6,13.3
Nehuén Pérez,14181374.0,15.0,15.1,15.1,15.4,14.9,12.5
Malang Sarr,48036830.0,14.2,14.1,14.1,14.1,14.3,13.6
Gonzalo Sánchez,2000416515.0,14.9,15.2,15.2,14.1,14.6,13.3
Simone Panada,43425634.0,13.5,13.4,13.4,12.9,13.7,14.2
0,62127037.0,13.0,13.3,13.3,14.0,13.1,15.1
Nikola Stanković,2000211075.0,10.6,10.25,10.25,10.35,11.65,12.7
Manoel Azambuja,2000410625.0,14.25,13.65,13.65,13.15,14.35,16.75
João Félix,83169822.0,10.9,10.5,10.5,11.4,11.9,15.7
Oğuz Civelek,2000232509.0,11.15,11.0,11.0,11.45,11.95,13.6
Pierre Dwomoh,2000006277.0,11.3,10.9,10.9,11.3,12.3,14.2
Matteo Godfroid,18114989.0,9.3,9.25,9.25,9.75,9.9,9.5
Juan Manuel,2000510085.0,14.1,13.9,13.9,13.4,13.8,14.3
Thomas Lemar,85093001.0,10.8,10.8,10.8,10.7,12.1,14.1
Lorenzo Granelli,2000437491.0,12.3,11.8,11.8,12.4,12.8,14.4
José Giménez,78060464.0,14.6,14.7,14.7,14.8,14.7,13.1
Marcos Llorente,67196198.0,13.9,13.9,13.9,13.8,13.9,13.2
Dimo Krastev,22081455.0,13.3,13.25,13.25,12.9,13.5,12.6
Frank Onyeka,27129125.0,14.25,14.55,14.55,14.8,14.45,13.05
Lamine Silva,2000438826.0,15.05,15.65,15.65,15.85,14.25,12.2
0,2000495264.0,9.7,9.8,9.8,10.2,9.7,10.8
Alexander Villarreal,2000499325.0,10.6,10.8,10.8,10.8,10.45,12.15
