Match,Player,UID
#GK,Jan Oblak,64016316
#GK,Matteo Godfroid,18114989
#DR,Marc Jurado,2000032704
#DR,José Giménez,78060464
#DC,Marc Jurado,2000032704
#DC,Nehuén Pérez,14181374
#DC,Malang Sarr,48036830
#DC,Gonzalo Sánchez,2000416515
#DC,José Giménez,78060464
#DC,Dimo Krastev,22081455
#DL,Malang Sarr,48036830
#DL,Gonzalo Sánchez,2000416515
#DL,Juan Manuel,2000510085
#DL,Thomas Lemar,85093001
#WBR,Marc Jurado,2000032704
#DM,Simone Panada,43425634
#DM,Sergej Milinković-Savić,62127037
#DM,José Giménez,78060464
#DM,Marcos Llorente,67196198
#DM,Dimo Krastev,22081455
#DM,Frank Onyeka,27129125
#DM,Lamine Silva,2000438826
#WBL,Juan Manuel,2000510085
#MR,Nikola Stanković,2000211075
#MR,Thomas Lemar,85093001
#MR,Lee Sang-Hoon,2000495264
#MR,Alexander Villarreal,2000499325
#MC,Simone Panada,43425634
#MC,Sergej Milinković-Savić,62127037
#MC,Nikola Stanković,2000211075
#MC,Manoel Azambuja,2000410625
#MC,Pierre Dwomoh,2000006277
#MC,Thomas Lemar,85093001
#MC,Marcos Llorente,67196198
#MC,Dimo Krastev,22081455
#MC,Frank Onyeka,27129125
#MC,Lamine Silva,2000438826
#ML,Juan Manuel,2000510085
#ML,Thomas Lemar,85093001
#AMR,Marc Jurado,2000032704
#AMR,Nikola Stanković,2000211075
#AMR,Manoel Azambuja,2000410625
#AMR,João Félix,83169822
#AMR,Pierre Dwomoh,2000006277
#AMR,Thomas Lemar,85093001
#AMR,Lee Sang-Hoon,2000495264
#AMR,Alexander Villarreal,2000499325
#AMC,Sergej Milinković-Savić,62127037
#AMC,Manoel Azambuja,2000410625
#AMC,João Félix,83169822
#AMC,Pierre Dwomoh,2000006277
#AMC,Thomas Lemar,85093001
#AMC,Marcos Llorente,67196198
#AMC,Alexander Villarreal,2000499325
#AML,Gonzalo Sánchez,2000416515
#AML,Manoel Azambuja,2000410625
#AML,João Félix,83169822
#AML,Thomas Lemar,85093001
#STC,João Félix,83169822
#STC,Oğuz Civelek,2000232509
#STC,Pierre Dwomoh,2000006277
#STC,Lorenzo Granelli,2000437491
