Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Jan Oblak,64016316.0,10.25,10.25,10.25,10.25,7.65,7.65,9.5,9.5,7.71,7.71
Marc Jurado,2000032704.0,13.4,13.4,13.4,13.4,13.8,13.8,13.3,13.3,13.08,13.08
Nehuén Pérez,14181374.0,12.6,12.6,12.6,12.6,11.8,11.8,11.8,11.8,12.08,12.08
Malang Sarr,48036830.0,13.4,13.4,13.4,13.4,13.6,13.6,12.9,12.9,13.58,13.58
Gonzalo Sánchez,2000416515.0,14.2,14.2,14.2,14.2,14.4,14.4,13.7,13.7,13.58,13.58
Simone Panada,43425634.0,14.1,14.1,14.1,14.1,13.4,13.4,13.2,13.2,12.92,12.92
Sergej Milinković-Savić,62127037.0,14.9,14.9,14.9,14.9,13.9,13.9,14.8,14.8,14.25,14.25
Nikola Stanković,2000211075.0,14.0,14.0,14.0,14.0,13.9,13.9,13.25,13.25,13.5,13.5
Manoel Azambuja,2000410625.0,16.95,16.95,16.95,16.95,16.2,16.2,16.85,16.85,15.33,15.33
João Félix,83169822.0,15.7,15.7,15.7,15.7,14.3,14.3,15.6,15.6,13.42,13.42
Oğuz Civelek,2000232509.0,14.3,14.3,14.3,14.3,14.7,14.7,14.7,14.7,14.5,14.5
Pierre Dwomoh,2000006277.0,14.7,14.7,14.7,14.7,13.6,13.6,14.3,14.3,13.58,13.58
Matteo Godfroid,18114989.0,9.05,9.05,9.05,9.05,7.35,7.35,8.2,8.2,8.29,8.29
Juan Manuel,2000510085.0,14.2,14.2,14.2,14.2,13.8,13.8,13.7,13.7,12.75,12.75
Thomas Lemar,85093001.0,14.5,14.5,14.5,14.5,13.9,13.9,14.2,14.2,12.58,12.58
Lorenzo Granelli,2000437491.0,15.2,15.2,15.2,15.2,14.6,14.6,15.6,15.6,14.17,14.17
José Giménez,78060464.0,12.5,12.5,12.5,12.5,11.4,11.4,12.1,12.1,11.75,11.75
Marcos Llorente,67196198.0,13.3,13.3,13.3,13.3,12.0,12.0,12.9,12.9,11.75,11.75
Dimo Krastev,22081455.0,12.75,12.75,12.75,12.75,12.4,12.4,12.25,12.25,13.0,13.0
Frank Onyeka,27129125.0,13.4,13.4,13.4,13.4,14.2,14.2,13.15,13.15,13.83,13.83
Lamine Silva,2000438826.0,12.55,12.55,12.55,12.55,12.2,12.2,12.35,12.35,12.29,12.29
Lee Sang-Hoon,2000495264.0,12.0,12.0,12.0,12.0,14.1,14.1,12.1,12.1,13.92,13.92
Alexander Villarreal,2000499325.0,13.25,13.25,13.25,13.25,14.1,14.1,12.9,12.9,12.92,12.92
