Player,UID,CD,BPD,NNCB,Lib
Javi Izquierdo,67288498.0,10.15,10.3,10.3,9.05
Ryan Johansson,90086790.0,11.6,11.9,11.6,12.25
Rasmus Lauritsen,27069979.0,14.35,13.55,14.2,12.2
Gabriel Torres,2000438016.0,14.4,12.8,14.5,11.1
Braian Cufré,14131295.0,11.2,11.1,11.05,12.65
Àlex Collado,67246435.0,8.5,8.9,8.05,11.35
John McGinn,61043070.0,11.6,11.75,11.7,13.65
Che Nunnely,37055838.0,8.25,8.6,8.45,9.7
Amarildo Gojani,2000505067.0,8.3,9.9,8.1,11.7
Freddy Vargas,86061304.0,9.8,10.2,9.95,11.4
Ángel Cabello,2000438822.0,10.8,11.2,9.85,11.8
Aarón Escandell,67192427.0,9.25,8.35,9.35,7.15
Víctor Gómez,67257950.0,10.6,10.2,10.35,11.85
Olaus Skarsem,89051875.0,7.05,7.8,6.7,10.6
Javier Pascua,2000573866.0,7.15,8.3,6.8,9.5
Gianluca Bellucci,2000508898.0,10.0,10.5,9.8,11.6
Rodrigo Zalazar,67271371.0,10.7,10.85,11.1,11.55
Ifeanyi Mathew,53141633.0,10.75,11.3,10.35,12.65
Patric,67100019.0,14.2,13.4,14.35,14.05
Óscar Clemente,67259874.0,10.55,11.2,10.15,12.5
Sergi Rosanas,67265793.0,11.15,11.2,11.45,11.65
Nils Mortimer,67265795.0,8.55,9.3,8.6,9.9
Fran López,67279609.0,9.4,10.3,9.3,11.0
Álvaro Santamaría,67298126.0,10.4,10.3,10.1,9.55
Miguel,2000192899.0,9.15,8.75,8.2,10.45
Dominik Kruzliak,63026929.0,13.7,12.1,13.4,11.0
Sebastián Cabrera,75036622.0,12.0,12.0,11.9,12.3
