Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Javi Izquierdo,67288498.0,7.33,11.88,9.25,8.5,5.17,6.0,9.5,12.25
Ryan Johansson,90086790.0,12.0,12.62,12.0,12.0,10.5,11.83,9.5,12.17
Rasmus Lauritsen,27069979.0,13.33,12.88,12.25,9.33,9.67,7.67,15.0,14.75
Gabriel Torres,2000438016.0,15.0,13.25,12.0,8.0,8.0,8.33,13.5,13.33
Braian Cufré,14131295.0,11.0,11.88,13.5,13.33,10.5,12.17,7.0,13.5
Àlex Collado,67246435.0,6.17,11.88,13.0,15.0,12.5,14.67,7.0,12.17
John McGinn,61043070.0,12.33,12.5,11.5,14.67,12.83,14.17,7.75,13.17
Che Nunnely,37055838.0,4.83,12.5,16.5,11.33,11.33,13.67,7.5,11.17
Amarildo Gojani,2000505067.0,6.0,14.25,13.5,14.33,13.33,15.67,9.0,11.33
Freddy Vargas,86061304.0,7.5,13.25,13.0,13.17,11.33,13.67,9.0,12.58
Ángel Cabello,2000438822.0,7.67,14.62,13.0,13.33,14.33,15.0,12.5,12.17
Aarón Escandell,67192427.0,6.33,9.75,7.5,7.0,5.33,3.17,8.5,11.5
Víctor Gómez,67257950.0,12.0,12.12,14.5,11.33,10.17,10.17,6.0,11.0
Olaus Skarsem,89051875.0,6.33,9.5,13.0,14.17,13.0,13.67,4.0,10.92
Javier Pascua,2000573866.0,4.67,12.75,14.5,12.0,13.0,12.67,7.0,10.58
Gianluca Bellucci,2000508898.0,10.0,13.0,12.5,10.67,11.0,14.33,8.5,11.67
Rodrigo Zalazar,67271371.0,10.0,12.25,11.5,12.0,11.17,12.17,9.25,11.17
Ifeanyi Mathew,53141633.0,10.17,12.5,11.0,14.33,12.33,13.83,9.0,12.83
Patric,67100019.0,14.0,8.88,6.75,13.17,10.33,11.83,11.5,15.5
Óscar Clemente,67259874.0,10.5,11.12,13.5,13.67,13.17,13.33,8.5,13.0
Sergi Rosanas,67265793.0,12.0,12.38,14.5,11.17,9.5,11.67,7.5,12.58
Nils Mortimer,67265795.0,4.33,12.5,14.5,12.83,14.0,14.0,10.5,11.08
Fran López,67279609.0,8.0,11.62,13.0,11.5,12.67,15.83,10.0,11.92
Álvaro Santamaría,67298126.0,6.83,13.5,13.5,9.0,11.17,14.5,14.0,11.33
Miguel,2000192899.0,5.33,14.38,15.75,14.67,10.67,13.67,8.5,11.67
Dominik Kruzliak,63026929.0,14.0,9.62,7.5,6.17,9.33,6.83,13.0,14.25
Sebastián Cabrera,75036622.0,12.33,12.88,13.5,11.83,9.0,12.17,9.5,14.08
