Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Javi Izquierdo,67288498.0,17.0,12.0,2.0,14.0,8.0,9.33,7.0,11.25,14.0,4.0,12.0,11.0,10.0,9.83,11.75,12.17,2.0,9.0,12.25,3.17,3.5
Ryan Johansson,90086790.0,11.0,13.33,8.0,12.75,12.25,12.0,11.83,12.5,12.75,11.75,12.75,12.25,12.4,12.5,12.25,13.0,10.0,12.75,13.0,10.0,12.0
Rasmus Lauritsen,27069979.0,16.0,14.0,14.0,12.25,9.0,10.83,9.33,14.25,12.25,6.5,13.0,13.88,11.9,12.83,12.5,14.5,10.0,10.0,12.75,6.83,12.0
Gabriel Torres,2000438016.0,14.0,12.0,13.0,13.0,8.5,10.67,6.0,12.0,13.0,7.0,11.5,14.0,11.0,13.33,13.0,12.33,8.0,6.0,14.5,6.67,15.0
Braian Cufré,14131295.0,7.0,13.67,7.0,12.0,12.5,12.67,12.17,13.5,12.0,12.25,13.0,13.38,13.2,11.67,12.62,13.33,13.5,13.5,10.5,10.33,10.0
Àlex Collado,67246435.0,6.0,12.33,8.0,8.5,15.0,13.5,14.0,12.75,8.5,15.5,12.5,9.75,13.5,7.83,13.38,11.83,14.0,15.0,9.75,13.33,7.5
John McGinn,61043070.0,9.5,13.83,6.0,12.0,15.0,13.17,14.67,13.5,12.0,14.75,12.0,14.5,13.7,11.83,12.0,13.17,13.5,16.0,13.25,14.5,13.0
Che Nunnely,37055838.0,6.0,10.5,9.0,8.25,14.0,12.17,12.33,11.0,8.25,13.5,11.0,11.38,11.3,7.17,15.75,11.17,12.0,12.5,11.75,11.67,5.0
Amarildo Gojani,2000505067.0,8.0,12.67,10.0,9.5,16.5,14.0,13.33,11.5,9.5,15.0,9.5,10.25,13.2,8.67,15.25,12.33,17.0,15.0,14.0,14.33,4.0
Freddy Vargas,86061304.0,9.0,12.67,9.0,11.0,14.0,13.17,13.83,13.5,11.0,14.0,12.25,12.88,13.1,9.17,13.75,13.0,13.0,14.0,13.0,12.0,7.0
Ángel Cabello,2000438822.0,13.0,14.17,12.0,13.25,15.5,12.67,12.67,14.75,13.25,14.5,13.0,10.12,13.7,11.83,14.62,13.83,15.0,14.0,14.75,13.33,3.5
Aarón Escandell,67192427.0,13.0,11.83,4.0,13.5,4.0,8.67,4.67,11.75,13.5,2.5,12.25,11.12,9.8,9.5,8.75,12.0,1.0,5.75,9.5,2.67,3.0
Víctor Gómez,67257950.0,6.0,12.33,6.0,11.5,10.0,12.0,11.5,13.0,11.5,11.25,12.0,9.62,12.2,11.67,13.62,12.67,14.5,11.5,11.0,8.67,12.0
Olaus Skarsem,89051875.0,2.0,11.83,6.0,11.75,13.75,12.0,11.17,10.25,11.75,13.5,13.25,10.12,12.2,9.83,12.88,10.33,12.5,13.0,7.0,10.33,6.0
Javier Pascua,2000573866.0,7.0,10.67,7.0,10.0,14.5,11.5,11.67,12.5,10.0,11.0,8.25,9.88,11.3,7.5,14.75,11.67,12.0,13.75,13.5,12.67,3.5
Gianluca Bellucci,2000508898.0,11.0,11.0,6.0,11.0,15.0,11.33,14.0,11.0,11.0,15.0,9.0,11.75,10.8,10.33,12.75,11.67,13.0,15.0,12.5,12.67,10.0
Rodrigo Zalazar,67271371.0,10.5,11.17,8.0,11.5,13.5,11.5,13.0,11.5,11.5,12.25,12.5,12.5,11.5,11.83,11.25,11.17,10.5,13.5,10.75,13.5,6.0
Ifeanyi Mathew,53141633.0,7.0,13.83,11.0,13.25,15.0,12.83,13.33,14.5,13.25,13.25,13.5,12.12,13.7,11.5,12.0,13.5,11.5,15.0,11.75,12.5,10.0
Patric,67100019.0,10.0,16.5,13.0,13.25,13.0,14.0,10.83,13.75,13.25,10.5,13.25,16.75,14.6,13.5,8.25,15.33,14.5,12.0,10.75,5.33,15.0
Óscar Clemente,67259874.0,9.0,13.17,8.0,13.5,14.25,13.0,12.83,13.75,13.5,12.0,12.75,12.38,13.2,12.0,12.75,13.33,11.5,13.75,10.75,11.83,10.0
Sergi Rosanas,67265793.0,6.0,12.0,9.0,12.5,11.5,11.83,11.67,12.25,12.5,11.0,11.75,13.25,11.7,11.67,14.12,12.5,10.0,11.25,11.75,8.83,13.0
Nils Mortimer,67265795.0,10.0,10.5,11.0,10.75,12.75,13.67,10.83,9.25,10.75,14.5,12.75,9.88,11.8,8.17,14.62,10.67,14.5,12.0,12.0,11.67,4.0
Fran López,67279609.0,5.0,10.33,15.0,10.5,16.25,14.0,12.5,12.0,10.5,15.75,9.25,11.25,12.0,9.5,12.25,12.33,11.0,14.0,10.5,15.33,6.5
Álvaro Santamaría,67298126.0,13.0,10.5,15.0,10.5,15.0,11.0,9.17,11.75,10.5,14.0,10.25,12.12,10.8,9.33,14.0,11.33,11.5,10.75,15.0,10.5,5.0
Miguel,2000192899.0,9.5,13.83,7.5,9.0,14.5,13.33,12.33,14.75,9.0,14.0,9.5,10.25,14.1,7.83,15.75,13.5,14.0,15.0,12.75,9.5,5.0
Dominik Kruzliak,63026929.0,13.0,10.67,13.0,12.5,8.25,10.33,9.5,15.5,12.5,7.75,12.75,14.0,10.0,12.67,9.0,14.67,7.0,12.0,10.5,10.67,14.0
Sebastián Cabrera,75036622.0,9.0,12.0,10.0,11.5,13.75,13.0,13.83,13.5,11.5,11.75,11.25,14.75,12.4,11.67,13.25,13.33,9.0,14.0,12.5,10.67,12.0
