Player,UID,AF,CF,DLF,F9,P,PF,TM
Martín Alonso,2000681854.0,12.3,9.6,10.2,10.25,12.3,12.45,11.1
Pascual,2000632678.0,12.0,10.2,10.7,10.3,12.0,9.6,10.2
Iván,2000574699.0,4.4,8.0,5.3,4.7,4.4,8.4,6.4
Mati,2000556504.0,10.25,8.0,8.95,8.65,10.25,10.35,8.9
Ale Sánchez,2000512877.0,10.3,8.4,8.6,9.1,10.3,10.3,8.3
Christian Díaz,2000510073.0,9.0,8.1,8.7,7.6,9.0,10.9,9.0
Jesus,2000443702.0,7.8,9.25,8.95,9.05,7.8,8.55,6.95
Jaume Ramón,2000198629.0,5.15,3.25,4.95,3.75,5.15,4.2,5.2
Aitor Añibarro,2000035882.0,10.95,8.7,8.6,8.75,10.95,9.0,8.65
Josh Pérez,72046491.0,10.9,9.2,9.0,9.5,10.9,9.7,8.9
Jesús María Lope,2000680621.0,5.3,6.2,5.9,4.3,5.3,8.3,6.4
Ramón López,2000679928.0,7.1,7.5,6.6,7.4,7.1,8.2,5.2
Roger Colomina,2000015276.0,9.45,8.7,8.9,9.55,9.45,8.6,8.45
Jesús García,2000443709.0,4.3,6.15,7.1,5.1,4.3,7.65,5.75
Eugenio,2000196447.0,8.8,8.0,10.6,9.4,8.8,8.4,8.7
Javier Vidorreta,2000066246.0,11.6,10.1,9.2,8.8,11.6,10.6,10.5
Ángel Rueda,2000053923.0,7.45,5.2,6.8,4.75,7.45,8.3,7.0
Gustavo Abizanda,67293305.0,10.1,9.4,9.8,11.2,10.1,10.0,8.3
Óscar Coll,67277671.0,9.1,9.7,10.9,10.45,9.1,9.5,7.9
Iván Gil,67277668.0,10.1,9.6,10.8,10.3,10.1,9.7,7.5
Jeremy Socorro,67275291.0,9.2,7.4,9.0,8.0,9.2,9.0,7.15
Esteban Navarro,2000685451.0,4.4,7.4,4.6,4.4,4.4,7.4,6.1
Txomin Zubiri,2000439530.0,5.6,4.4,7.4,5.9,5.6,6.1,6.4
Juan Ramón Acosta,2000680229.0,10.5,8.3,9.25,9.95,10.5,9.25,8.25
