Player,UID,CD,BPD,NNCB,Lib
Martín Alonso,2000681854.0,8.85,8.25,8.9,7.6
Pascual,2000632678.0,4.6,5.5,4.6,6.4
Iván,2000574699.0,5.7,6.8,5.5,6.2
Mati,2000556504.0,9.45,9.7,10.35,8.45
Ale Sánchez,2000512877.0,4.95,5.65,5.55,6.45
Christian Díaz,2000510073.0,12.1,10.3,12.3,9.1
Jesus,2000443702.0,2.9,5.05,3.65,5.5
Jaume Ramón,2000198629.0,6.5,6.35,6.5,3.85
Aitor Añibarro,2000035882.0,3.9,4.35,3.8,5.05
Josh Pérez,72046491.0,5.5,5.8,5.3,6.7
Jesús María Lope,2000680621.0,10.4,10.8,10.9,8.7
Ramón López,2000679928.0,2.2,3.5,3.3,4.4
Roger Colomina,2000015276.0,3.5,4.25,3.0,5.75
Jesús García,2000443709.0,8.4,9.0,9.2,7.25
Eugenio,2000196447.0,9.5,9.9,9.7,9.8
Javier Vidorreta,2000066246.0,6.3,7.0,6.4,6.1
Ángel Rueda,2000053923.0,10.95,10.3,11.6,7.15
Gustavo Abizanda,67293305.0,5.1,6.1,5.6,8.0
Óscar Coll,67277671.0,2.85,4.65,3.55,6.8
Iván Gil,67277668.0,4.7,5.4,5.4,7.9
Jeremy Socorro,67275291.0,8.65,8.55,8.75,9.4
Esteban Navarro,2000685451.0,5.3,6.5,4.9,5.8
Txomin Zubiri,2000439530.0,7.0,6.2,6.5,5.0
Juan Ramón Acosta,2000680229.0,4.75,5.0,4.35,6.95
