Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Martín Alonso,2000681854.0,8.7,7.85,11.35,10.25,9.9,10.05,11.0,10.4
Pascual,2000632678.0,7.9,7.8,5.0,9.2,8.7,10.7,11.5,6.2
Iván,2000574699.0,6.5,5.9,7.2,7.6,8.8,4.7,4.2,7.4
Mati,2000556504.0,8.05,8.45,10.65,9.85,9.25,8.2,8.95,10.05
Ale Sánchez,2000512877.0,7.6,7.8,7.45,9.2,8.6,9.3,9.7,7.95
Christian Díaz,2000510073.0,9.6,8.3,13.0,9.8,10.6,7.7,8.9,11.0
Jesus,2000443702.0,7.65,7.7,4.85,9.6,9.2,8.7,8.4,6.9
Jaume Ramón,2000198629.0,5.15,4.9,5.5,4.8,4.8,4.3,4.7,5.75
Aitor Añibarro,2000035882.0,5.75,6.4,4.45,7.8,7.2,8.8,10.2,5.4
Josh Pérez,72046491.0,7.9,8.1,6.6,8.7,8.3,9.8,10.3,7.4
Jesús María Lope,2000680621.0,8.8,6.8,10.3,8.6,8.6,5.0,4.3,10.0
Ramón López,2000679928.0,5.6,5.9,4.4,7.5,7.1,6.4,7.0,5.1
Roger Colomina,2000015276.0,7.15,7.1,4.85,9.1,9.0,9.0,10.5,6.8
Jesús García,2000443709.0,9.3,7.2,9.3,9.2,9.2,5.9,5.1,9.55
Eugenio,2000196447.0,11.3,9.3,9.8,10.6,10.9,8.9,10.2,10.5
Javier Vidorreta,2000066246.0,6.7,7.4,6.7,8.5,7.8,9.2,9.7,7.2
Ángel Rueda,2000053923.0,7.2,5.75,10.5,7.2,7.2,5.05,5.6,9.2
Gustavo Abizanda,67293305.0,8.9,10.2,7.4,10.3,10.0,10.9,11.4,9.0
Óscar Coll,67277671.0,8.85,8.8,5.5,9.15,9.7,10.95,10.7,7.0
Iván Gil,67277668.0,10.1,9.1,7.3,9.5,10.0,11.0,10.9,8.3
Jeremy Socorro,67275291.0,9.4,8.5,9.6,9.1,9.1,8.8,9.4,10.0
Esteban Navarro,2000685451.0,5.6,5.4,6.4,7.4,8.1,4.4,3.8,7.2
Txomin Zubiri,2000439530.0,8.9,6.8,8.3,8.1,8.1,5.9,6.6,9.1
Juan Ramón Acosta,2000680229.0,8.05,8.55,6.25,9.75,8.65,10.0,10.85,7.8
