Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
8.5,12.0,9.5,6.25,9.0,11.333333333333334,10.0,12.0,6.25,10.75,9.0,14.375,11.4,4.166666666666667,14.375,12.333333333333334,10.75,10.833333333333334,12.0,12.0
11.0,6.333333333333333,14.0,6.5,14.0,8.0,10.0,9.0,6.5,13.0,6.5,7.5,8.6,4.333333333333333,13.75,6.0,14.5,12.0,10.0,6.5
10.0,7.0,7.0,6.0,9.0,1.1666666666666667,6.75,4.5,6.0,5.0,0.0,8.25,4.9,4.0,6.25,3.0,0.0,7.333333333333333,5.5,4.0
15.5,5.5,5.5,8.75,7.75,11.166666666666666,7.875,7.5,8.75,8.0,8.25,12.375,7.9,9.0,12.0,8.5,7.75,8.0,12.75,8.25
10.0,6.666666666666667,4.0,3.5,10.0,10.666666666666666,9.5,8.5,3.5,10.0,6.5,11.0,9.0,2.3333333333333335,12.5,8.0,9.0,10.0,7.5,5.25
15.0,13.333333333333334,8.0,8.5,5.0,10.0,4.0,12.5,8.5,5.0,10.0,14.75,11.4,9.666666666666666,11.75,12.666666666666666,5.5,5.333333333333333,11.5,6.5
14.5,2.1666666666666665,5.5,5.0,13.25,9.0,11.125,7.75,5.0,15.0,5.0,6.75,6.7,3.3333333333333335,4.5,5.166666666666667,10.25,12.666666666666666,4.5,5.0
18.5,2.1666666666666665,0.0,8.5,1.5,5.666666666666667,3.375,5.25,8.5,0.0,7.5,5.25,3.4,5.666666666666667,9.875,5.666666666666667,2.75,4.5,8.0,2.75
10.5,5.333333333333333,8.5,3.75,10.0,7.666666666666667,5.875,9.0,3.75,11.5,3.75,6.125,7.8,2.5,12.375,6.0,11.5,7.166666666666667,8.25,3.75
8.0,8.333333333333334,8.0,4.0,10.5,10.0,8.75,9.0,4.0,11.0,7.5,8.25,9.4,2.6666666666666665,12.75,8.666666666666666,10.0,9.0,8.0,5.5
15.0,7.0,8.0,9.5,8.0,7.0,6.0,7.0,9.5,5.5,10.0,8.75,5.6,11.0,4.25,9.333333333333334,3.5,8.0,4.5,9.5
11.0,2.3333333333333335,5.0,2.5,9.5,8.0,7.25,5.5,2.5,14.0,2.5,9.5,6.2,1.6666666666666667,5.25,3.6666666666666665,8.0,8.333333333333334,3.0,2.5
10.5,7.666666666666667,5.5,3.25,11.5,9.166666666666666,7.625,11.0,3.25,12.0,3.25,9.375,10.1,2.1666666666666665,11.375,7.333333333333333,9.5,9.166666666666666,7.25,3.25
13.5,5.333333333333333,4.5,9.75,8.75,9.0,6.75,11.0,9.75,6.25,8.75,7.25,6.5,10.0,2.75,10.833333333333334,4.0,9.0,6.0,7.25
13.0,8.333333333333334,6.0,10.5,13.5,10.666666666666666,9.0,11.5,10.5,11.5,10.5,10.25,9.6,10.666666666666666,11.0,10.666666666666666,7.0,12.0,12.5,9.0
11.0,7.333333333333333,15.0,5.0,9.5,9.0,6.75,8.5,5.0,9.5,8.0,8.0,8.2,3.3333333333333335,11.0,8.333333333333334,12.0,7.333333333333333,9.5,6.0
10.5,3.8333333333333335,11.0,12.0,3.5,6.333333333333333,4.875,9.75,12.0,2.5,8.5,10.0,5.0,12.166666666666666,12.375,8.333333333333334,4.25,6.5,13.0,11.75
7.0,8.666666666666666,6.0,1.5,12.5,12.333333333333334,9.25,11.0,1.5,11.5,6.0,8.75,10.8,1.0,11.75,10.333333333333334,8.0,8.666666666666666,6.5,3.5
1.5,8.0,5.5,5.75,12.5,7.666666666666667,12.0,10.5,5.75,9.75,5.75,9.5,9.4,3.8333333333333335,11.875,7.0,10.75,13.5,8.5,5.75
3.0,9.333333333333334,7.0,6.5,11.5,10.666666666666666,11.25,10.5,6.5,10.5,9.0,12.25,10.8,4.333333333333333,12.25,9.0,11.5,13.333333333333334,7.0,10.0
2.5,9.0,8.0,9.5,9.5,10.333333333333334,6.25,12.0,9.5,7.5,11.0,11.625,10.2,9.0,12.75,10.333333333333334,9.5,8.333333333333334,8.0,12.0
11.0,4.666666666666667,7.0,5.0,11.5,5.333333333333333,6.5,3.5,5.0,6.0,0.0,5.25,6.0,3.3333333333333335,5.25,2.3333333333333335,0.0,6.666666666666667,4.0,5.0
11.0,6.333333333333333,0.0,8.0,5.0,8.666666666666666,5.5,14.5,8.0,3.0,12.0,10.0,7.4,5.333333333333333,8.25,12.333333333333334,4.0,7.333333333333333,11.0,4.0
6.5,7.833333333333333,3.0,2.75,10.5,11.166666666666666,8.0,11.5,2.75,11.5,5.5,8.375,9.7,1.8333333333333333,11.125,10.5,11.0,8.833333333333334,6.25,4.25
