Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Miquel Parera,67199250.0,13.0,11.83,2.0,11.0,4.75,10.67,7.0,13.0,11.0,5.5,11.5,7.75,10.8,8.17,10.62,13.17,3.5,9.5,9.0,3.5,2.0
Juan Pablo,2000574059.0,16.0,10.5,8.5,5.25,11.5,10.67,8.83,11.0,5.25,8.0,11.25,13.12,10.6,3.5,10.5,10.83,7.5,8.5,11.0,6.17,12.5
Bakary Daou,2000515163.0,14.0,11.0,11.0,11.0,7.5,9.0,5.0,14.5,11.0,4.5,9.5,11.75,10.2,11.0,14.0,12.67,3.0,7.5,15.5,3.67,13.0
Joan Rojas,67276123.0,13.0,13.33,13.0,11.0,10.25,10.5,8.0,11.75,11.0,9.0,11.5,11.0,11.5,11.33,11.75,12.5,4.0,10.0,11.0,5.67,13.0
Diego Pampín,67247255.0,2.0,11.33,8.0,8.5,10.25,9.83,10.33,10.25,8.5,11.5,9.5,10.5,10.5,8.5,11.88,10.5,13.0,10.0,5.0,6.5,11.5
Julio Gracia,67237836.0,4.0,11.33,6.0,8.0,10.0,13.67,9.0,11.5,8.0,7.0,10.0,10.25,12.4,9.0,10.5,12.0,14.0,11.0,4.0,7.67,6.0
Antonio Cotán,67157612.0,4.0,12.5,5.0,12.5,13.25,14.67,11.0,13.5,12.5,12.25,14.0,13.25,14.0,11.17,8.25,12.83,11.5,14.5,6.0,9.83,5.0
Salia Coulibaly,2000443795.0,6.0,10.67,5.0,8.5,9.5,8.33,11.0,13.0,8.5,11.5,12.0,12.75,10.4,7.0,13.75,10.33,12.0,13.0,11.0,8.33,5.0
Humberto Alonso,2000196451.0,4.0,13.0,7.0,10.0,13.0,13.33,13.33,12.0,10.0,13.5,10.0,9.5,13.2,7.17,14.75,12.33,13.0,14.5,12.5,12.0,4.0
Castri,67294959.0,10.0,9.0,10.0,5.75,10.25,11.83,9.33,10.25,5.75,11.5,8.5,7.75,10.5,5.33,13.12,10.17,14.0,9.5,8.0,7.17,4.5
Ander Azparren,2000199803.0,12.0,9.0,7.0,8.5,13.5,13.0,9.0,9.0,8.5,14.5,10.0,11.25,10.8,6.83,12.5,10.0,14.0,10.5,8.0,11.67,2.0
Tom Ahlvers,2000197803.0,15.5,2.17,0.0,8.0,1.75,6.0,2.33,5.75,8.0,0.0,10.5,6.0,3.6,5.33,10.12,6.0,0.0,3.5,7.0,0.0,0.0
Asier Pinillos,2000574064.0,4.0,12.33,7.0,12.25,12.75,7.5,10.83,13.25,12.25,9.25,10.75,13.0,9.9,11.5,10.25,12.17,5.0,12.25,9.5,8.33,13.0
Lorenzo Sánchez,2000034331.0,3.0,9.0,16.0,6.5,12.5,10.0,6.0,9.5,6.5,13.5,10.0,11.25,9.8,4.33,12.75,9.0,14.0,7.5,8.5,10.67,4.0
Gorka Ormaetxea,2000574661.0,15.0,7.33,14.0,5.5,13.0,5.67,11.0,7.5,5.5,11.0,5.5,9.5,7.8,3.67,13.5,5.0,11.0,11.5,12.0,8.0,0.0
Kevin,2000199813.0,16.0,12.0,9.0,7.0,14.5,12.33,9.67,10.5,7.0,12.0,10.5,9.25,11.8,4.67,10.0,11.67,12.0,11.5,13.0,9.0,6.0
Asier,2000574060.0,8.0,8.83,7.0,9.75,12.0,12.5,11.0,13.5,9.75,13.75,8.5,9.88,11.3,7.5,12.0,11.5,7.5,13.5,9.25,11.5,2.0
Olivier Six,2000737738.0,13.5,5.67,6.0,7.0,13.5,11.5,14.33,9.0,7.0,12.5,11.25,13.0,8.9,4.67,12.0,8.33,12.0,16.75,14.25,13.0,3.5
Marcelo Djaló,67157156.0,15.0,14.0,16.0,11.0,12.5,12.67,11.67,13.0,11.0,12.0,13.5,13.62,13.4,11.33,5.12,13.0,9.0,13.5,4.5,9.33,15.0
Juan José,2000200474.0,13.5,7.17,8.0,13.0,7.0,5.0,4.33,12.75,13.0,5.0,11.0,14.25,6.2,11.83,12.38,10.33,0.0,6.5,15.0,3.33,12.0
Luis Jiménez,2000441678.0,13.0,11.0,8.0,9.0,7.0,10.0,4.67,13.5,9.0,4.5,10.5,12.38,10.8,8.67,14.75,12.0,9.0,7.0,14.0,2.67,8.0
Mikel Muñoz,2000710316.0,2.5,9.67,12.0,6.25,11.75,7.33,11.17,12.25,6.25,8.25,6.25,12.25,10.2,4.17,15.38,8.17,13.0,12.0,13.25,6.5,0.0
