Player,UID,FB,WB,IWB,CWB,NNFB
Miquel Parera,67199250.0,9.35,6.65,8.8,6.81,8.75
Juan Pablo,2000574059.0,8.55,7.7,8.75,8.42,9.25
Bakary Daou,2000515163.0,12.5,9.4,10.8,9.08,11.7
Joan Rojas,67276123.0,11.9,9.5,11.3,9.58,11.4
Diego Pampín,67247255.0,10.55,11.05,9.8,10.85,9.0
Julio Gracia,67237836.0,10.2,9.5,10.5,9.77,9.1
Antonio Cotán,67157612.0,10.0,8.8,11.25,9.88,10.1
Salia Coulibaly,2000443795.0,10.9,10.5,9.7,10.62,9.8
Humberto Alonso,2000196451.0,9.05,9.65,9.15,10.58,7.75
Castri,67294959.0,7.5,8.9,7.45,9.19,6.05
Ander Azparren,2000199803.0,7.85,8.85,7.45,9.35,7.75
Tom Ahlvers,2000197803.0,6.55,4.25,5.65,4.08,6.2
Asier Pinillos,2000574064.0,11.9,10.3,11.8,10.96,11.5
Lorenzo Sánchez,2000034331.0,7.9,8.8,6.9,9.0,6.8
Gorka Ormaetxea,2000574661.0,5.3,7.7,6.0,9.0,4.3
Kevin,2000199813.0,7.3,6.8,7.8,8.15,6.9
Asier,2000574060.0,8.7,8.95,7.7,9.65,7.45
Olivier Six,2000737738.0,7.75,8.55,8.15,9.92,7.85
Marcelo Djaló,67157156.0,10.5,9.0,11.95,9.85,10.75
Juan José,2000200474.0,11.45,8.7,9.1,8.35,11.75
Luis Jiménez,2000441678.0,11.2,8.9,9.5,8.69,10.55
Mikel Muñoz,2000710316.0,6.35,8.2,6.85,9.38,5.45
