Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Miquel Parera,67199250.0,5.5,9.25,11.0,9.0,5.17,4.67,7.5,11.25
Juan Pablo,2000574059.0,4.17,11.0,10.5,10.0,7.83,10.5,12.25,13.33
Bakary Daou,2000515163.0,12.67,13.75,12.5,7.33,3.67,6.0,12.5,12.17
Joan Rojas,67276123.0,12.17,10.5,12.75,9.67,5.5,9.17,13.0,12.33
Diego Pampín,67247255.0,9.17,8.75,14.0,10.33,9.0,11.17,5.0,10.67
Julio Gracia,67237836.0,7.33,8.0,12.0,12.67,10.33,8.0,5.0,9.67
Antonio Cotán,67157612.0,8.33,7.12,8.5,15.17,10.17,12.0,4.5,13.5
Salia Coulibaly,2000443795.0,5.33,12.0,15.0,11.67,10.0,10.0,5.5,10.83
Humberto Alonso,2000196451.0,3.83,13.75,14.0,14.67,13.0,13.0,5.5,10.67
Castri,67294959.0,3.33,10.25,13.0,10.67,10.0,11.5,10.0,9.17
Ander Azparren,2000199803.0,2.83,11.0,12.5,10.0,12.67,13.67,9.5,11.17
Tom Ahlvers,2000197803.0,3.83,6.12,9.75,2.33,1.5,1.17,7.75,7.83
Asier Pinillos,2000574064.0,12.0,10.12,11.5,9.0,7.83,11.17,5.5,12.67
Lorenzo Sánchez,2000034331.0,1.33,11.0,14.5,8.67,13.0,13.67,9.5,9.67
Gorka Ormaetxea,2000574661.0,0.0,12.25,13.0,12.67,9.67,13.0,14.5,6.33
Kevin,2000199813.0,2.0,11.25,8.5,11.0,11.33,13.0,12.5,10.67
Asier,2000574060.0,3.83,10.75,13.0,11.33,10.67,12.17,7.5,9.33
Olivier Six,2000737738.0,1.17,13.38,10.25,12.0,12.33,11.67,9.75,10.17
Marcelo Djaló,67157156.0,12.33,4.12,5.25,13.67,8.33,11.67,15.5,14.08
Juan José,2000200474.0,12.0,12.25,11.75,2.5,3.83,6.17,10.75,12.42
Luis Jiménez,2000441678.0,8.33,13.5,14.5,9.33,6.0,6.33,10.5,13.25
Mikel Muñoz,2000710316.0,0.0,12.5,15.25,14.33,10.83,10.83,7.25,7.5
