Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Miquel Parera,67199250.0,8.85,8.85,8.85,8.85,7.45,7.45,7.9,7.9,7.46,7.46
Juan Pablo,2000574059.0,9.7,9.7,9.7,9.7,9.55,9.55,9.3,9.3,10.0,10.0
Bakary Daou,2000515163.0,8.3,8.3,8.3,8.3,9.7,9.7,7.6,7.6,10.17,10.17
Joan Rojas,67276123.0,9.7,9.7,9.7,9.7,8.8,8.8,8.55,8.55,9.5,9.5
Diego Pampín,67247255.0,10.6,10.6,10.6,10.6,10.75,10.75,9.9,9.9,9.79,9.79
Julio Gracia,67237836.0,11.7,11.7,11.7,11.7,10.1,10.1,11.0,11.0,9.25,9.25
Antonio Cotán,67157612.0,12.5,12.5,12.5,12.5,9.8,9.8,11.55,11.55,8.92,8.92
Salia Coulibaly,2000443795.0,11.3,11.3,11.3,11.3,12.6,12.6,10.9,10.9,11.42,11.42
Humberto Alonso,2000196451.0,12.6,12.6,12.6,12.6,12.6,12.6,12.4,12.4,11.42,11.42
Castri,67294959.0,10.9,10.9,10.9,10.9,10.55,10.55,10.4,10.4,10.46,10.46
Ander Azparren,2000199803.0,11.5,11.5,11.5,11.5,11.1,11.1,11.6,11.6,10.83,10.83
Tom Ahlvers,2000197803.0,4.0,4.0,4.0,4.0,4.15,4.15,4.0,4.0,4.75,4.75
Asier Pinillos,2000574064.0,10.5,10.5,10.5,10.5,9.5,9.5,10.2,10.2,8.83,8.83
Lorenzo Sánchez,2000034331.0,10.9,10.9,10.9,10.9,11.4,11.4,11.1,11.1,11.08,11.08
Gorka Ormaetxea,2000574661.0,9.8,9.8,9.8,9.8,11.1,11.1,9.3,9.3,11.67,11.67
Kevin,2000199813.0,11.0,11.0,11.0,11.0,10.2,10.2,10.8,10.8,10.58,10.58
Asier,2000574060.0,11.15,11.15,11.15,11.15,11.65,11.65,11.6,11.6,10.96,10.96
Olivier Six,2000737738.0,11.85,11.85,11.85,11.85,12.1,12.1,12.55,12.55,11.71,11.71
Marcelo Djaló,67157156.0,11.25,11.25,11.25,11.25,8.5,8.5,10.15,10.15,9.67,9.67
Juan José,2000200474.0,6.4,6.4,6.4,6.4,8.45,8.45,6.4,6.4,8.83,8.83
Luis Jiménez,2000441678.0,8.7,8.7,8.7,8.7,10.5,10.5,7.9,7.9,10.5,10.5
Mikel Muñoz,2000710316.0,10.95,10.95,10.95,10.95,12.15,12.15,10.05,10.05,11.33,11.33
