Player,UID,WM,W,DW,IW,IF,WG
Miquel Parera,67199250.0,7.15,7.45,8.6,8.85,7.9,7.46
Juan Pablo,2000574059.0,10.3,9.55,8.35,9.7,9.3,10.0
Bakary Daou,2000515163.0,9.1,9.7,10.9,8.3,7.6,10.17
Joan Rojas,67276123.0,8.8,8.8,10.65,9.7,8.55,9.5
Diego Pampín,67247255.0,10.75,10.75,9.85,10.6,9.9,9.79
Julio Gracia,67237836.0,10.0,10.1,9.5,11.7,11.0,9.25
Antonio Cotán,67157612.0,10.35,9.8,10.1,12.5,11.55,8.92
Salia Coulibaly,2000443795.0,11.1,12.6,10.0,11.3,10.9,11.42
Humberto Alonso,2000196451.0,11.2,12.6,8.85,12.6,12.4,11.42
Castri,67294959.0,9.95,10.55,6.8,10.9,10.4,10.46
Ander Azparren,2000199803.0,9.3,11.1,6.55,11.5,11.6,10.83
Tom Ahlvers,2000197803.0,3.35,4.15,5.3,4.0,4.0,4.75
Asier Pinillos,2000574064.0,11.25,9.5,11.8,10.5,10.2,8.83
Lorenzo Sánchez,2000034331.0,9.6,11.4,5.7,10.9,11.1,11.08
Gorka Ormaetxea,2000574661.0,9.7,11.1,5.1,9.8,9.3,11.67
Kevin,2000199813.0,9.6,10.2,7.1,11.0,10.8,10.58
Asier,2000574060.0,10.2,11.65,7.9,11.15,11.6,10.96
Olivier Six,2000737738.0,10.95,12.1,8.3,11.85,12.55,11.71
Marcelo Djaló,67157156.0,10.75,8.5,11.55,11.25,10.15,9.67
Juan José,2000200474.0,8.1,8.45,9.85,6.4,6.4,8.83
Luis Jiménez,2000441678.0,9.0,10.5,9.3,8.7,7.9,10.5
Mikel Muñoz,2000710316.0,10.85,12.15,5.9,10.95,10.05,11.33
