Player,UID,AMC,AP,T,SS,AM,EG
Miquel Parera,67199250.0,9.4,8.4,9.4,7.9,8.85,7.35
Juan Pablo,2000574059.0,10.15,10.05,10.15,9.3,9.7,9.55
Bakary Daou,2000515163.0,9.9,9.4,9.9,7.6,8.3,8.6
Joan Rojas,67276123.0,10.1,9.5,10.1,8.55,9.7,8.9
Diego Pampín,67247255.0,10.3,10.3,10.3,9.9,10.6,9.9
Julio Gracia,67237836.0,11.7,12.1,11.7,11.0,11.7,10.9
Antonio Cotán,67157612.0,12.95,13.15,12.95,11.55,12.5,12.15
Salia Coulibaly,2000443795.0,12.6,12.1,12.6,10.9,11.3,11.9
Humberto Alonso,2000196451.0,11.8,12.7,11.8,12.4,12.6,13.0
Castri,67294959.0,9.8,10.3,9.8,10.4,10.9,10.5
Ander Azparren,2000199803.0,10.1,11.0,10.1,11.6,11.5,11.6
Tom Ahlvers,2000197803.0,5.0,3.35,5.0,4.0,4.0,3.25
Asier Pinillos,2000574064.0,11.4,10.7,11.4,10.2,10.5,9.65
Lorenzo Sánchez,2000034331.0,10.1,10.6,10.1,11.1,10.9,11.2
Gorka Ormaetxea,2000574661.0,9.5,10.7,9.5,9.3,9.8,11.7
Kevin,2000199813.0,10.5,11.2,10.5,10.8,11.0,11.5
Asier,2000574060.0,10.75,11.85,10.75,11.6,11.15,11.55
Olivier Six,2000737738.0,11.8,12.5,11.8,12.55,11.85,13.25
Marcelo Djaló,67157156.0,11.85,11.65,11.85,10.15,11.25,10.55
Juan José,2000200474.0,8.05,7.0,8.05,6.4,6.4,6.65
Luis Jiménez,2000441678.0,10.1,9.9,10.1,7.9,8.7,9.2
Mikel Muñoz,2000710316.0,11.35,12.4,11.35,10.05,10.95,12.45
