Player,UID,DM,AM,BWM,HB,SV,RGA
Miquel Parera,67199250.0,9.4,8.9,8.9,9.55,8.65,9.4
Juan Pablo,2000574059.0,8.85,8.95,8.95,10.4,8.85,9.35
Bakary Daou,2000515163.0,12.5,13.0,13.0,12.3,10.9,8.6
Joan Rojas,67276123.0,11.6,11.75,11.75,11.45,11.0,10.25
Diego Pampín,67247255.0,9.3,9.55,9.55,9.3,9.6,10.15
Julio Gracia,67237836.0,9.4,8.7,8.7,8.8,10.3,11.4
Antonio Cotán,67157612.0,10.35,9.85,9.85,10.35,11.1,13.7
Salia Coulibaly,2000443795.0,9.9,10.3,10.3,10.9,9.5,10.3
Humberto Alonso,2000196451.0,8.55,8.55,8.55,8.8,9.15,12.0
Castri,67294959.0,7.05,6.3,6.3,6.25,7.45,9.8
Ander Azparren,2000199803.0,7.15,6.55,6.55,8.0,7.95,10.4
Tom Ahlvers,2000197803.0,6.1,4.95,4.95,6.2,6.1,5.65
Asier Pinillos,2000574064.0,11.65,12.4,12.4,12.2,11.95,10.0
Lorenzo Sánchez,2000034331.0,6.8,6.7,6.7,7.7,7.2,9.0
Gorka Ormaetxea,2000574661.0,4.4,4.9,4.9,5.3,5.9,8.0
Kevin,2000199813.0,7.7,8.0,8.0,8.1,8.2,10.4
Asier,2000574060.0,8.3,8.0,8.0,8.35,8.3,9.85
Olivier Six,2000737738.0,8.0,7.4,7.4,8.45,9.15,10.25
Marcelo Djaló,67157156.0,11.05,11.25,11.25,10.95,11.65,12.5
Juan José,2000200474.0,11.3,11.95,11.95,12.4,10.25,6.15
Luis Jiménez,2000441678.0,10.7,11.2,11.2,11.35,9.6,9.2
Mikel Muñoz,2000710316.0,5.5,5.65,5.65,6.75,6.5,9.1
