Player,UID,GK,DR,DC,DL,WBR,DM,WBL,MR,MC,ML,AMR,AMC,AML,STC
Miquel Parera,67199250,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan Pablo,2000574059,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Bakary Daou,2000515163,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Joan Rojas,67276123,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Diego Pampín,67247255,0,0,0,1,0,0,1,0,0,1,1,0,1,0
Julio Gracia,67237836,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Antonio Cotán,67157612,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Salia Coulibaly,2000443795,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Humberto Alonso,2000196451,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Castri,67294959,0,0,0,0,0,0,0,1,1,1,1,0,1,1
Ander Azparren,2000199803,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Tom Ahlvers,2000197803,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Asier Pinillos,2000574064,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Lorenzo Sánchez,2000034331,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gorka Ormaetxea,2000574661,0,0,0,0,0,0,0,0,0,0,1,1,0,1
Kevin,2000199813,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Asier,2000574060,0,0,0,0,0,0,0,0,0,0,1,0,1,1
Olivier Six,2000737738,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Marcelo Djaló,67157156,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Juan José,2000200474,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Luis Jiménez,2000441678,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mikel Muñoz,2000710316,0,0,0,0,0,0,0,0,1,0,0,1,0,0
