Aerial Presence,Awareness,Clearing,Closing Down,Control,Creativity,Crossing,Decision Making,Defensive Positioning,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical Presence,Tackling
13.0,11.833333333333334,2.0,11.0,4.75,10.666666666666666,7.75,13.0,11.0,5.5,11.5,7.75,10.8,8.166666666666666,10.625,13.166666666666666,6.75,9.666666666666666,9.0,6.0
16.0,10.5,8.5,5.25,11.5,10.666666666666666,9.25,11.0,5.25,8.0,11.25,13.125,10.6,3.5,10.5,10.833333333333334,9.0,9.166666666666666,11.0,11.5
14.0,11.0,11.0,11.0,7.5,9.0,5.75,14.5,11.0,4.5,9.5,11.75,10.2,11.0,14.0,12.666666666666666,5.5,7.666666666666667,15.5,10.5
13.0,13.333333333333334,13.0,11.0,10.25,10.5,8.625,11.75,11.0,9.0,11.5,11.0,11.5,11.333333333333334,11.75,12.5,7.25,10.166666666666666,11.0,11.75
2.0,11.333333333333334,8.0,8.5,10.25,9.833333333333334,10.125,10.25,8.5,11.5,9.5,10.5,10.5,8.5,11.875,10.5,11.25,9.833333333333334,5.0,10.5
4.0,11.333333333333334,6.0,8.0,10.0,13.666666666666666,9.5,11.5,8.0,7.0,10.0,10.25,12.4,9.0,10.5,12.0,12.5,11.0,4.0,8.5
4.0,12.5,5.0,12.5,13.25,14.666666666666666,11.625,13.5,12.5,12.25,14.0,13.25,14.0,11.166666666666666,8.25,12.833333333333334,12.5,14.166666666666666,6.0,9.25
6.0,10.666666666666666,5.0,8.5,9.5,8.333333333333334,10.75,13.0,8.5,11.5,12.0,12.75,10.4,7.0,13.75,10.333333333333334,11.0,12.0,11.0,7.5
4.0,13.0,7.0,10.0,13.0,13.333333333333334,13.5,12.0,10.0,13.5,10.0,9.5,13.2,7.166666666666667,14.75,12.333333333333334,13.5,14.333333333333334,12.5,9.0
10.0,9.0,10.0,5.75,10.25,11.833333333333334,9.625,10.25,5.75,11.5,8.5,7.75,10.5,5.333333333333333,13.125,10.166666666666666,12.25,9.833333333333334,8.0,7.5
12.0,9.0,7.0,8.5,13.5,13.0,10.25,9.0,8.5,14.5,10.0,11.25,10.8,6.833333333333333,12.5,10.0,14.0,11.666666666666666,8.0,8.0
15.5,2.1666666666666665,0.0,8.0,1.75,6.0,2.875,5.75,8.0,0.0,10.5,6.0,3.6,5.333333333333333,10.125,6.0,2.25,3.8333333333333335,7.0,2.25
4.0,12.333333333333334,7.0,12.25,12.75,7.5,11.0,13.25,12.25,9.25,10.75,13.0,9.9,11.5,10.25,12.166666666666666,8.25,12.0,9.5,12.25
3.0,9.0,16.0,6.5,12.5,10.0,7.75,9.5,6.5,13.5,10.0,11.25,9.8,4.333333333333333,12.75,9.0,13.5,9.333333333333334,8.5,8.5
15.0,7.333333333333333,14.0,5.5,13.0,5.666666666666667,11.0,7.5,5.5,11.0,5.5,9.5,7.8,3.6666666666666665,13.5,5.0,11.0,11.333333333333334,12.0,5.5
16.0,12.0,9.0,7.0,14.5,12.333333333333334,10.75,10.5,7.0,12.0,10.5,9.25,11.8,4.666666666666667,10.0,11.666666666666666,13.0,12.333333333333334,13.0,10.0
8.0,8.833333333333334,7.0,9.75,12.0,12.5,11.5,13.5,9.75,13.75,8.5,9.875,11.3,7.5,12.0,11.5,10.25,13.333333333333334,9.25,7.5
13.5,5.666666666666667,6.0,7.0,13.5,11.5,14.25,9.0,7.0,12.5,11.25,13.0,8.9,4.666666666666667,12.0,8.333333333333334,13.0,15.833333333333334,14.25,8.75
15.0,14.0,16.0,11.0,12.5,12.666666666666666,11.75,13.0,11.0,12.0,13.5,13.625,13.4,11.333333333333334,5.125,13.0,10.5,13.0,4.5,13.5
13.5,7.166666666666667,8.0,13.0,7.0,5.0,6.125,12.75,13.0,5.0,11.0,14.25,6.2,11.833333333333334,12.375,10.333333333333334,5.75,8.166666666666666,15.0,11.75
13.0,11.0,8.0,9.0,7.0,10.0,5.75,13.5,9.0,4.5,10.5,12.375,10.8,8.666666666666666,14.75,12.0,9.0,7.666666666666667,14.0,8.5
2.5,9.666666666666666,12.0,6.25,11.75,7.333333333333333,11.5,12.25,6.25,8.25,6.25,12.25,10.2,4.166666666666667,15.375,8.166666666666666,12.75,12.166666666666666,13.25,6.25
