Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Ramón Juan,67258716.0,6.5,8.67,1.0,11.0,4.0,8.67,6.83,12.0,11.0,3.75,10.25,14.12,8.6,8.17,10.25,11.0,2.0,8.5,6.5,4.17,1.0
Dani,2000571661.0,11.5,11.17,11.0,12.5,11.0,9.83,10.83,14.25,12.5,7.5,10.0,14.0,10.9,11.5,12.0,12.33,3.5,11.5,14.75,6.0,12.0
Luis Alberto,2000197811.0,16.0,7.33,8.5,9.5,7.5,7.0,5.0,11.0,9.5,6.0,10.75,12.0,6.5,9.33,13.5,10.83,0.0,7.5,16.0,2.5,10.5
Juan Luis,2000664823.0,15.0,12.17,10.0,12.5,10.0,10.0,9.67,16.5,12.5,7.75,10.5,14.0,11.2,12.33,11.75,14.5,3.5,11.0,12.75,8.83,15.0
David Carmona,67188934.0,11.0,11.0,5.0,11.5,11.0,13.0,12.33,12.0,11.5,12.0,12.5,10.5,12.0,12.0,11.0,12.0,13.0,12.5,8.5,8.67,11.0
Gorka Iglesias,2000570645.0,15.0,9.33,8.0,11.0,9.0,10.0,9.67,12.0,11.0,7.0,10.5,12.0,9.4,10.67,13.0,11.67,6.0,9.5,14.0,7.33,12.0
Chisom Abdul,2000573849.0,11.0,14.0,9.5,8.25,14.0,12.0,9.17,13.25,8.25,8.5,12.25,11.5,13.5,5.5,14.25,12.33,11.5,11.0,13.5,7.17,5.5
Carlos Dotor,67293616.0,12.0,12.33,11.0,14.0,12.5,11.0,10.33,11.5,14.0,9.5,14.0,11.0,11.6,12.33,12.5,11.67,12.0,11.0,13.0,10.33,10.0
Higinio Zarzo,2000192890.0,12.0,10.67,13.0,11.0,13.0,12.0,10.0,11.5,11.0,11.0,12.0,9.25,11.6,9.0,11.75,11.0,12.0,10.5,10.5,8.0,8.0
Matti Ahonen,2000515148.0,13.0,11.67,11.0,7.0,11.0,12.33,7.67,11.5,7.0,9.5,11.0,10.75,11.8,4.67,13.25,12.0,15.0,8.0,9.0,10.33,7.0
Juanma Hernández,2000053164.0,11.0,13.0,11.0,12.5,15.0,10.67,13.0,11.5,12.5,11.5,12.0,10.75,11.8,10.0,10.5,11.67,14.0,14.5,12.5,12.0,3.0
Pablo Picón,67277686.0,12.0,3.5,0.0,9.5,3.75,7.33,3.17,5.75,9.5,0.0,7.75,4.12,4.4,6.33,10.75,7.33,0.0,4.75,9.0,0.0,0.0
Pablo Sanz,2000685487.0,8.0,6.33,9.0,10.5,8.0,6.33,6.33,8.0,10.5,3.0,8.5,10.62,5.4,10.0,6.5,9.0,0.0,9.5,6.0,2.0,15.0
Amadou Camara,2000201329.0,14.0,11.67,7.0,7.5,11.5,11.67,11.67,11.0,7.5,13.5,8.5,13.75,11.8,5.0,12.5,11.0,12.0,13.5,11.0,10.0,8.0
Lancho,2000052042.0,15.0,9.33,13.0,9.0,12.5,10.67,9.67,11.0,9.0,11.5,11.5,8.5,10.0,8.67,12.25,10.67,12.0,8.5,11.5,7.0,13.0
Yeray Zabalo,2000438356.0,14.0,11.17,8.0,10.0,7.5,7.83,8.33,14.75,10.0,6.0,9.5,13.0,9.6,9.0,13.0,12.83,6.0,10.0,13.5,7.0,13.0
Xabier Garitano,2000570830.0,12.0,10.33,16.0,10.5,7.5,5.67,4.67,12.0,10.5,6.0,9.5,14.62,7.2,10.33,11.5,12.0,5.0,7.0,15.0,3.67,13.0
Marcos Trabanco,2000016812.0,5.0,9.67,9.0,5.0,13.0,12.67,10.33,13.5,5.0,15.5,9.5,12.25,11.2,3.33,10.5,12.67,15.0,12.0,7.5,9.33,13.0
Emmanuel Attipoe,13210212.0,4.5,10.0,8.5,2.75,12.25,3.17,12.0,9.25,2.75,13.75,0.0,8.38,7.9,1.83,14.75,6.17,6.5,11.25,7.5,8.83,11.5
Ángel Alcalde,2000573845.0,4.0,8.33,6.0,4.5,11.5,3.0,11.17,6.0,4.5,5.0,0.0,8.75,6.8,3.0,5.5,4.0,0.0,13.25,6.0,8.67,9.0
Daniel,2000632726.0,16.5,7.5,12.5,4.5,10.75,11.83,10.83,11.0,4.5,9.5,7.25,11.38,9.7,3.0,9.75,10.5,10.5,11.0,13.25,13.5,0.0
Toni Moya,67223078.0,7.5,15.0,9.5,13.75,13.0,11.83,12.33,14.75,13.75,10.0,13.75,14.25,13.3,11.67,12.38,14.5,11.0,13.75,12.75,9.17,12.0
Christian Revuelta,2000632723.0,4.0,8.0,9.0,6.5,12.0,6.33,11.33,11.5,6.5,10.5,6.5,12.12,8.6,4.33,12.75,7.67,13.0,11.5,11.0,7.17,0.0
