Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Ramón Juan,67258716.0,9.65,8.05,8.75,7.85,8.5,8.1,7.75,8.25
Dani,2000571661.0,11.8,10.35,13.0,11.15,11.8,9.65,9.8,11.8
Luis Alberto,2000197811.0,8.4,7.0,11.85,9.25,9.25,6.95,8.3,11.15
Juan Luis,2000664823.0,11.85,9.7,12.85,11.2,11.75,9.95,9.75,12.05
David Carmona,67188934.0,12.1,12.0,11.6,12.4,12.1,11.7,11.5,12.3
Gorka Iglesias,2000570645.0,10.2,10.0,11.4,11.1,11.2,9.9,10.0,12.0
Chisom Abdul,2000573849.0,10.75,10.0,9.25,10.7,11.0,12.3,12.3,9.95
Carlos Dotor,67293616.0,11.9,11.6,11.2,11.7,11.7,12.1,11.6,11.7
Higinio Zarzo,2000192890.0,10.8,10.5,9.3,10.8,10.8,11.9,11.3,10.0
Matti Ahonen,2000515148.0,9.5,9.7,8.9,10.7,10.4,11.5,11.4,9.8
Juanma Hernández,2000053164.0,12.2,11.9,9.4,12.2,12.1,13.2,12.6,10.5
Pablo Picón,67277686.0,5.55,5.25,5.0,5.05,5.05,6.1,5.9,5.55
Pablo Sanz,2000685487.0,7.9,6.4,9.75,8.4,8.4,5.9,4.8,9.9
Amadou Camara,2000201329.0,10.8,10.4,10.6,11.0,11.1,11.6,12.4,10.0
Lancho,2000052042.0,9.3,10.0,9.8,10.1,9.4,10.1,10.5,10.5
Yeray Zabalo,2000438356.0,10.35,8.7,13.45,11.55,11.55,8.6,8.9,12.55
Xabier Garitano,2000570830.0,8.5,6.6,13.35,9.9,9.4,6.6,7.8,11.1
Marcos Trabanco,2000016812.0,9.9,9.5,10.7,11.8,10.7,11.0,11.7,11.1
Emmanuel Attipoe,13210212.0,7.3,6.9,7.8,8.35,8.85,8.05,8.9,7.35
Ángel Alcalde,2000573845.0,7.05,6.85,7.3,8.25,9.55,5.95,5.25,8.15
Daniel,2000632726.0,8.8,9.4,8.15,9.9,9.7,10.7,11.05,8.25
Toni Moya,67223078.0,13.75,12.85,13.05,13.45,13.8,12.85,12.45,13.6
Christian Revuelta,2000632723.0,8.1,8.4,6.2,9.1,9.0,11.1,11.0,6.8
