Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Ramón Juan,67258716.0,13.75,7.38,10.0,12.83,11.5,4.5,11.25,10.5
Dani,2000571661.0,0.0,12.88,10.25,12.75,0.0,0.0,0.0,0.0
Luis Alberto,2000197811.0,0.0,15.0,12.5,11.75,0.0,0.0,0.0,0.0
Juan Luis,2000664823.0,3.5,11.5,12.0,13.92,2.5,2.5,3.75,2.0
David Carmona,67188934.0,3.0,10.75,11.0,11.17,3.0,5.0,2.75,2.0
Gorka Iglesias,2000570645.0,2.5,13.5,12.5,12.67,2.0,2.0,2.5,1.0
Chisom Abdul,2000573849.0,0.0,12.5,14.0,12.17,0.0,0.0,0.0,0.0
Carlos Dotor,67293616.0,0.0,12.0,13.0,11.5,0.0,0.0,0.0,0.0
Higinio Zarzo,2000192890.0,2.75,11.75,13.0,10.17,3.75,2.0,2.75,3.0
Matti Ahonen,2000515148.0,0.0,11.0,15.5,10.83,0.0,0.0,0.0,0.0
Juanma Hernández,2000053164.0,2.0,11.5,10.0,10.83,2.5,1.5,3.0,3.25
Pablo Picón,67277686.0,10.75,7.38,11.5,6.75,11.0,7.0,14.0,13.0
Pablo Sanz,2000685487.0,0.0,5.0,13.0,8.0,0.0,0.0,0.0,0.0
Amadou Camara,2000201329.0,0.0,11.75,12.0,11.67,0.0,0.0,0.0,0.0
Lancho,2000052042.0,2.25,10.0,13.5,10.17,2.25,3.0,3.0,3.25
Yeray Zabalo,2000438356.0,0.0,14.25,13.0,12.42,0.0,0.0,0.0,0.0
Xabier Garitano,2000570830.0,0.0,12.5,10.5,12.75,0.0,0.0,0.0,0.0
Marcos Trabanco,2000016812.0,0.0,11.0,10.5,11.5,0.0,0.0,0.0,0.0
Emmanuel Attipoe,13210212.0,0.0,10.0,16.25,4.75,0.0,0.0,0.0,0.0
Ángel Alcalde,2000573845.0,0.0,5.75,11.0,4.5,0.0,0.0,0.0,0.0
Daniel,2000632726.0,0.0,12.12,7.0,8.92,0.0,0.0,0.0,0.0
Toni Moya,67223078.0,2.0,11.88,13.5,14.42,3.0,2.0,4.0,2.75
Christian Revuelta,2000632723.0,0.0,11.0,12.5,8.08,0.0,0.0,0.0,0.0
