Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Ramón Juan,67258716.0,5.17,7.38,10.0,7.17,4.83,3.33,3.75,12.83
Dani,2000571661.0,12.33,12.88,10.25,9.33,4.33,8.17,11.25,12.75
Luis Alberto,2000197811.0,10.0,15.0,12.5,3.5,2.83,7.5,12.25,11.75
Juan Luis,2000664823.0,13.0,11.5,12.0,7.83,8.67,8.17,12.5,13.92
David Carmona,67188934.0,12.0,10.75,11.0,12.0,9.67,11.0,8.0,11.17
Gorka Iglesias,2000570645.0,11.33,13.5,12.5,7.67,7.0,8.0,11.5,12.67
Chisom Abdul,2000573849.0,1.83,12.5,14.0,14.33,11.17,11.83,10.25,12.17
Carlos Dotor,67293616.0,10.33,12.0,13.0,11.67,13.0,11.33,11.5,11.5
Higinio Zarzo,2000192890.0,6.33,11.75,13.0,11.33,11.33,12.0,12.5,10.17
Matti Ahonen,2000515148.0,2.33,11.0,15.5,10.0,14.67,10.67,12.0,10.83
Juanma Hernández,2000053164.0,5.33,11.5,10.0,13.33,15.67,13.33,11.0,10.83
Pablo Picón,67277686.0,2.83,7.38,11.5,3.17,3.5,2.5,6.0,6.75
Pablo Sanz,2000685487.0,11.33,5.0,13.0,4.33,3.67,5.33,8.5,8.0
Amadou Camara,2000201329.0,4.33,11.75,12.0,13.33,10.0,12.33,10.5,11.67
Lancho,2000052042.0,9.33,10.0,13.5,8.67,11.0,13.0,14.0,10.17
Yeray Zabalo,2000438356.0,10.67,14.25,13.0,7.17,6.67,6.33,11.0,12.42
Xabier Garitano,2000570830.0,11.33,12.5,10.5,3.0,5.0,7.33,14.0,12.75
Marcos Trabanco,2000016812.0,4.33,11.0,10.5,9.33,11.33,14.33,7.0,11.5
Emmanuel Attipoe,13210212.0,5.67,10.0,16.25,9.5,4.33,12.33,6.5,4.75
Ángel Alcalde,2000573845.0,6.0,5.75,11.0,12.83,3.33,7.67,5.0,4.5
Daniel,2000632726.0,0.0,12.12,7.0,9.17,10.67,9.67,14.5,8.92
Toni Moya,67223078.0,10.67,11.88,13.5,12.83,10.5,11.33,8.5,14.42
Christian Revuelta,2000632723.0,0.0,11.0,12.5,11.0,11.0,11.67,6.5,8.08
