Player,UID,CD,BPD,NNCB,Lib
Ramón Juan,67258716.0,7.1,6.15,7.7,6.5
Dani,2000571661.0,12.25,11.0,12.4,10.2
Luis Alberto,2000197811.0,11.55,11.65,11.65,7.9
Juan Luis,2000664823.0,13.05,11.45,12.65,10.1
David Carmona,67188934.0,10.6,10.6,10.5,11.9
Gorka Iglesias,2000570645.0,11.5,11.3,10.8,9.8
Chisom Abdul,2000573849.0,8.65,8.8,7.8,9.05
Carlos Dotor,67293616.0,11.3,12.0,11.0,11.6
Higinio Zarzo,2000192890.0,9.2,9.7,9.1,9.6
Matti Ahonen,2000515148.0,7.7,8.0,7.6,8.4
Juanma Hernández,2000053164.0,9.1,10.4,8.8,10.8
Pablo Picón,67277686.0,5.9,6.25,5.9,4.1
Pablo Sanz,2000685487.0,8.8,10.3,9.75,8.0
Amadou Camara,2000201329.0,9.1,8.6,9.3,9.3
Lancho,2000052042.0,10.9,11.2,10.4,10.0
Yeray Zabalo,2000438356.0,12.05,10.8,11.3,9.1
Xabier Garitano,2000570830.0,13.45,11.7,12.95,8.4
Marcos Trabanco,2000016812.0,7.9,7.7,7.8,8.8
Emmanuel Attipoe,13210212.0,5.95,5.25,5.15,6.7
Ángel Alcalde,2000573845.0,5.2,6.95,4.9,7.05
Daniel,2000632726.0,6.9,7.55,8.1,6.6
Toni Moya,67223078.0,11.65,11.8,11.25,12.55
Christian Revuelta,2000632723.0,4.4,5.0,4.5,6.2
