Player,UID,DM,AM,BWM,HB,SV,RGA
Ramón Juan,67258716.0,7.6,6.9,6.9,8.75,7.1,7.85
Dani,2000571661.0,11.9,12.05,12.05,13.0,10.85,10.15
Luis Alberto,2000197811.0,11.7,11.8,11.8,11.85,10.7,7.0
Juan Luis,2000664823.0,12.45,12.55,12.55,12.85,11.25,9.35
David Carmona,67188934.0,12.2,12.0,12.0,11.6,12.3,12.2
Gorka Iglesias,2000570645.0,12.2,11.8,11.8,11.4,11.6,9.5
Chisom Abdul,2000573849.0,8.1,8.85,8.85,9.25,8.95,11.05
Carlos Dotor,67293616.0,11.4,11.7,11.7,11.2,11.9,11.8
Higinio Zarzo,2000192890.0,9.4,9.1,9.1,9.3,9.8,10.9
Matti Ahonen,2000515148.0,8.6,8.3,8.3,8.9,8.9,10.1
Juanma Hernández,2000053164.0,9.1,9.6,9.6,9.4,10.4,12.0
Pablo Picón,67277686.0,4.8,3.65,3.65,5.0,5.45,5.25
Pablo Sanz,2000685487.0,9.7,9.7,9.7,9.75,10.3,6.4
Amadou Camara,2000201329.0,8.6,8.6,8.6,10.6,8.8,10.9
Lancho,2000052042.0,9.9,10.3,10.3,9.8,10.2,10.1
Yeray Zabalo,2000438356.0,12.85,13.6,13.6,13.45,11.1,8.55
Xabier Garitano,2000570830.0,11.7,13.1,13.1,13.35,10.7,6.6
Marcos Trabanco,2000016812.0,9.7,9.8,9.8,10.7,9.4,10.2
Emmanuel Attipoe,13210212.0,6.2,8.05,8.05,7.8,5.5,6.5
Ángel Alcalde,2000573845.0,6.4,7.6,7.6,7.3,6.95,7.05
Daniel,2000632726.0,7.3,6.0,6.0,8.15,6.95,9.2
Toni Moya,67223078.0,12.7,13.05,13.05,13.05,12.9,12.75
Christian Revuelta,2000632723.0,5.1,5.2,5.2,6.2,5.8,8.1
