Player,UID,Shot Stopping,Physical,Speed,Mental,Communication,Eccentricity,Aerial,Distribution
Eljif Elmas,47064795.0,2.0,13.5,14.5,13.75,2.5,2.0,2.75,2.75
Domenico Cifeca,2000627365.0,2.25,15.12,14.25,14.08,2.75,2.5,3.0,2.25
Rui Castro,2000434830.0,2.0,11.88,11.5,11.42,2.5,2.0,3.25,2.75
Rui Quintanilha,2000567666.0,2.5,12.0,11.0,8.83,3.25,1.0,3.5,3.75
Giuseppe Fieramonti,2000507377.0,2.0,14.0,13.5,11.67,3.0,4.0,2.0,2.5
Andrea Marras,2000436326.0,3.0,13.62,13.5,12.0,2.75,2.0,2.5,2.0
Jaroslav Rusnak,2000434077.0,3.0,13.88,16.0,10.25,3.25,2.5,2.25,2.75
Maurizio Tagliani,2000434020.0,2.0,14.0,16.5,10.33,2.5,2.0,2.5,2.5
Ivan Stanić,2000431844.0,2.75,11.88,11.0,11.75,3.0,2.0,1.75,2.75
Facundo Duffard,2000418611.0,1.75,12.62,14.0,10.42,2.25,2.0,3.0,2.75
Diego Valdés,2000415618.0,2.75,13.88,14.0,11.58,2.75,2.5,2.75,2.0
Peter Toth,2000290755.0,2.25,13.62,13.0,12.17,3.0,2.0,2.5,2.0
Victor De Martino,2000193930.0,3.5,14.38,11.5,12.17,1.75,3.0,1.75,2.25
Agostino Santoni,2000193927.0,2.75,13.12,11.25,10.92,3.0,2.0,1.75,3.25
Carlos Peña,2000192897.0,3.0,13.75,15.0,12.17,3.25,2.5,2.5,4.0
Nélio Viveiros,2000192852.0,2.75,12.75,11.5,13.08,3.0,3.0,2.0,2.5
Andrea Merli,2000192307.0,1.25,13.38,15.0,8.75,2.5,1.5,4.0,3.0
Russel Abega,2000188792.0,2.75,13.25,13.5,13.0,2.5,2.0,1.5,3.25
Fabián Luzzi,2000048404.0,3.25,13.0,14.0,10.92,2.5,3.0,2.0,2.25
Marco Friedl,91143703.0,2.5,12.75,14.0,13.17,2.25,3.0,2.25,2.25
Alessandro Ruggiu,43500722.0,13.0,6.75,8.0,12.08,10.0,5.0,15.0,9.5
Giovanni Di Lorenzo,43075156.0,2.5,10.0,9.5,13.83,1.5,3.0,1.0,1.0
Rohan Evans,2000567837.0,3.25,15.25,14.0,13.0,2.5,1.5,2.25,1.75
Alê,2000369925.0,2.5,12.75,12.5,12.0,3.0,3.0,2.0,3.0
Matteo Lovato,43318558.0,3.5,14.75,14.5,14.75,2.5,4.5,2.25,1.5
Matheus Fernandes,19250978.0,3.5,13.88,12.5,13.33,2.25,4.0,2.0,3.5
Luca Pellegrini,43252226.0,2.75,13.75,14.0,13.33,2.5,3.5,2.0,1.75
Marc Roca,67211094.0,2.75,12.0,12.0,12.67,1.75,2.0,2.75,2.25
Óscar Aranda,2000052060.0,1.5,11.62,15.5,8.75,2.75,1.5,3.0,2.25
Wojciech Szczęsny,28009478.0,17.0,5.0,4.0,13.83,15.0,16.0,16.0,16.0
Emiliano Gomez,2000627371.0,2.0,14.25,16.5,10.5,2.5,1.0,2.0,3.5
Pau López,67178152.0,16.5,10.38,10.0,13.0,8.75,7.0,13.5,13.5
Željko Spasić,2000211135.0,1.75,15.88,14.0,13.08,2.0,2.5,3.25,3.25
Maxi Gómez,78078886.0,2.5,14.5,12.0,15.33,1.5,3.0,2.75,2.0
Aníbal Moreno,14204631.0,2.5,13.88,14.75,12.75,2.25,2.5,2.75,3.25
Mady Camara,89058721.0,3.5,15.0,14.0,14.67,2.5,2.5,2.25,1.75
Patrick Anonam,2000194988.0,2.0,13.38,14.25,14.08,2.75,1.5,2.5,2.75
Giuseppe Andretta,2000567838.0,2.5,11.62,12.25,11.92,2.75,4.0,2.75,3.25
Ibrahim Irié Bi,2000567842.0,4.5,11.38,12.25,8.0,2.25,5.0,2.75,1.25
Federico Della Torre,2000649129.0,2.5,13.0,14.5,13.33,3.0,2.0,3.0,2.0
Luca Chirico,2000507838.0,1.5,14.88,14.0,13.58,1.75,3.0,2.75,3.0
