Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Eljif Elmas,47064795.0,14.75,14.5,12.7,14.25,14.3,15.5,15.55,13.5
Domenico Cifeca,2000627365.0,11.85,11.25,15.0,13.2,13.35,10.8,11.5,14.45
Rui Castro,2000434830.0,11.15,10.55,11.0,11.25,11.4,11.65,11.65,10.75
Rui Quintanilha,2000567666.0,9.9,8.55,10.45,10.15,10.65,9.2,9.85,10.5
Giuseppe Fieramonti,2000507377.0,12.2,12.4,10.8,12.8,12.6,13.3,13.6,11.1
Andrea Marras,2000436326.0,12.4,12.35,9.75,12.75,12.8,13.4,13.95,11.25
Jaroslav Rusnak,2000434077.0,10.65,10.1,9.7,12.4,11.75,11.65,11.9,10.25
Maurizio Tagliani,2000434020.0,11.45,10.8,10.1,11.4,11.75,12.0,12.75,10.65
Ivan Stanić,2000431844.0,14.15,13.4,11.05,13.85,14.55,13.15,13.7,13.35
Facundo Duffard,2000418611.0,11.25,11.25,8.8,11.45,11.1,13.15,12.65,9.65
Diego Valdés,2000415618.0,13.15,12.5,9.6,13.8,13.55,13.45,14.4,11.45
Peter Toth,2000290755.0,11.7,11.25,10.25,12.85,13.0,12.3,12.75,11.95
Victor De Martino,2000193930.0,11.7,10.75,11.9,12.1,12.25,10.4,11.9,12.5
Agostino Santoni,2000193927.0,9.5,9.15,12.55,10.65,10.7,8.8,8.95,11.75
Carlos Peña,2000192897.0,11.95,11.55,13.8,12.3,12.55,11.75,11.7,13.0
Nélio Viveiros,2000192852.0,12.4,11.85,11.2,12.8,12.6,13.3,14.0,11.3
Andrea Merli,2000192307.0,9.3,9.1,9.3,10.1,10.15,10.5,10.8,9.3
Russel Abega,2000188792.0,10.8,10.4,12.7,11.1,11.0,9.7,10.3,12.3
Fabián Luzzi,2000048404.0,10.5,10.85,9.9,11.2,10.8,12.0,12.9,10.2
Marco Friedl,91143703.0,13.65,12.45,12.5,12.4,12.65,12.95,12.2,12.6
Alessandro Ruggiu,43500722.0,8.45,7.8,8.9,7.55,7.75,6.45,7.05,8.3
Giovanni Di Lorenzo,43075156.0,12.9,13.2,12.9,13.1,12.7,12.6,12.3,13.4
Rohan Evans,2000567837.0,12.35,12.0,13.45,12.65,12.7,11.75,12.25,13.15
Alê,2000369925.0,10.55,9.85,12.3,10.7,10.75,9.95,10.4,11.7
Matteo Lovato,43318558.0,13.15,11.95,14.65,12.8,13.15,11.5,11.85,14.1
Matheus Fernandes,19250978.0,13.6,13.35,12.7,13.9,13.85,13.6,14.5,13.6
Luca Pellegrini,43252226.0,12.9,13.4,13.5,13.3,13.1,13.4,13.5,13.2
Marc Roca,67211094.0,14.0,13.4,12.8,13.9,14.0,13.3,13.2,13.9
Óscar Aranda,2000052060.0,10.2,10.5,7.6,11.0,10.45,12.5,13.1,9.1
Wojciech Szczęsny,28009478.0,12.85,10.95,10.55,10.5,11.35,10.25,9.45,10.85
Emiliano Gomez,2000627371.0,12.6,11.9,10.7,14.0,13.6,13.2,14.1,11.8
Pau López,67178152.0,12.6,10.65,11.05,11.6,11.85,9.85,9.75,11.8
Željko Spasić,2000211135.0,13.8,13.25,12.6,14.65,14.4,14.5,15.4,13.45
Maxi Gómez,78078886.0,12.45,12.15,13.5,12.95,12.35,12.7,13.1,12.8
Aníbal Moreno,14204631.0,13.85,13.95,12.4,14.4,14.25,14.35,14.2,14.1
Mady Camara,89058721.0,14.1,13.8,15.4,14.65,14.7,13.8,13.95,14.65
Patrick Anonam,2000194988.0,13.15,11.65,13.1,13.25,12.8,11.4,11.5,13.4
Giuseppe Andretta,2000567838.0,10.3,9.2,11.5,10.45,10.8,9.55,9.95,11.6
Ibrahim Irié Bi,2000567842.0,9.35,8.95,7.1,9.35,9.4,10.05,11.05,8.25
Federico Della Torre,2000649129.0,13.1,12.9,11.2,13.7,13.1,13.7,14.2,12.2
Luca Chirico,2000507838.0,13.85,13.15,11.95,14.45,14.35,14.5,14.85,13.3
