Player,UID,AMC,AP,T,SS,AM,EG
Eljif Elmas,47064795.0,14.5,14.7,14.5,14.5,15.0,15.0
Domenico Cifeca,2000627365.0,12.85,12.45,12.85,11.05,11.85,11.5
Rui Castro,2000434830.0,11.6,11.7,11.6,10.8,11.2,11.5
Rui Quintanilha,2000567666.0,9.85,9.55,9.85,9.35,10.05,10.1
Giuseppe Fieramonti,2000507377.0,12.8,13.5,12.8,13.4,13.4,13.7
Andrea Marras,2000436326.0,12.95,13.55,12.95,13.0,13.25,14.0
Jaroslav Rusnak,2000434077.0,12.3,13.2,12.3,12.85,12.6,13.2
Maurizio Tagliani,2000434020.0,11.3,11.3,11.3,11.2,11.85,11.6
Ivan Stanić,2000431844.0,14.5,14.05,14.5,13.3,14.2,13.55
Facundo Duffard,2000418611.0,10.7,11.4,10.7,11.6,11.5,11.7
Diego Valdés,2000415618.0,13.6,14.5,13.6,14.25,14.2,14.8
Peter Toth,2000290755.0,12.75,13.15,12.75,12.6,12.75,12.8
Victor De Martino,2000193930.0,12.05,11.75,12.05,11.35,11.75,11.85
Agostino Santoni,2000193927.0,10.85,10.15,10.85,9.4,9.75,9.65
Carlos Peña,2000192897.0,12.45,11.75,12.45,11.15,12.05,11.55
Nélio Viveiros,2000192852.0,12.7,13.2,12.7,13.4,13.75,13.35
Andrea Merli,2000192307.0,9.55,9.65,9.55,9.7,10.25,10.25
Russel Abega,2000188792.0,10.8,10.0,10.8,9.5,10.2,9.7
Fabián Luzzi,2000048404.0,11.2,11.7,11.2,12.9,12.35,12.55
Marco Friedl,91143703.0,12.55,11.95,12.55,11.15,11.85,11.55
Alessandro Ruggiu,43500722.0,7.25,6.25,7.25,6.45,6.7,5.3
Giovanni Di Lorenzo,43075156.0,12.8,12.0,12.8,12.4,12.5,11.7
Rohan Evans,2000567837.0,12.15,11.75,12.15,11.8,12.15,11.95
Alê,2000369925.0,10.25,9.75,10.25,9.25,9.85,9.45
Matteo Lovato,43318558.0,12.3,11.5,12.3,11.5,11.95,11.0
Matheus Fernandes,19250978.0,13.95,13.85,13.95,13.95,14.15,14.15
Luca Pellegrini,43252226.0,13.2,13.1,13.2,12.7,13.2,13.4
Marc Roca,67211094.0,13.9,13.4,13.9,12.8,13.4,12.6
Óscar Aranda,2000052060.0,10.35,11.05,10.35,12.6,11.95,12.45
Wojciech Szczęsny,28009478.0,10.25,9.55,10.25,8.35,9.45,8.35
Emiliano Gomez,2000627371.0,13.9,14.8,13.9,14.1,14.2,15.0
Pau López,67178152.0,11.15,10.15,11.15,9.25,9.75,9.0
Željko Spasić,2000211135.0,14.9,15.6,14.9,14.7,14.95,15.65
Maxi Gómez,78078886.0,13.4,13.1,13.4,13.4,12.9,12.9
Aníbal Moreno,14204631.0,14.05,13.65,14.05,14.15,14.35,13.35
Mady Camara,89058721.0,14.8,14.65,14.8,13.9,14.35,14.35
Patrick Anonam,2000194988.0,12.25,11.35,12.25,11.25,11.35,10.15
Giuseppe Andretta,2000567838.0,10.6,10.0,10.6,9.7,10.2,9.35
Ibrahim Irié Bi,2000567842.0,10.1,11.2,10.1,10.1,10.25,11.9
Federico Della Torre,2000649129.0,13.8,14.2,13.8,13.9,13.7,14.2
Luca Chirico,2000507838.0,14.5,15.1,14.5,14.1,14.5,15.05
