Player,UID,WM,W,DW,IW,IF,WG
Eljif Elmas,47064795.0,14.0,14.05,12.7,15.0,14.5,13.71
Domenico Cifeca,2000627365.0,12.45,12.9,14.1,11.85,11.05,13.0
Rui Castro,2000434830.0,11.1,11.3,10.05,11.2,10.8,10.92
Rui Quintanilha,2000567666.0,10.6,9.9,10.5,10.05,9.35,9.42
Giuseppe Fieramonti,2000507377.0,11.9,12.8,9.8,13.4,13.4,12.17
Andrea Marras,2000436326.0,12.05,12.95,9.9,13.25,13.0,11.96
Jaroslav Rusnak,2000434077.0,11.25,13.65,9.0,12.6,12.85,13.12
Maurizio Tagliani,2000434020.0,11.0,12.1,10.05,11.85,11.2,12.42
Ivan Stanić,2000431844.0,12.85,11.1,11.9,14.2,13.3,10.67
Facundo Duffard,2000418611.0,10.5,11.7,8.75,11.5,11.6,10.83
Diego Valdés,2000415618.0,11.95,13.25,9.5,14.2,14.25,13.12
Peter Toth,2000290755.0,11.85,12.15,10.1,12.75,12.6,12.29
Victor De Martino,2000193930.0,11.6,11.75,11.9,11.75,11.35,11.83
Agostino Santoni,2000193927.0,10.35,10.0,11.25,9.75,9.4,10.33
Carlos Peña,2000192897.0,12.5,12.85,13.3,12.05,11.15,12.12
Nélio Viveiros,2000192852.0,11.6,11.9,9.6,13.75,13.4,12.33
Andrea Merli,2000192307.0,9.85,11.0,9.0,10.25,9.7,10.92
Russel Abega,2000188792.0,10.4,10.7,11.9,10.2,9.5,11.33
Fabián Luzzi,2000048404.0,10.7,11.9,8.9,12.35,12.9,12.25
Marco Friedl,91143703.0,11.7,11.75,12.7,11.85,11.15,12.04
Alessandro Ruggiu,43500722.0,5.4,5.4,7.15,6.7,6.45,6.21
Giovanni Di Lorenzo,43075156.0,12.7,11.0,13.3,12.5,12.4,11.17
Rohan Evans,2000567837.0,11.65,11.85,12.7,12.15,11.8,12.04
Alê,2000369925.0,10.1,10.35,11.8,9.85,9.25,10.88
Matteo Lovato,43318558.0,11.4,11.3,13.6,11.95,11.5,12.0
Matheus Fernandes,19250978.0,13.4,13.05,13.1,14.15,13.95,12.92
Luca Pellegrini,43252226.0,13.1,13.6,13.0,13.2,12.7,13.0
Marc Roca,67211094.0,12.5,11.3,12.9,13.4,12.8,11.17
Óscar Aranda,2000052060.0,11.25,12.9,8.3,11.95,12.6,12.5
Wojciech Szczęsny,28009478.0,7.45,5.7,8.75,9.45,8.35,6.46
Emiliano Gomez,2000627371.0,13.1,15.0,10.6,14.2,14.1,13.83
Pau López,67178152.0,8.3,8.35,10.3,9.75,9.25,8.58
Željko Spasić,2000211135.0,14.25,15.1,12.5,14.95,14.7,15.08
Maxi Gómez,78078886.0,12.45,13.0,11.8,12.9,13.4,13.5
Aníbal Moreno,14204631.0,13.3,12.7,13.1,14.35,14.15,11.83
Mady Camara,89058721.0,13.9,13.85,14.5,14.35,13.9,13.42
Patrick Anonam,2000194988.0,11.4,11.25,12.85,11.35,11.25,11.79
Giuseppe Andretta,2000567838.0,10.0,10.1,10.95,10.2,9.7,11.21
Ibrahim Irié Bi,2000567842.0,9.35,11.3,7.5,10.25,10.1,11.5
Federico Della Torre,2000649129.0,13.4,14.5,11.5,13.7,13.9,13.5
Luca Chirico,2000507838.0,14.25,14.85,12.3,14.5,14.1,14.38
