Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Eljif Elmas,47064795.0,10.0,13.5,14.5,16.0,14.33,16.17,12.0,13.75
Domenico Cifeca,2000627365.0,14.0,15.12,14.25,10.67,6.83,9.17,13.5,14.08
Rui Castro,2000434830.0,7.83,11.88,11.5,11.83,11.83,11.0,9.0,11.42
Rui Quintanilha,2000567666.0,10.0,12.0,11.0,8.67,5.5,10.67,7.0,8.83
Giuseppe Fieramonti,2000507377.0,7.33,14.0,13.5,13.0,13.67,14.67,9.0,11.67
Andrea Marras,2000436326.0,6.5,13.62,13.5,13.67,11.83,14.67,7.0,12.0
Jaroslav Rusnak,2000434077.0,4.67,13.88,16.0,10.5,12.33,12.83,10.5,10.25
Maurizio Tagliani,2000434020.0,7.67,14.0,16.5,10.5,7.33,13.67,14.0,10.33
Ivan Stanić,2000431844.0,10.5,11.88,11.0,14.0,9.67,14.17,8.5,11.75
Facundo Duffard,2000418611.0,4.83,12.62,14.0,11.83,13.17,11.67,6.5,10.42
Diego Valdés,2000415618.0,5.67,13.88,14.0,13.83,13.0,16.5,12.5,11.58
Peter Toth,2000290755.0,6.17,13.62,13.0,12.67,11.5,11.33,13.0,12.17
Victor De Martino,2000193930.0,12.0,14.38,11.5,10.67,8.17,10.67,12.25,12.17
Agostino Santoni,2000193927.0,11.67,13.12,11.25,7.33,6.67,7.17,12.0,10.92
Carlos Peña,2000192897.0,12.33,13.75,15.0,10.67,9.0,10.33,8.5,12.17
Nélio Viveiros,2000192852.0,5.5,12.75,11.5,13.17,12.17,14.17,14.5,13.08
Andrea Merli,2000192307.0,6.83,13.38,15.0,8.0,6.67,11.33,10.5,8.75
Russel Abega,2000188792.0,14.33,13.25,13.5,7.67,7.33,6.67,14.5,13.0
Fabián Luzzi,2000048404.0,6.17,13.0,14.0,11.83,13.17,13.83,14.0,10.92
Marco Friedl,91143703.0,12.0,12.75,14.0,11.67,11.33,11.33,13.5,13.17
Alessandro Ruggiu,43500722.0,4.83,6.75,8.0,6.67,3.17,3.17,10.25,12.08
Giovanni Di Lorenzo,43075156.0,14.0,10.0,9.5,10.33,12.67,11.0,12.0,13.83
Rohan Evans,2000567837.0,14.67,15.25,14.0,9.67,9.67,10.83,13.0,13.0
Alê,2000369925.0,13.67,12.75,12.5,9.0,8.67,6.33,13.5,12.0
Matteo Lovato,43318558.0,14.67,14.75,14.5,10.17,8.17,10.17,15.5,14.75
Matheus Fernandes,19250978.0,13.33,13.88,12.5,13.67,12.83,14.33,12.25,13.33
Luca Pellegrini,43252226.0,12.33,13.75,14.0,12.33,11.33,13.33,10.0,13.33
Marc Roca,67211094.0,12.33,12.0,12.0,13.0,11.67,12.0,10.5,12.67
Óscar Aranda,2000052060.0,5.17,11.62,15.5,9.67,14.0,15.67,10.5,8.75
Wojciech Szczęsny,28009478.0,7.17,5.0,4.0,10.83,7.83,8.0,10.25,13.83
Emiliano Gomez,2000627371.0,5.33,14.25,16.5,14.0,12.0,15.67,8.0,10.5
Pau López,67178152.0,7.0,10.38,10.0,9.17,6.0,7.5,9.75,13.0
Željko Spasić,2000211135.0,8.83,15.88,14.0,16.0,14.17,15.33,15.0,13.08
Maxi Gómez,78078886.0,8.33,14.5,12.0,11.33,15.33,11.67,16.0,15.33
Aníbal Moreno,14204631.0,11.33,13.88,14.75,13.0,14.0,12.67,7.5,12.75
Mady Camara,89058721.0,15.0,15.0,14.0,14.0,12.83,12.83,11.25,14.67
Patrick Anonam,2000194988.0,14.33,13.38,14.25,7.0,10.5,10.33,14.5,14.08
Giuseppe Andretta,2000567838.0,11.0,11.62,12.25,8.17,8.17,8.17,16.75,11.92
Ibrahim Irié Bi,2000567842.0,6.17,11.38,12.25,12.83,9.0,11.5,12.5,8.0
Federico Della Torre,2000649129.0,6.67,13.0,14.5,13.67,13.33,14.67,8.5,13.33
Luca Chirico,2000507838.0,9.0,14.88,14.0,14.0,13.33,16.0,12.0,13.58
