Player,UID,AF,CF,DLF,F9,P,PF,TM
Eljif Elmas,47064795.0,14.6,14.35,15.0,15.05,14.6,13.55,13.8
Domenico Cifeca,2000627365.0,11.85,11.0,11.3,10.5,11.85,13.7,12.4
Rui Castro,2000434830.0,11.7,10.65,11.55,11.1,11.7,11.45,11.2
Rui Quintanilha,2000567666.0,9.3,9.5,10.25,9.75,9.3,10.05,9.4
Giuseppe Fieramonti,2000507377.0,13.5,13.0,13.7,13.3,13.5,13.0,12.2
Andrea Marras,2000436326.0,12.9,12.25,13.6,13.6,12.9,11.25,11.6
Jaroslav Rusnak,2000434077.0,13.35,11.3,11.7,11.15,13.35,12.9,10.7
Maurizio Tagliani,2000434020.0,12.4,11.35,11.6,11.8,12.4,11.55,11.5
Ivan Stanić,2000431844.0,10.95,12.95,13.7,13.45,10.95,10.8,11.35
Facundo Duffard,2000418611.0,13.2,10.85,12.55,12.3,13.2,11.35,10.9
Diego Valdés,2000415618.0,13.55,13.6,14.3,13.75,13.55,12.3,13.3
Peter Toth,2000290755.0,12.3,12.25,13.2,12.2,12.3,11.95,13.0
Victor De Martino,2000193930.0,11.7,10.3,11.4,11.2,11.7,11.45,11.55
Agostino Santoni,2000193927.0,9.3,9.25,9.85,8.6,9.3,10.55,9.85
Carlos Peña,2000192897.0,12.4,10.8,11.35,11.2,12.4,13.05,10.5
Nélio Viveiros,2000192852.0,13.15,13.0,13.0,12.8,13.15,12.0,12.45
Andrea Merli,2000192307.0,11.35,9.45,10.1,10.15,11.35,10.7,9.7
Russel Abega,2000188792.0,10.8,9.4,10.8,9.8,10.8,11.1,10.5
Fabián Luzzi,2000048404.0,13.55,12.7,12.1,11.9,13.55,12.3,12.55
Marco Friedl,91143703.0,12.3,11.6,12.95,12.0,12.3,11.95,12.3
Alessandro Ruggiu,43500722.0,6.15,5.65,6.95,6.45,6.15,7.3,7.3
Giovanni Di Lorenzo,43075156.0,11.2,12.4,12.8,12.7,11.2,11.6,12.5
Rohan Evans,2000567837.0,12.6,11.5,12.85,11.9,12.6,12.3,11.9
Alê,2000369925.0,11.0,10.2,10.75,9.6,11.0,11.75,11.4
Matteo Lovato,43318558.0,12.15,11.75,12.4,11.0,12.15,12.85,12.4
Matheus Fernandes,19250978.0,13.7,13.3,13.6,13.7,13.7,12.55,13.15
Luca Pellegrini,43252226.0,13.0,12.6,13.5,13.5,13.0,13.2,12.3
Marc Roca,67211094.0,11.9,12.8,13.7,12.7,11.9,12.0,12.5
Óscar Aranda,2000052060.0,14.25,11.35,12.1,12.95,14.25,11.3,11.9
Wojciech Szczęsny,28009478.0,6.25,8.65,10.95,9.15,6.25,7.05,8.8
Emiliano Gomez,2000627371.0,14.1,13.1,13.1,13.3,14.1,13.7,12.2
Pau López,67178152.0,8.75,8.6,10.1,8.8,8.75,8.75,9.1
Željko Spasić,2000211135.0,14.9,15.05,15.05,14.6,14.9,14.7,15.65
Maxi Gómez,78078886.0,13.8,14.0,14.0,12.7,13.8,14.3,15.2
Aníbal Moreno,14204631.0,14.1,14.05,14.45,13.6,14.1,13.7,12.9
Mady Camara,89058721.0,13.65,13.55,14.1,13.4,13.65,14.65,13.15
Patrick Anonam,2000194988.0,12.15,11.6,12.1,10.65,12.15,12.7,12.65
Giuseppe Andretta,2000567838.0,10.85,9.75,9.65,8.85,10.85,11.1,10.8
Ibrahim Irié Bi,2000567842.0,10.7,9.35,10.15,10.45,10.7,8.9,9.45
Federico Della Torre,2000649129.0,13.8,12.9,13.6,14.1,13.8,13.4,13.1
Luca Chirico,2000507838.0,14.15,14.2,14.75,14.45,14.15,13.5,14.25
