Player,UID,FB,WB,IWB,CWB,NNFB
Adam Karabec,25062522.0,11.9,12.05,12.0,12.58,10.8
Bryan Rugani,2000567826.0,9.9,10.15,10.2,11.12,9.0
Lorenzo Micucci,2000567825.0,9.2,9.5,7.95,10.04,7.55
Mattia Napoli,2000507848.0,12.05,10.3,10.8,9.92,12.85
Paolo Di Napoli,2000507831.0,11.9,10.6,11.55,10.96,11.0
Marco Saporito,2000507393.0,11.1,10.85,11.9,11.92,11.75
Enrico Taurino,2000435791.0,10.05,9.95,10.3,10.35,10.1
Gregorio Poggi,2000434780.0,11.4,11.95,11.25,12.31,9.7
Adolfo Torrisi,2000326083.0,11.5,12.1,12.0,12.69,11.7
Filippo Ricciardi,2000324317.0,10.55,11.4,11.15,11.92,9.15
Georgi Atanasov,22083648.0,10.05,10.8,10.05,11.15,9.1
Sávio,2000011972.0,10.7,11.2,10.7,11.92,9.5
Simone Felugo,2000193649.0,10.5,10.45,10.6,11.12,9.95
Gianmario Minelli,2000192822.0,11.5,11.55,11.85,12.27,10.4
Godwin Ackah,2000192606.0,9.6,9.85,10.1,10.81,8.85
Nicolò Brighi,2000192605.0,11.85,10.25,10.35,9.85,11.15
Raimondo Gadau,2000192601.0,10.05,10.8,8.6,10.46,9.85
Vasilis Zagaritis,36151881.0,14.0,13.7,13.3,13.5,13.5
Dinko Mandura,2000186481.0,11.6,12.0,11.7,12.46,10.7
Borys Bococi,2000461608.0,10.8,11.0,10.4,11.54,10.3
Francesco Petrini,2000435442.0,11.5,10.9,11.1,11.46,9.9
Lorenzo Campadelli,2000435439.0,12.2,10.85,12.35,11.42,12.15
Alex Zanut,2000194920.0,9.55,10.05,8.75,10.12,8.2
Vincenzo Puccinelli,2000192602.0,10.2,11.2,9.4,11.0,9.15
Imran Louza,48038017.0,12.4,12.15,12.6,12.69,11.95
Nicolò Armini,43373238.0,13.55,12.2,13.1,12.12,13.9
Emerson,19158043.0,11.9,12.2,12.6,12.62,11.7
Nicolás Tagliafico,14008030.0,13.85,12.75,14.75,13.08,14.6
Andrea Chiappetta,2000567823.0,7.7,9.55,7.0,10.19,6.95
Manuel Santos,2000439547.0,11.7,11.9,11.4,12.54,10.4
Gianmarco Solagna,2000323862.0,10.6,9.9,11.2,11.15,9.7
Rodrigo Gomes,83333463.0,11.75,12.55,11.85,12.88,11.45
Marcos Paulo,19354619.0,11.2,11.55,11.5,12.04,11.1
Emiliano Buono,2000567820.0,5.3,4.6,3.6,4.58,5.55
Marcello Carrieri,2000437682.0,7.65,5.75,6.7,5.81,8.25
Tim Rönning,93065015.0,11.0,6.65,10.05,6.96,10.75
Andrea Bianchini,43266746.0,8.75,6.85,7.6,6.73,8.85
Nahitan Nández,78067241.0,13.6,13.0,13.7,12.85,14.4
Hamed Junior Traoré,43317933.0,12.3,12.45,13.0,13.12,11.6
Paulo Dybala,14044150.0,8.9,9.2,10.9,11.15,8.4
Damiano Manzella,2000438268.0,13.6,12.6,13.15,12.5,14.4
Alessandro Alborghetti,2000566976.0,11.7,9.95,10.75,10.35,11.5
Umberto Lettieri,2000567821.0,14.2,13.2,13.7,12.69,13.7
Pol Lirola,67211095.0,11.85,12.1,11.8,12.42,11.8
Lisandro Martínez,14167329.0,13.3,12.35,13.8,12.81,13.5
Matteo Gabbia,43266774.0,14.4,12.5,14.2,12.62,14.2
