Player,UID,Aerial,Awareness,Clearing,Closing,Control,Creativity,Crossing,Decision,Defensive,Dribbling,Focus,Endeavour,Intelligence,Marking,Mobility,Movement,Off The Ball,Passing,Physical,Shooting,Tackling
Adam Karabec,25062522.0,15.0,11.33,11.0,12.5,14.5,15.0,12.17,12.0,12.5,13.5,12.25,10.75,13.2,10.83,15.5,12.33,14.0,14.5,15.5,12.0,7.5
Bryan Rugani,2000567826.0,11.0,13.67,10.0,8.75,16.5,14.17,12.0,13.5,8.75,15.5,10.0,7.62,13.9,8.0,13.5,13.67,14.0,13.0,14.0,11.67,4.0
Lorenzo Micucci,2000567825.0,9.0,10.67,13.0,11.0,12.0,8.5,12.0,9.5,11.0,11.0,9.75,9.88,9.9,7.83,15.75,9.0,11.0,12.25,13.0,9.33,4.0
Mattia Napoli,2000507848.0,13.0,10.5,11.0,13.25,9.0,8.33,8.17,11.25,13.25,7.0,10.25,13.0,9.0,13.17,12.0,11.33,5.5,8.75,15.5,7.5,16.0
Paolo Di Napoli,2000507831.0,13.0,13.83,10.0,12.25,11.75,9.0,10.0,13.25,12.25,10.5,11.75,12.38,11.2,12.17,13.75,13.0,8.5,11.75,12.5,8.67,11.0
Marco Saporito,2000507393.0,17.0,13.5,9.0,12.5,16.25,12.0,13.83,13.25,12.5,12.5,11.25,13.62,13.0,11.33,14.62,12.67,9.5,15.25,17.0,13.17,10.0
Enrico Taurino,2000435791.0,12.0,13.17,7.0,10.75,12.25,14.0,10.5,11.75,10.75,12.0,11.75,12.38,13.4,9.17,12.12,12.67,13.5,11.5,10.5,9.67,8.0
Gregorio Poggi,2000434780.0,9.0,11.67,7.5,10.0,14.25,12.0,12.0,12.0,10.0,12.5,8.0,10.5,11.9,9.67,14.12,11.83,14.5,13.25,12.0,10.67,8.0
Adolfo Torrisi,2000326083.0,7.0,12.17,8.0,10.0,14.5,13.33,13.0,13.0,10.0,15.25,10.5,14.38,12.8,9.83,13.5,12.83,15.5,15.0,13.25,11.0,6.0
Filippo Ricciardi,2000324317.0,9.0,12.5,8.0,9.0,12.5,14.33,12.17,13.0,9.0,13.75,10.0,9.5,13.8,8.0,15.12,12.5,16.5,14.0,13.5,10.67,9.5
Georgi Atanasov,22083648.0,13.0,12.67,11.0,10.25,12.5,11.5,12.5,10.75,10.25,13.5,10.25,10.25,11.9,8.0,12.88,11.5,14.0,12.5,12.75,12.33,8.5
Sávio,2000011972.0,7.0,13.67,3.0,10.0,15.0,13.67,13.67,12.0,10.0,15.0,12.0,12.0,13.6,8.67,15.0,12.67,13.0,14.0,12.0,11.67,3.0
Simone Felugo,2000193649.0,7.0,13.17,13.0,10.5,14.0,11.67,12.67,12.25,10.5,13.25,11.75,10.62,12.4,8.33,12.5,12.33,13.5,13.5,13.75,12.0,7.0
Gianmario Minelli,2000192822.0,7.5,13.33,9.5,11.0,14.5,11.67,11.33,14.5,11.0,13.0,9.5,10.75,12.8,10.83,12.0,13.33,15.0,14.0,10.75,10.17,10.0
Godwin Ackah,2000192606.0,5.0,11.5,7.0,12.0,14.0,11.33,12.0,10.75,12.0,11.25,10.25,11.62,11.6,9.33,14.5,10.67,10.5,13.5,12.75,10.33,5.0
Nicolò Brighi,2000192605.0,17.0,11.0,8.0,8.25,8.25,9.5,8.33,14.75,8.25,8.5,10.5,11.25,10.5,9.17,11.0,12.83,7.0,8.5,9.5,6.17,12.0
Raimondo Gadau,2000192601.0,12.0,9.0,7.0,8.5,9.0,9.17,9.83,11.75,8.5,8.5,8.25,14.25,9.7,7.0,16.0,9.83,12.0,9.0,13.75,6.17,9.0
Vasilis Zagaritis,36151881.0,9.0,13.33,10.0,13.75,12.75,13.0,12.83,14.5,13.75,12.25,13.25,13.88,12.8,13.17,15.25,14.67,14.0,12.75,13.5,9.67,13.0
Dinko Mandura,2000186481.0,12.0,13.33,9.0,11.5,15.0,14.0,11.67,12.5,11.5,14.5,10.5,13.0,13.8,10.0,15.75,12.67,17.0,14.0,14.0,12.67,7.0
Borys Bococi,2000461608.0,7.0,11.67,14.0,10.5,15.0,14.67,11.33,11.0,10.5,14.5,11.0,12.75,12.6,9.0,15.25,12.67,15.0,13.5,15.0,16.0,7.0
Francesco Petrini,2000435442.0,10.0,13.0,9.0,11.5,14.0,13.0,11.0,16.0,11.5,10.5,11.5,10.0,13.2,11.0,12.5,14.67,14.0,12.0,13.5,12.67,4.0
Lorenzo Campadelli,2000435439.0,11.5,15.5,17.5,10.75,13.0,11.67,12.17,14.25,10.75,10.5,10.75,13.5,13.3,10.33,12.88,14.5,10.0,13.5,13.75,10.17,11.0
Alex Zanut,2000194920.0,12.0,10.5,6.0,7.75,10.5,11.67,10.17,10.75,7.75,10.75,10.75,10.62,11.2,6.17,15.38,10.67,12.5,10.0,13.0,8.67,6.0
Vincenzo Puccinelli,2000192602.0,14.0,7.17,8.0,8.0,10.0,11.33,10.0,11.5,8.0,11.25,8.0,9.5,9.6,8.17,15.25,10.17,12.5,10.5,13.75,6.67,6.0
Imran Louza,48038017.0,6.0,13.17,7.0,14.5,14.75,12.67,13.5,13.75,14.5,12.5,13.75,13.75,13.2,13.0,12.75,13.0,12.5,14.25,11.25,12.33,8.0
Nicolò Armini,43373238.0,14.0,11.0,12.0,12.5,11.75,12.67,10.33,12.5,12.5,11.25,12.75,14.25,11.6,12.67,13.62,12.67,7.0,12.25,14.5,8.67,14.0
Emerson,19158043.0,8.0,12.67,9.0,12.5,14.5,13.0,14.33,12.5,12.5,12.5,13.0,12.5,12.8,12.33,11.25,12.67,15.0,13.5,11.5,11.33,14.0
Nicolás Tagliafico,14008030.0,13.0,15.5,15.0,14.25,13.25,13.33,13.67,14.25,14.25,11.0,14.75,16.25,14.0,14.83,10.38,15.0,13.5,13.75,11.0,8.33,18.0
Andrea Chiappetta,2000567823.0,7.0,6.83,6.0,7.75,13.5,10.83,12.33,11.5,7.75,13.75,8.0,8.12,9.3,5.83,13.75,9.83,11.5,12.0,12.25,9.33,2.0
Manuel Santos,2000439547.0,8.0,14.33,8.0,11.5,16.0,14.33,14.67,15.5,11.5,15.0,11.5,12.5,14.6,10.33,14.25,14.67,13.0,14.5,13.0,12.67,5.0
Gianmarco Solagna,2000323862.0,13.0,14.0,12.0,11.0,14.5,14.33,13.67,16.5,11.0,13.0,11.5,10.5,14.6,10.0,11.75,15.0,13.0,16.5,14.5,13.0,8.0
Rodrigo Gomes,83333463.0,7.0,14.0,10.0,11.5,15.0,15.0,14.33,12.5,11.5,16.5,13.0,13.25,14.2,10.33,14.5,13.67,15.0,14.0,12.5,13.33,6.5
Marcos Paulo,19354619.0,14.0,12.33,11.0,9.5,14.0,14.0,13.5,13.0,9.5,14.5,10.75,12.5,13.2,8.5,13.0,13.0,12.0,14.0,12.0,13.67,7.5
Emiliano Buono,2000567820.0,10.5,1.33,0.0,10.0,3.5,4.83,3.0,5.25,10.0,1.25,5.75,7.38,2.9,6.67,11.62,4.83,0.0,4.5,9.0,0.83,0.0
Marcello Carrieri,2000437682.0,14.5,5.33,1.0,8.0,5.25,8.0,5.33,9.5,8.0,4.25,9.75,10.75,6.4,5.83,13.0,9.0,2.0,7.0,14.0,4.33,1.0
Tim Rönning,93065015.0,18.0,14.67,2.0,14.25,7.0,10.5,6.17,16.75,14.25,4.0,15.25,11.75,12.1,10.17,11.75,16.17,3.0,8.25,15.25,3.33,3.0
Andrea Bianchini,43266746.0,15.0,8.83,6.0,12.0,6.0,8.33,5.0,8.75,12.0,3.5,11.25,9.88,8.2,8.83,11.75,9.33,6.5,6.25,11.0,3.67,3.0
Nahitan Nández,78067241.0,7.0,14.33,7.0,12.0,12.0,12.67,12.33,13.5,12.0,11.5,13.5,16.75,13.4,12.0,13.0,13.67,15.0,12.5,13.5,11.67,15.0
Hamed Junior Traoré,43317933.0,7.0,15.33,8.0,10.75,15.0,15.17,14.0,14.5,10.75,16.0,13.0,12.62,15.3,10.33,15.0,14.67,16.0,15.5,13.0,13.0,9.0
Paulo Dybala,14044150.0,6.0,15.0,12.0,11.5,18.5,15.67,16.33,13.5,11.5,14.5,13.0,11.75,15.2,8.0,11.0,14.33,16.0,17.0,11.5,16.33,2.0
Damiano Manzella,2000438268.0,12.0,10.5,7.0,13.25,11.75,12.0,11.67,13.0,13.25,12.75,13.5,14.38,11.0,13.17,13.5,12.83,9.5,14.0,14.5,8.5,16.0
Alessandro Alborghetti,2000566976.0,10.0,12.5,12.0,10.0,12.0,13.17,11.17,16.0,10.0,11.5,10.0,13.5,12.8,9.67,12.25,15.0,5.0,12.5,11.5,7.17,11.0
Umberto Lettieri,2000567821.0,17.0,11.67,12.0,13.0,10.5,10.67,10.33,12.0,13.0,9.5,13.0,13.25,11.0,13.0,14.75,12.0,8.0,10.5,15.5,8.33,16.0
Pol Lirola,67211095.0,11.0,10.33,9.0,11.0,13.75,12.0,14.0,11.5,11.0,13.25,12.25,13.0,11.2,11.0,13.38,11.33,11.0,14.25,12.0,10.67,12.0
Lisandro Martínez,14167329.0,12.0,13.33,14.0,13.5,14.0,14.0,12.83,13.5,13.5,13.0,13.5,12.75,13.4,14.33,13.5,14.0,11.0,15.0,14.0,10.0,13.0
Matteo Gabbia,43266774.0,15.0,14.33,13.0,14.0,13.0,12.33,11.33,14.0,14.0,10.5,13.5,13.0,12.8,14.33,14.0,14.67,9.0,13.0,14.5,10.0,15.0
