Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Adam Karabec,25062522.0,12.9,12.7,10.9,13.5,13.35,13.35,14.1,12.4
Bryan Rugani,2000567826.0,12.2,12.15,9.75,12.7,12.6,13.45,14.3,10.95
Lorenzo Micucci,2000567825.0,10.3,9.65,8.8,10.05,9.95,11.0,11.05,8.7
Mattia Napoli,2000507848.0,10.25,8.85,12.95,10.15,10.2,8.65,8.9,11.15
Paolo Di Napoli,2000507831.0,12.05,10.85,11.4,11.5,11.95,11.45,12.0,11.7
Marco Saporito,2000507393.0,13.5,12.85,12.05,12.75,13.5,13.7,13.9,11.95
Enrico Taurino,2000435791.0,11.8,11.4,10.6,11.55,11.6,12.9,12.65,10.65
Gregorio Poggi,2000434780.0,11.45,11.65,9.95,13.05,12.8,12.4,13.0,11.55
Adolfo Torrisi,2000326083.0,12.5,12.5,11.95,13.95,13.6,13.2,14.35,12.45
Filippo Ricciardi,2000324317.0,11.9,12.25,9.7,12.7,12.5,13.5,14.8,11.7
Georgi Atanasov,22083648.0,11.5,11.7,9.9,11.5,11.45,12.4,12.7,10.5
Sávio,2000011972.0,12.6,12.6,10.1,12.5,12.7,13.9,14.1,11.0
Simone Felugo,2000193649.0,12.5,12.2,10.85,12.3,12.35,12.65,12.8,11.25
Gianmario Minelli,2000192822.0,12.45,12.2,10.85,13.35,13.25,12.75,13.25,12.3
Godwin Ackah,2000192606.0,11.6,11.3,9.45,11.7,12.05,12.75,12.8,10.45
Nicolò Brighi,2000192605.0,10.0,9.05,11.8,10.5,10.45,8.95,9.15,11.55
Raimondo Gadau,2000192601.0,8.75,9.05,10.7,10.15,9.8,10.4,10.8,9.7
Vasilis Zagaritis,36151881.0,13.35,13.35,13.7,13.95,13.65,13.7,13.65,13.9
Dinko Mandura,2000186481.0,13.0,12.9,11.1,13.6,13.5,13.7,14.8,11.9
Borys Bococi,2000461608.0,12.2,11.8,10.5,12.6,12.2,13.1,13.9,10.9
Francesco Petrini,2000435442.0,12.2,11.8,10.6,13.6,13.2,12.5,12.5,12.3
Lorenzo Campadelli,2000435439.0,12.95,12.05,12.85,13.0,13.5,12.65,12.75,12.75
Alex Zanut,2000194920.0,9.95,10.3,8.8,10.05,10.0,11.5,11.95,9.4
Vincenzo Puccinelli,2000192602.0,9.2,9.8,9.1,11.05,10.4,10.5,11.85,10.25
Imran Louza,48038017.0,13.7,13.25,12.35,13.65,13.8,13.5,12.95,12.95
Nicolò Armini,43373238.0,12.3,11.25,13.65,12.55,12.8,11.2,11.75,13.35
Emerson,19158043.0,12.9,13.5,11.8,12.9,12.6,13.4,13.0,12.7
Nicolás Tagliafico,14008030.0,14.05,13.95,14.7,13.9,13.85,13.55,13.1,14.7
Andrea Chiappetta,2000567823.0,9.4,9.85,7.55,10.35,9.8,11.15,11.65,8.5
Manuel Santos,2000439547.0,13.7,13.4,11.2,13.8,13.9,14.1,14.1,12.3
Gianmarco Solagna,2000323862.0,13.8,12.5,10.6,13.6,13.6,13.3,13.7,12.4
Rodrigo Gomes,83333463.0,13.5,13.8,11.75,13.3,13.3,14.7,14.8,12.05
Marcos Paulo,19354619.0,12.6,12.8,11.5,12.9,13.05,13.15,13.5,12.1
Emiliano Buono,2000567820.0,4.9,4.25,5.55,4.6,4.6,4.45,4.65,4.65
Marcello Carrieri,2000437682.0,7.95,6.95,8.55,7.6,7.75,7.0,8.0,8.1
Tim Rönning,93065015.0,12.6,9.85,12.45,11.25,11.95,9.7,9.7,12.2
Andrea Bianchini,43266746.0,8.7,7.55,9.5,8.3,8.35,7.7,7.7,8.4
Nahitan Nández,78067241.0,13.1,13.1,14.7,13.5,13.4,13.1,13.2,13.8
Hamed Junior Traoré,43317933.0,14.2,14.25,12.05,14.1,14.2,15.05,15.9,13.25
Paulo Dybala,14044150.0,14.4,14.7,9.6,14.1,14.1,15.6,15.2,11.9
Damiano Manzella,2000438268.0,13.15,11.9,14.1,12.95,12.9,11.65,12.3,13.55
Alessandro Alborghetti,2000566976.0,12.15,10.4,12.3,12.1,12.35,10.7,11.25,12.3
Umberto Lettieri,2000567821.0,11.7,11.4,13.6,12.4,12.7,11.1,11.7,13.7
Pol Lirola,67211095.0,12.3,12.25,11.65,12.15,12.1,12.5,12.45,11.95
Lisandro Martínez,14167329.0,14.0,13.15,13.1,13.6,13.8,13.45,13.8,13.6
Matteo Gabbia,43266774.0,13.8,12.8,14.1,13.5,13.9,12.6,12.8,14.2
