Player,UID,DM,AM,BWM,HB,SV,RGA
Adam Karabec,25062522.0,11.75,11.05,11.05,10.9,12.15,13.6
Bryan Rugani,2000567826.0,10.2,10.3,10.3,9.75,10.05,12.7
Lorenzo Micucci,2000567825.0,7.6,8.5,8.5,8.8,8.25,9.75
Mattia Napoli,2000507848.0,12.25,12.8,12.8,12.95,11.35,8.65
Paolo Di Napoli,2000507831.0,11.3,11.85,11.85,11.4,11.6,10.6
Marco Saporito,2000507393.0,11.35,11.1,11.1,12.05,11.65,12.75
Enrico Taurino,2000435791.0,10.2,10.05,10.05,10.6,10.35,12.05
Gregorio Poggi,2000434780.0,10.75,10.65,10.65,9.95,11.05,11.9
Adolfo Torrisi,2000326083.0,11.5,11.3,11.3,11.95,11.95,12.95
Filippo Ricciardi,2000324317.0,10.4,10.1,10.1,9.7,10.8,13.1
Georgi Atanasov,22083648.0,9.65,9.8,9.8,9.9,9.9,11.6
Sávio,2000011972.0,9.8,9.8,9.8,10.1,10.6,12.8
Simone Felugo,2000193649.0,10.55,10.7,10.7,10.85,10.45,12.2
Gianmario Minelli,2000192822.0,11.45,11.55,11.55,10.85,11.6,12.6
Godwin Ackah,2000192606.0,9.05,8.9,8.9,9.45,10.15,11.6
Nicolò Brighi,2000192605.0,11.95,12.5,12.5,11.8,10.45,9.0
Raimondo Gadau,2000192601.0,9.2,9.35,9.35,10.7,8.75,8.95
Vasilis Zagaritis,36151881.0,13.8,13.7,13.7,13.7,13.55,12.95
Dinko Mandura,2000186481.0,11.1,10.8,10.8,11.1,11.3,13.7
Borys Bococi,2000461608.0,10.5,9.9,9.9,10.5,10.7,12.5
Francesco Petrini,2000435442.0,11.8,12.0,12.0,10.6,11.5,12.1
Lorenzo Campadelli,2000435439.0,12.3,12.75,12.75,12.85,12.05,11.9
Alex Zanut,2000194920.0,8.7,8.35,8.35,8.8,8.7,10.45
Vincenzo Puccinelli,2000192602.0,10.0,9.3,9.3,9.1,9.55,10.05
Imran Louza,48038017.0,12.15,12.2,12.2,12.35,12.75,13.35
Nicolò Armini,43373238.0,13.85,13.45,13.45,13.65,13.35,11.65
Emerson,19158043.0,12.0,12.1,12.1,11.8,12.7,13.3
Nicolás Tagliafico,14008030.0,14.1,14.65,14.65,14.7,14.9,13.8
Andrea Chiappetta,2000567823.0,7.3,6.6,6.6,7.55,7.5,9.65
Manuel Santos,2000439547.0,11.5,11.6,11.6,11.2,11.3,13.4
Gianmarco Solagna,2000323862.0,11.5,11.6,11.6,10.6,11.3,13.2
Rodrigo Gomes,83333463.0,11.45,11.15,11.15,11.75,11.75,13.8
Marcos Paulo,19354619.0,11.35,10.85,10.85,11.5,11.15,12.9
Emiliano Buono,2000567820.0,4.3,3.25,3.25,5.55,4.45,4.25
Marcello Carrieri,2000437682.0,8.2,7.2,7.2,8.55,7.05,6.9
Tim Rönning,93065015.0,12.2,12.65,12.65,12.45,10.5,9.85
Andrea Bianchini,43266746.0,8.15,8.2,8.2,9.5,8.15,7.9
Nahitan Nández,78067241.0,13.8,14.1,14.1,14.7,13.5,13.1
Hamed Junior Traoré,43317933.0,12.2,12.1,12.1,12.05,12.55,14.7
Paulo Dybala,14044150.0,9.2,9.1,9.1,9.6,10.9,14.9
Damiano Manzella,2000438268.0,14.05,13.45,13.45,14.1,13.5,11.95
Alessandro Alborghetti,2000566976.0,11.9,12.1,12.1,12.3,11.0,10.7
Umberto Lettieri,2000567821.0,13.9,13.9,13.9,13.6,13.8,11.2
Pol Lirola,67211095.0,11.55,11.15,11.15,11.65,11.95,12.05
Lisandro Martínez,14167329.0,13.7,13.4,13.4,13.1,13.9,13.5
Matteo Gabbia,43266774.0,14.5,14.5,14.5,14.1,14.2,12.7
