Player,UID,AMC,AP,T,SS,AM,EG
Andrés Céspedes,2000043877.0,9.0,8.05,9.0,7.4,8.3,6.95
José Curras,67294881.0,12.4,11.7,12.4,11.6,11.95,11.05
Arnau Comas,67258409.0,11.3,10.7,11.3,10.15,10.8,10.45
Samir Kacem,2000433838.0,12.2,11.4,12.2,11.25,11.75,10.9
Javi López,67293674.0,12.55,12.55,12.55,11.85,12.55,12.65
Borja Sainz,67277845.0,11.95,12.65,11.95,12.3,12.25,13.0
Adil Aouchiche,49048441.0,12.25,12.75,12.25,12.25,12.65,13.25
Xabier Garmendia,2000631378.0,14.95,15.05,14.95,15.7,15.3,15.2
Ander Imaz,2000439533.0,11.7,12.4,11.7,12.5,12.55,13.05
Rafa Mir,67221051.0,11.9,12.0,11.9,12.5,12.15,12.35
Alexander Sørloth,53063430.0,12.8,12.6,12.8,13.0,12.75,12.75
Arnar Bragason,2000357424.0,11.4,10.5,11.4,11.45,11.7,10.7
Carlos Abad,67198215.0,10.85,9.95,10.85,9.0,9.85,8.55
Lirim Kastrati,24058534.0,10.8,11.0,10.8,11.5,11.4,11.8
Joseph Ngwem,2000202611.0,11.5,11.8,11.5,12.5,12.4,12.5
Asier Rodríguez,2000572954.0,11.45,12.0,11.45,11.35,11.75,12.3
David Martínez,14136117.0,12.5,11.9,12.5,11.6,12.5,11.7
Luca Sangalli,67190076.0,13.1,13.35,13.1,12.4,12.4,13.05
Birger Meling,29126536.0,12.1,11.6,12.1,11.35,11.5,10.95
Ibrahim Sangaré,48042717.0,12.7,12.65,12.7,11.9,12.45,12.65
Vyacheslav Karavaev,58076747.0,12.3,12.3,12.3,12.0,12.1,12.0
Schurrle,83223653.0,13.65,13.95,13.65,13.05,13.75,13.55
Suleimane Rodrigues,2000190096.0,12.5,12.55,12.5,12.7,12.95,12.85
Stefan Ranđelović,62247042.0,11.25,10.4,11.25,8.6,10.05,8.8
Rubén Garrido,2000515088.0,13.8,13.55,13.8,12.65,13.4,13.15
Karim El-Tayeb,2000068663.0,12.2,12.5,12.2,12.5,12.1,11.4
