Player,UID,AML,AMR,IW_AML,IW_AMR,W_AML,W_AMR,IF_AML,IF_AMR,WG_AML,WG_AMR
Andrés Céspedes,2000043877.0,8.3,8.3,8.3,8.3,7.55,7.55,7.4,7.4,7.58,7.58
José Curras,67294881.0,11.95,11.95,11.95,11.95,11.2,11.2,11.6,11.6,11.08,11.08
Arnau Comas,67258409.0,10.8,10.8,10.8,10.8,10.15,10.15,10.15,10.15,10.88,10.88
Samir Kacem,2000433838.0,11.75,11.75,11.75,11.75,10.9,10.9,11.25,11.25,11.08,11.08
Javi López,67293674.0,12.55,12.55,12.55,12.55,12.9,12.9,11.85,11.85,12.92,12.92
Borja Sainz,67277845.0,12.25,12.25,12.25,12.25,13.05,13.05,12.3,12.3,12.46,12.46
Adil Aouchiche,49048441.0,12.65,12.65,12.65,12.65,12.9,12.9,12.25,12.25,12.58,12.58
Xabier Garmendia,2000631378.0,15.3,15.3,15.3,15.3,14.5,14.5,15.7,15.7,14.42,14.42
Ander Imaz,2000439533.0,12.55,12.55,12.55,12.55,13.7,13.7,12.5,12.5,12.42,12.42
Rafa Mir,67221051.0,12.15,12.15,12.15,12.15,12.5,12.5,12.5,12.5,12.92,12.92
Alexander Sørloth,53063430.0,12.75,12.75,12.75,12.75,12.4,12.4,13.0,13.0,12.75,12.75
Arnar Bragason,2000357424.0,11.7,11.7,11.7,11.7,10.45,10.45,11.45,11.45,10.54,10.54
Carlos Abad,67198215.0,9.85,9.85,9.85,9.85,7.05,7.05,9.0,9.0,7.21,7.21
Lirim Kastrati,24058534.0,11.4,11.4,11.4,11.4,13.3,13.3,11.5,11.5,12.25,12.25
Joseph Ngwem,2000202611.0,12.4,12.4,12.4,12.4,13.3,13.3,12.5,12.5,12.96,12.96
Asier Rodríguez,2000572954.0,11.75,11.75,11.75,11.75,12.9,12.9,11.35,11.35,11.92,11.92
David Martínez,14136117.0,12.5,12.5,12.5,12.5,11.0,11.0,11.6,11.6,11.17,11.17
Luca Sangalli,67190076.0,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,11.0,11.0
Birger Meling,29126536.0,11.5,11.5,11.5,11.5,11.45,11.45,11.35,11.35,10.71,10.71
Ibrahim Sangaré,48042717.0,12.45,12.45,12.45,12.45,12.05,12.05,11.9,11.9,12.42,12.42
Vyacheslav Karavaev,58076747.0,12.1,12.1,12.1,12.1,12.4,12.4,12.0,12.0,12.0,12.0
Schurrle,83223653.0,13.75,13.75,13.75,13.75,13.15,13.15,13.05,13.05,12.29,12.29
Suleimane Rodrigues,2000190096.0,12.95,12.95,12.95,12.95,11.45,11.45,12.7,12.7,11.25,11.25
Stefan Ranđelović,62247042.0,10.05,10.05,10.05,10.05,8.7,8.7,8.6,8.6,8.58,8.58
Rubén Garrido,2000515088.0,13.4,13.4,13.4,13.4,12.55,12.55,12.65,12.65,12.12,12.12
Karim El-Tayeb,2000068663.0,12.1,12.1,12.1,12.1,11.85,11.85,12.5,12.5,12.29,12.29
