Match,Player,UID
#GK,Andrés Céspedes,2000043877
#GK,Carlos Abad,67198215
#GK,Stefan Ranđelović,62247042
#DR,José Curras,67294881
#DR,Vyacheslav Karavaev,58076747
#DC,José Curras,67294881
#DC,Arnau Comas,67258409
#DC,Samir Kacem,2000433838
#DC,Arnar Bragason,2000357424
#DC,David Martínez,14136117
#DC,Ibrahim Sangaré,48042717
#DL,Samir Kacem,2000433838
#DL,Javi López,67293674
#DL,David Martínez,14136117
#DL,Birger Meling,29126536
#DL,Vyacheslav Karavaev,58076747
#WBR,José Curras,67294881
#WBR,Vyacheslav Karavaev,58076747
#DM,Arnau Comas,67258409
#DM,Samir Kacem,2000433838
#DM,Arnar Bragason,2000357424
#DM,Luca Sangalli,67190076
#DM,Ibrahim Sangaré,48042717
#WBL,Javi López,67293674
#WBL,Birger Meling,29126536
#MR,Borja Sainz,67277845
#MR,Lirim Kastrati,24058534
#MC,Adil Aouchiche,49048441
#MC,Xabier Garmendia,2000631378
#MC,Luca Sangalli,67190076
#MC,Ibrahim Sangaré,48042717
#MC,Schurrle,83223653
#MC,Suleimane Rodrigues,2000190096
#MC,Rubén Garrido,2000515088
#ML,Javi López,67293674
#ML,Borja Sainz,67277845
#ML,Ander Imaz,2000439533
#ML,Lirim Kastrati,24058534
#ML,Asier Rodríguez,2000572954
#ML,Birger Meling,29126536
#ML,Rubén Garrido,2000515088
#AMR,Borja Sainz,67277845
#AMR,Rafa Mir,67221051
#AMR,Lirim Kastrati,24058534
#AMR,Joseph Ngwem,2000202611
#AMR,Luca Sangalli,67190076
#AMC,Adil Aouchiche,49048441
#AMC,Rafa Mir,67221051
#AMC,Alexander Sørloth,53063430
#AMC,Schurrle,83223653
#AMC,Suleimane Rodrigues,2000190096
#AML,Ander Imaz,2000439533
#AML,Rafa Mir,67221051
#AML,Lirim Kastrati,24058534
#AML,Asier Rodríguez,2000572954
#AML,Birger Meling,29126536
#STC,Borja Sainz,67277845
#STC,Xabier Garmendia,2000631378
#STC,Ander Imaz,2000439533
#STC,Rafa Mir,67221051
#STC,Alexander Sørloth,53063430
#STC,Lirim Kastrati,24058534
#STC,Joseph Ngwem,2000202611
#STC,Karim El-Tayeb,2000068663
