Player,UID,DLP,Regista,BWM,BBM,CM,AP,Mezzala,Carrilero
Hans Garli,2000621604.0,13.8,13.2,12.0,13.2,13.3,13.8,14.1,12.4
Marat Shadrin,2000232973.0,12.3,11.9,11.7,12.9,13.2,13.4,14.1,12.0
Marash Kumbulla,43296495.0,14.1,12.7,15.2,13.4,13.8,12.0,12.3,15.0
Glaysson,2000607603.0,9.6,9.95,6.8,9.75,9.2,11.05,11.15,7.75
Luis González,2000561873.0,12.15,12.1,12.05,13.15,12.5,12.45,12.55,12.7
Mathias Jovanović,2000507455.0,11.7,10.15,7.9,9.1,10.85,10.4,10.85,9.25
Alessio Giustini,2000506990.0,10.85,10.5,10.5,11.9,11.65,11.2,11.9,10.95
Giuseppe Assogna,2000506989.0,5.4,4.7,5.55,4.35,4.35,5.6,5.8,4.6
Zahari Tanev,2000503649.0,13.05,11.65,13.7,13.8,13.3,11.9,12.6,13.65
Djérson,2000485898.0,12.55,12.55,9.8,12.25,12.4,13.85,14.25,10.75
Domiziano Cosimi,2000434782.0,13.4,11.9,13.6,13.6,13.8,11.3,11.7,14.2
Emanuele Tassinari,2000434778.0,11.7,11.75,11.8,12.3,12.35,12.25,12.55,12.15
Markos Bouroutzikas,2000232927.0,11.2,9.65,12.65,11.55,11.5,9.5,9.85,12.15
Arne Maier,91151073.0,14.5,13.5,12.3,13.8,14.3,14.2,13.9,13.4
Ulises Xavier Pérez Lazarte,2000541711.0,13.2,13.5,11.0,13.5,13.5,15.0,15.9,11.8
Leonardo Gazzola,2000506995.0,13.7,11.9,14.0,13.8,13.8,11.7,12.6,14.3
Dante Sottoriva,2000504182.0,14.4,14.3,12.0,15.0,14.6,15.2,15.2,13.7
Branko Kovačec-Buinac,2000436681.0,11.55,11.2,8.9,12.0,11.75,12.25,12.5,10.15
Mykola Matvienko,71075952.0,13.6,13.75,13.45,13.8,13.7,13.45,13.6,13.75
Fabio Depaoli,43161628.0,12.8,13.2,12.65,13.35,13.15,13.05,13.55,13.35
Andrea Belotti,43066936.0,13.1,12.5,13.05,13.3,12.9,12.7,12.9,12.65
Mario Pasalic,24021244.0,12.9,13.0,12.05,13.4,13.15,13.25,13.0,12.65
Bruno Amione,14216968.0,12.75,11.95,13.9,12.15,12.6,11.8,11.9,12.9
Petr Zich,2000436245.0,10.6,10.5,8.8,11.25,11.1,11.3,12.35,10.05
João Ramos,2000506993.0,12.6,11.2,14.85,13.15,13.3,11.25,12.15,13.8
Marijo Lizatović,2000439945.0,13.6,12.55,13.05,13.15,13.8,12.1,12.65,13.25
Giammarco Solimina,2000506991.0,13.2,13.45,11.9,12.65,13.4,14.05,14.3,12.65
Michael Woud,28106413.0,11.95,9.3,10.9,9.6,10.6,9.35,9.3,10.35
Frederico Plisca,2000537059.0,12.7,12.5,10.1,13.2,13.2,14.1,14.8,11.9
Massimo D'Andrea,2000566966.0,13.05,12.65,11.4,13.1,13.1,13.85,13.85,12.0
Christian Pulisic,92074020.0,13.5,13.6,11.7,14.0,14.0,14.6,14.8,12.9
Demba Thiam,43304017.0,9.65,8.8,9.2,8.9,8.85,8.6,8.7,9.0
Emil Audero,43152255.0,11.8,9.45,12.1,10.55,11.65,9.35,9.65,11.2
Angelo Raimondi,2000434779.0,12.4,11.7,13.3,12.3,12.5,11.4,12.0,13.4
Gonzalo Villar,67219031.0,15.65,14.65,13.3,15.15,15.55,15.2,15.75,14.75
Ibañez,19337893.0,14.0,12.7,14.7,13.3,13.7,12.9,13.3,14.3
Marcelo Biedrzicki,2000566970.0,14.5,14.3,11.8,14.1,14.3,15.2,16.0,13.1
Rafael Brito,83243058.0,13.95,13.1,12.75,13.6,13.7,13.25,13.3,13.85
Amine Gouiri,48044735.0,13.3,13.0,11.3,13.2,13.0,14.1,14.6,11.7
Matteo Cardinali,43372028.0,10.45,8.35,9.7,8.45,9.3,8.6,8.7,8.95
Lorenzo Pellegrini,43094100.0,14.75,15.05,12.95,14.75,14.85,15.3,14.7,13.85
