Player,UID,Defending,Physical,Speed,Vision,Attacking,Technical,Aerial,Mental
Hans Garli,2000621604.0,10.33,14.25,12.5,14.0,12.33,13.0,11.0,13.17
Marat Shadrin,2000232973.0,8.33,15.75,16.0,11.0,10.33,15.33,13.5,11.17
Marash Kumbulla,43296495.0,16.33,14.5,12.5,10.33,9.0,10.67,17.0,15.17
Glaysson,2000607603.0,3.5,11.25,14.0,11.0,10.33,13.17,6.5,6.67
Luis González,2000561873.0,11.0,14.38,14.0,11.67,12.0,14.83,11.0,11.33
Mathias Jovanović,2000507455.0,5.5,10.5,11.25,10.33,3.83,7.83,8.0,10.83
Alessio Giustini,2000506990.0,5.83,13.12,14.0,10.83,10.67,14.33,14.0,10.83
Giuseppe Assogna,2000506989.0,2.67,8.5,9.5,2.67,2.33,2.33,6.5,5.5
Zahari Tanev,2000503649.0,12.5,13.75,15.5,11.33,11.17,11.33,12.0,13.25
Djérson,2000485898.0,4.83,12.88,11.5,14.83,11.17,14.33,9.0,11.08
Domiziano Cosimi,2000434782.0,13.67,14.5,14.0,10.67,8.0,11.0,12.0,12.5
Emanuele Tassinari,2000434778.0,10.33,13.5,16.25,12.33,8.67,11.17,13.0,12.58
Markos Bouroutzikas,2000232927.0,10.33,11.88,10.25,7.33,6.0,9.17,6.5,13.08
Arne Maier,91151073.0,10.67,13.0,13.0,15.0,12.67,14.33,10.0,13.0
Ulises Xavier Pérez Lazarte,2000541711.0,8.0,15.5,17.5,14.67,14.33,16.33,12.0,13.0
Leonardo Gazzola,2000506995.0,13.33,15.5,11.5,8.67,8.33,12.33,8.5,14.17
Dante Sottoriva,2000504182.0,9.33,12.75,13.0,14.0,15.67,15.67,8.5,13.33
Branko Kovačec-Buinac,2000436681.0,5.0,13.88,14.5,10.17,10.67,13.83,6.0,9.58
Mykola Matvienko,71075952.0,12.67,13.25,13.5,11.83,11.5,13.33,12.5,14.92
Fabio Depaoli,43161628.0,11.67,14.0,14.25,12.83,9.83,12.33,6.5,13.25
Andrea Belotti,43066936.0,6.17,11.25,10.5,12.33,15.67,12.0,13.5,15.83
Mario Pasalic,24021244.0,10.17,11.62,11.0,13.0,14.0,12.17,12.0,12.5
Bruno Amione,14216968.0,13.67,14.12,14.25,11.0,9.17,11.0,14.0,13.42
Petr Zich,2000436245.0,5.33,14.25,16.5,10.17,7.83,13.17,8.0,10.0
João Ramos,2000506993.0,12.67,15.62,13.5,10.0,8.5,10.5,14.5,14.5
Marijo Lizatović,2000439945.0,12.17,11.88,11.5,13.67,9.17,12.33,9.5,13.33
Giammarco Solimina,2000506991.0,10.0,15.62,12.5,13.17,9.5,12.33,10.5,14.0
Michael Woud,28106413.0,6.5,10.5,10.75,8.0,5.67,5.17,10.0,13.17
Frederico Plisca,2000537059.0,6.0,15.0,15.0,14.67,13.0,15.33,12.5,11.67
Massimo D'Andrea,2000566966.0,8.17,14.12,15.5,12.83,12.33,13.67,13.5,12.75
Christian Pulisic,92074020.0,8.0,12.25,15.0,14.0,13.67,15.67,6.5,13.0
Demba Thiam,43304017.0,5.33,11.62,9.0,6.67,6.17,5.17,10.5,11.92
Emil Audero,43152255.0,5.83,13.38,11.75,11.5,5.17,4.83,10.75,13.42
Angelo Raimondi,2000434779.0,14.0,15.0,14.0,9.67,9.0,10.33,16.5,13.83
Gonzalo Villar,67219031.0,12.17,14.12,13.5,16.33,11.83,15.67,10.5,14.42
Ibañez,19337893.0,15.67,14.5,15.0,13.0,10.33,12.33,15.5,14.67
Marcelo Biedrzicki,2000566970.0,8.0,14.75,14.0,15.67,13.67,16.67,9.5,14.5
Rafael Brito,83243058.0,13.0,13.25,14.0,11.5,12.33,11.67,14.0,13.75
Amine Gouiri,48044735.0,5.67,13.5,15.0,14.33,16.33,15.33,12.0,13.5
Matteo Cardinali,43372028.0,4.83,9.25,11.25,7.33,5.0,4.0,10.5,12.67
Lorenzo Pellegrini,43094100.0,11.17,11.25,11.5,16.33,12.33,15.0,11.0,14.17
